probe	id	pvalue	symbol	group
786	A_23_P105313	0.03766	EIF2B1	GSE74341_LOvsAT
792	A_24_P202329	0.04021	LOC146880	GSE74341_LOvsAT
800	A_23_P135326	0.01104	POLE3	GSE74341_LOvsAT
803	A_23_P63825	0.04092	GOT1	GSE74341_LOvsAT
804	A_33_P3274478	0.0019	UNC119B	GSE74341_LOvsAT
810	A_19_P00320144	0.01411	XLOC_003428	GSE74341_LOvsAT
814	A_33_P3854030	0.00359	MBD5	GSE74341_LOvsAT
827	A_23_P123905	0.02318	EXOSC3	GSE74341_LOvsAT
845	A_21_P0000264	0.00853	SNORD74	GSE74341_LOvsAT
865	A_24_P500422	0.00515	LOC730101	GSE74341_LOvsAT
869	A_23_P128930	0.00844	PSMC6	GSE74341_LOvsAT
873	A_23_P65466	0.00054	RAB2B	GSE74341_LOvsAT
881	A_21_P0011842	0.0059	EEF1E1	GSE74341_LOvsAT
891	A_23_P201672	0.02665	METTL13	GSE74341_LOvsAT
901	A_23_P115261	0.01848	AGT	GSE74341_LOvsAT
903	A_21_P0012287	0.00511	XLOC_l2_009469	GSE74341_LOvsAT
907	A_21_P0011001	0.03972	PCSK7	GSE74341_LOvsAT
914	A_33_P3210379	0.0012	SCGB3A1	GSE74341_LOvsAT
921	A_33_P3271105	0.01321	PABPC4	GSE74341_LOvsAT
930	A_23_P209933	0.03706	TGOLN2	GSE74341_LOvsAT
932	A_23_P2683	0.0079	RPAP3	GSE74341_LOvsAT
955	A_23_P375372	0.03068	FGA	GSE74341_LOvsAT
959	A_33_P3262133	0.00622	GFM1	GSE74341_LOvsAT
983	A_33_P3351175	4e-04	WNK2	GSE74341_LOvsAT
985	A_23_P79518	0.00189	IL1B	GSE74341_LOvsAT
988	A_23_P86411	0.01548	MYO3A	GSE74341_LOvsAT
993	A_23_P105465	0.03601	CMKLR1	GSE74341_LOvsAT
1003	A_24_P219053	0.0018	KIAA1704	GSE74341_LOvsAT
1025	A_21_P0005010	0.01767	XLOC_005633	GSE74341_LOvsAT
1029	A_23_P65830	0.01776	HDDC3	GSE74341_LOvsAT
1034	A_32_P118250	0.04312	C14orf167	GSE74341_LOvsAT
1041	A_21_P0000682	0.02489	LOC100527964	GSE74341_LOvsAT
1101	A_24_P280706	0.04297	SUGT1	GSE74341_LOvsAT
1105	A_23_P64083	0.0102	SF3B2	GSE74341_LOvsAT
1111	A_23_P334608	0.02623	GUSB	GSE74341_LOvsAT
1112	A_21_P0000558	0.02549	LOC100302650	GSE74341_LOvsAT
1113	A_21_P0000083	0.00047	CLCN2	GSE74341_LOvsAT
1117	A_24_P12065	0.01987	CCNG2	GSE74341_LOvsAT
1118	A_23_P49546	0.01873	GRIN2C	GSE74341_LOvsAT
