probe	pvalue	adj.pvalue	symbol	entrez	group
ILMN_1743205	0	0.00039	ABCA7	10347	GSE25906_PEvC
ILMN_1704961	0	0.000546	ACTG1	71	GSE25906_PEvC
ILMN_1811480	0	0.000532	ADPRHL2	54936	GSE25906_PEvC
ILMN_1734652	0	0.000116	ARHGAP27	201176	GSE25906_PEvC
ILMN_1679737	0	0.001652	ASAH3L	NA	GSE25906_PEvC
ILMN_1775743	0	0.000857	BTG1	694	GSE25906_PEvC
ILMN_1664167	0	0.000555	BXDC1	NA	GSE25906_PEvC
ILMN_1696043	0	0.00062	C14orf58	NA	GSE25906_PEvC
ILMN_1672969	0	0.001188	C3orf52	79669	GSE25906_PEvC
ILMN_1696699	0	0.000532	C6orf60	NA	GSE25906_PEvC
ILMN_1738514	0	0.001755	C7orf47	NA	GSE25906_PEvC
ILMN_1802627	0	4.80E-05	C7orf48	NA	GSE25906_PEvC
ILMN_1789266	0	0.000546	CCDC25	55246	GSE25906_PEvC
ILMN_1801600	0	0.001844	CCDC97	90324	GSE25906_PEvC
ILMN_1812557	0	0.001549	CDK5RAP3	80279	GSE25906_PEvC
ILMN_1715715	0	3.70E-05	CEBPA	1050	GSE25906_PEvC
ILMN_1774287	0	0.000994	CFB	629	GSE25906_PEvC
ILMN_1788377	0	0.000441	COL27A1	85301	GSE25906_PEvC
ILMN_1665235	0	0.000507	CRTAP	10491	GSE25906_PEvC
ILMN_1782788	0	0.001644	CSDA	NA	GSE25906_PEvC
ILMN_1724363	0	0.000339	CSNK1E	1454	GSE25906_PEvC
ILMN_1792885	0	0.000256	CTSC	1075	GSE25906_PEvC
ILMN_1678680	0	0.000634	DBR1	51163	GSE25906_PEvC
ILMN_1803856	0	0.001365	DKFZp586I1420	NA	GSE25906_PEvC
ILMN_1766236	0	0.00025	DKFZp761P0423	NA	GSE25906_PEvC
ILMN_1659843	0	3.70E-05	DNAJC3	5611	GSE25906_PEvC
ILMN_1744244	0	0.000133	DPAGT1	1798	GSE25906_PEvC
ILMN_1660663	0	0.000789	DYRK1A	1859	GSE25906_PEvC
ILMN_1810810	0	0.000876	EEF1A1	1915	GSE25906_PEvC
ILMN_1701930	0	0.000346	EEF1B2	1933	GSE25906_PEvC
ILMN_1760778	0	3.70E-05	ENG	2022	GSE25906_PEvC
ILMN_1685000	0	0.000387	EPS8L1	54869	GSE25906_PEvC
ILMN_1795495	0	3.70E-05	ERCC5	2073	GSE25906_PEvC
ILMN_1744963	0	0.000297	ERO1L	NA	GSE25906_PEvC
ILMN_1717163	0	3.70E-05	F13A1	2162	GSE25906_PEvC
ILMN_1674337	0	0.00086	FKBP2	2286	GSE25906_PEvC
ILMN_1704446	0	0.001562	FLJ43855	NA	GSE25906_PEvC
ILMN_1808707	0	0.000237	FSCN1	6624	GSE25906_PEvC
ILMN_1658460	0	0.000441	FUSIP1	NA	GSE25906_PEvC
ILMN_1788547	0	0.000362	GCLM	2730	GSE25906_PEvC
ILMN_1656382	0	0.000576	GIYD2	NA	GSE25906_PEvC
ILMN_1764230	0	3.70E-05	GNPTG	84572	GSE25906_PEvC
ILMN_1671260	0	0.000652	GPR177	NA	GSE25906_PEvC
ILMN_1731014	0	0.000438	HEMK1	51409	GSE25906_PEvC
ILMN_1806692	0	0.000507	HEXB	3074	GSE25906_PEvC
ILMN_1797728	0	0.000293	HMGCS1	3157	GSE25906_PEvC
ILMN_1811392	0	0.000634	HMHA1	NA	GSE25906_PEvC
ILMN_1741406	0	0.001413	HOOK1	51361	GSE25906_PEvC
ILMN_1686328	0	0.000663	HSP90B1	7184	GSE25906_PEvC
ILMN_1783843	0	7.60E-05	IIP45	NA	GSE25906_PEvC
ILMN_1756443	0	0.001644	INHA	3623	GSE25906_PEvC
ILMN_1793384	0	0.000339	JAK1	3716	GSE25906_PEvC
ILMN_1669669	0	0.000256	KCMF1	56888	GSE25906_PEvC
ILMN_1726901	0	0.001045	KNS2	NA	GSE25906_PEvC
ILMN_1723211	0	8.80E-05	L2HGDH	79944	GSE25906_PEvC
ILMN_1685470	0	0.000784	LEP	3952	GSE25906_PEvC
ILMN_1778086	0	0.000116	LMBR1L	55716	GSE25906_PEvC
ILMN_1765701	0	9.60E-05	LOC399942	NA	GSE25906_PEvC
ILMN_1726723	0	0.000628	LOC642953	NA	GSE25906_PEvC
ILMN_1722050	0	0.001562	LOC643416	NA	GSE25906_PEvC
ILMN_1719606	0	0.000224	LOC644762	644762	GSE25906_PEvC
ILMN_1783684	0	0.000222	LOC648695	NA	GSE25906_PEvC
ILMN_1703301	0	0.00039	LOC653479	NA	GSE25906_PEvC
ILMN_1660554	0	0.000784	LOC727901	NA	GSE25906_PEvC
ILMN_1705070	0	0.001477	LOC91661	NA	GSE25906_PEvC
ILMN_1717219	0	0.000507	MGC12966	NA	GSE25906_PEvC
ILMN_1761068	0	0.001622	MGC52000	NA	GSE25906_PEvC
ILMN_1678170	0	6.40E-05	MME	4311	GSE25906_PEvC
ILMN_1712452	0	4.90E-05	MPHOSPH1	NA	GSE25906_PEvC
ILMN_1803632	0	0.000229	NDUFA12	55967	GSE25906_PEvC
ILMN_1788149	0	0.000339	NEK11	79858	GSE25906_PEvC
ILMN_1813645	0	0.001188	NEK11	79858	GSE25906_PEvC
ILMN_1733769	0	0.001184	NPNT	255743	GSE25906_PEvC
ILMN_1751958	0	0.000339	NSUN5	55695	GSE25906_PEvC
ILMN_1749667	0	0.001078	OBSCN	84033	GSE25906_PEvC
ILMN_1670844	0	0.001296	OPN3	23596	GSE25906_PEvC
ILMN_1716988	0	0.000222	OPN3	23596	GSE25906_PEvC
ILMN_1674254	0	0.000256	OS9	10956	GSE25906_PEvC
ILMN_1708529	0	4.00E-05	PAPPA2	60676	GSE25906_PEvC
ILMN_1792002	0	0.000785	PAPPA2	60676	GSE25906_PEvC
ILMN_1661490	0	0.000339	PFDN6	10471	GSE25906_PEvC
