probe	pvalue	adj.pvalue	symbol	entrez	group
A_23_P87575	0	0.017189	CCNT1	904	GSE4707_EOvC
A_24_P42755	0	0.009881	FLT1	2321	GSE4707_EOvC
A_23_P156049	0	0.013743	HEXB	3074	GSE4707_EOvC
A_24_P397817	0	0.009881	LEP	3952	GSE4707_EOvC
A_24_P170927	0	0.009881	LOC644613	NA	GSE4707_EOvC
A_23_P99883	0	0.017189	PDIA3	2923	GSE4707_EOvC
A_24_P77008	0	0.014793	PTGS2	5743	GSE4707_EOvC
A_23_P46441	0	0.017189	PVRL4	NA	GSE4707_EOvC
A_23_P319520	0	0.009881	TSNARE1	203062	GSE4707_EOvC
A_24_P576191	0	0.017189	NA	NA	GSE4707_EOvC
A_24_P914208	0	0.013743	NA	NA	GSE4707_EOvC
A_23_P4144	1.00E-05	0.025317	COASY	80347	GSE4707_EOvC
A_23_P107322	1.00E-05	0.025317	CORO6	84940	GSE4707_EOvC
A_23_P122924	1.00E-05	0.025317	INHBA	3624	GSE4707_EOvC
A_23_P55400	1.00E-05	0.025317	KRT36	8689	GSE4707_EOvC
A_32_P156892	1.00E-05	0.025317	ST13	6767	GSE4707_EOvC
A_24_P918175	1.00E-05	0.018281	TBK1	29110	GSE4707_EOvC
A_32_P95739	1.00E-05	0.025317	TPI1	7167	GSE4707_EOvC
A_24_P290481	1.00E-05	0.025317	VIL2	NA	GSE4707_EOvC
A_23_P89145	1.00E-05	0.024663	ZNF83	55769	GSE4707_EOvC
A_24_P535256	1.00E-05	0.025317	NA	NA	GSE4707_EOvC
A_32_P121226	1.00E-05	0.018281	NA	NA	GSE4707_EOvC
A_32_P181107	1.00E-05	0.025317	NA	NA	GSE4707_EOvC
A_23_P63584	2.00E-05	0.02871	AHCTF1	25909	GSE4707_EOvC
A_24_P419087	2.00E-05	0.02871	AVIL	10677	GSE4707_EOvC
A_23_P393080	2.00E-05	0.02871	CALML3	810	GSE4707_EOvC
A_23_P43049	2.00E-05	0.027265	DCTN6	10671	GSE4707_EOvC
A_23_P130149	2.00E-05	0.025317	ENO3	2027	GSE4707_EOvC
A_23_P135595	2.00E-05	0.02871	ING5	84289	GSE4707_EOvC
A_23_P68949	2.00E-05	0.025317	ST13	6767	GSE4707_EOvC
A_32_P169754	2.00E-05	0.027265	YBX1	4904	GSE4707_EOvC
A_23_P143676	2.00E-05	0.025317	NA	NA	GSE4707_EOvC
A_32_P226646	2.00E-05	0.02871	NA	NA	GSE4707_EOvC
A_32_P31963	2.00E-05	0.025317	NA	NA	GSE4707_EOvC
A_23_P53257	3.00E-05	0.030117	AVIL	10677	GSE4707_EOvC
A_24_P118391	3.00E-05	0.031829	NA	NA	GSE4707_EOvC
A_24_P928574	3.00E-05	0.030467	NA	NA	GSE4707_EOvC
A_32_P126338	3.00E-05	0.031086	NA	NA	GSE4707_EOvC
A_32_P29200	3.00E-05	0.029397	NA	NA	GSE4707_EOvC
A_23_P356755	4.00E-05	0.03709	CEBPG	1054	GSE4707_EOvC
A_24_P641673	4.00E-05	0.03709	LOC642480	NA	GSE4707_EOvC
A_23_P80040	4.00E-05	0.03709	PROCR	10544	GSE4707_EOvC
A_23_P382199	4.00E-05	0.037067	VAPA	9218	GSE4707_EOvC
A_32_P179526	4.00E-05	0.03709	ZBTB20	26137	GSE4707_EOvC
A_24_P455100	4.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_24_P92973	4.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_32_P799227	4.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_23_P134953	5.00E-05	0.03709	ADFP	NA	GSE4707_EOvC
A_23_P412526	5.00E-05	0.03709	BCAP29	55973	GSE4707_EOvC
A_24_P636441	5.00E-05	0.03709	DCAKD	79877	GSE4707_EOvC
A_23_P208595	5.00E-05	0.03709	LDLR	3949	GSE4707_EOvC
A_32_P68408	5.00E-05	0.03709	LOC161635	NA	GSE4707_EOvC
A_23_P346048	5.00E-05	0.03709	LOC440248	NA	GSE4707_EOvC
A_23_P167276	5.00E-05	0.03709	PAQR3	152559	GSE4707_EOvC
A_24_P144601	5.00E-05	0.03709	POU5F1	5460	GSE4707_EOvC
A_32_P16747	5.00E-05	0.03709	RPL21	6144	GSE4707_EOvC
A_23_P168259	5.00E-05	0.03709	ULBP2	80328	GSE4707_EOvC
A_32_P127492	5.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_23_P113393	6.00E-05	0.03709	APLN	8862	GSE4707_EOvC
A_23_P119478	6.00E-05	0.03709	EBI3	10148	GSE4707_EOvC
A_32_P76247	6.00E-05	0.03709	HSPB1	3315	GSE4707_EOvC
A_24_P803885	6.00E-05	0.03752	LOC149134	NA	GSE4707_EOvC
A_32_P162862	6.00E-05	0.03709	LOC644891	NA	GSE4707_EOvC
A_23_P91619	6.00E-05	0.03709	MIF	4282	GSE4707_EOvC
A_24_P375002	6.00E-05	0.038227	YBX1	4904	GSE4707_EOvC
A_24_P24685	6.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_24_P32836	6.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_32_P104097	6.00E-05	0.03709	NA	NA	GSE4707_EOvC
A_32_P55987	6.00E-05	0.03752	NA	NA	GSE4707_EOvC
A_23_P147185	7.00E-05	0.03898	CANX	821	GSE4707_EOvC
A_24_P358205	7.00E-05	0.039338	NA	NA	GSE4707_EOvC
A_24_P358305	7.00E-05	0.040155	NA	NA	GSE4707_EOvC
A_24_P384969	7.00E-05	0.039297	NA	NA	GSE4707_EOvC
A_32_P108722	7.00E-05	0.040741	NA	NA	GSE4707_EOvC
A_32_P42253	7.00E-05	0.039297	NA	NA	GSE4707_EOvC
A_24_P404822	8.00E-05	0.041262	APLN	8862	GSE4707_EOvC
A_23_P104201	8.00E-05	0.0421	YME1L1	10730	GSE4707_EOvC
A_32_P42367	8.00E-05	0.0421	NA	NA	GSE4707_EOvC
A_32_P66222	9.00E-05	0.043661	ANKRD20A2	441430	GSE4707_EOvC
A_32_P16975	9.00E-05	0.043661	ANKS3	124401	GSE4707_EOvC
A_24_P173754	9.00E-05	0.043661	C1orf21	81563	GSE4707_EOvC
A_23_P46470	9.00E-05	0.043661	ERRFI1	54206	GSE4707_EOvC
A_23_P257131	9.00E-05	0.043661	PEX13	5194	GSE4707_EOvC
A_23_P153084	9.00E-05	0.043661	RALBP1	10928	GSE4707_EOvC
A_24_P724807	9.00E-05	0.043661	NA	NA	GSE4707_EOvC
A_32_P155841	9.00E-05	0.043661	NA	NA	GSE4707_EOvC
A_23_P418485	1.00E-04	0.043661	C11orf65	160140	GSE4707_EOvC
A_24_P915225	1.00E-04	0.043661	CYSLTR1	10800	GSE4707_EOvC
A_23_P54846	1.00E-04	0.043661	HERPUD1	9709	GSE4707_EOvC
A_32_P211080	1.00E-04	0.044084	LOC440248	NA	GSE4707_EOvC
A_24_P306425	1.00E-04	0.044028	RSN	NA	GSE4707_EOvC
A_24_P240912	1.00E-04	0.043661	WAC	51322	GSE4707_EOvC
A_23_P121499	1.00E-04	0.043661	WFS1	7466	GSE4707_EOvC
A_24_P101391	1.00E-04	0.043661	YBX1	4904	GSE4707_EOvC
A_24_P332461	1.00E-04	0.043661	NA	NA	GSE4707_EOvC
A_24_P41160	1.00E-04	0.044084	NA	NA	GSE4707_EOvC
A_32_P8813	0.00011	0.044084	LOC283663	NA	GSE4707_EOvC
A_23_P133755	0.00011	0.046316	PREP	5550	GSE4707_EOvC
A_24_P827794	0.00011	0.044755	NA	NA	GSE4707_EOvC
A_24_P930400	0.00011	0.044084	NA	NA	GSE4707_EOvC
A_23_P113613	0.00012	0.04757	CDCP1	64866	GSE4707_EOvC
A_24_P225604	0.00012	0.04757	DNAJC10	54431	GSE4707_EOvC
A_23_P311050	0.00012	0.04757	FLJ36004	NA	GSE4707_EOvC
A_23_P169529	0.00012	0.046316	HRB	NA	GSE4707_EOvC
A_23_P4902	0.00012	0.047256	SNRP70	NA	GSE4707_EOvC
A_24_P50157	0.00012	0.04757	NA	NA	GSE4707_EOvC
A_32_P20203	0.00012	0.046316	NA	NA	GSE4707_EOvC
A_32_P12065	0.00013	0.049233	LOC644424	NA	GSE4707_EOvC
A_23_P433111	0.00013	0.048446	MGC33648	NA	GSE4707_EOvC
A_23_P158349	0.00013	0.049233	RABL3	285282	GSE4707_EOvC
A_32_P42406	0.00013	0.049233	NA	NA	GSE4707_EOvC
A_24_P652033	0.00014	0.049233	DPY19L1P1	100129460	GSE4707_EOvC
A_24_P200162	0.00014	0.049233	HIGD1A	25994	GSE4707_EOvC
A_24_P392713	0.00014	0.049233	LOC647066	NA	GSE4707_EOvC
A_23_P159076	0.00014	0.049233	SLC17A8	246213	GSE4707_EOvC
A_23_P142424	0.00014	0.049233	TMEM149	NA	GSE4707_EOvC
A_24_P118591	0.00014	0.049233	NA	NA	GSE4707_EOvC
A_24_P24912	0.00014	0.049233	NA	NA	GSE4707_EOvC
A_24_P333052	0.00014	0.049233	NA	NA	GSE4707_EOvC
A_23_P31755	0.00015	0.049243	CRH	1392	GSE4707_EOvC
A_24_P40055	0.00015	0.049233	LENG8	114823	GSE4707_EOvC
A_23_P329593	0.00015	0.049233	SEC24A	10802	GSE4707_EOvC
A_23_P78509	0.00015	0.049233	SFRS16	NA	GSE4707_EOvC
A_24_P309360	0.00015	0.050671	TM9SF3	56889	GSE4707_EOvC
A_23_P346670	0.00016	0.051355	GPRC5C	55890	GSE4707_EOvC
A_23_P168490	0.00016	0.051355	HERPUD2	64224	GSE4707_EOvC
A_23_P257704	0.00016	0.05109	HSPB1	3315	GSE4707_EOvC
A_32_P168886	0.00016	0.050715	WBSCR1	NA	GSE4707_EOvC
A_23_P149441	0.00017	0.052336	LOC51152	NA	GSE4707_EOvC
A_23_P89746	0.00017	0.052336	RAX	30062	GSE4707_EOvC
A_32_P234738	0.00017	0.052336	RPL21	6144	GSE4707_EOvC
A_23_P113212	0.00017	0.052336	TMEM45A	55076	GSE4707_EOvC
A_23_P19333	0.00017	0.052336	TREM1	54210	GSE4707_EOvC
A_23_P139825	0.00017	0.052336	YAF2	10138	GSE4707_EOvC
A_24_P415260	0.00017	0.052336	NA	NA	GSE4707_EOvC
A_32_P140079	0.00017	0.052336	NA	NA	GSE4707_EOvC
A_23_P25293	0.00018	0.052762	CNAP1	NA	GSE4707_EOvC
A_24_P49747	0.00018	0.052762	NA	NA	GSE4707_EOvC
A_32_P3527	0.00018	0.052762	NA	NA	GSE4707_EOvC
A_24_P491087	0.00019	0.054184	LOC441244	NA	GSE4707_EOvC
A_24_P830667	0.00019	0.055481	RPL21	6144	GSE4707_EOvC
A_32_P6972	0.00019	0.055481	NA	NA	GSE4707_EOvC
A_23_P6362	2.00E-04	0.055599	DERL3	91319	GSE4707_EOvC
A_24_P678418	2.00E-04	0.055599	FLJ45244	NA	GSE4707_EOvC
A_32_P186226	2.00E-04	0.055599	IPO7	10527	GSE4707_EOvC
A_24_P94651	0.00021	0.055599	ARIH2	10425	GSE4707_EOvC
A_24_P344100	0.00021	0.055599	BRF1	2972	GSE4707_EOvC
A_23_P382688	0.00021	0.055599	FAM122B	159090	GSE4707_EOvC
A_23_P118516	0.00021	0.055599	FAM18B	NA	GSE4707_EOvC
A_23_P213336	0.00021	0.055599	FGF1	2246	GSE4707_EOvC
A_24_P321919	0.00021	0.055599	IQGAP1	8826	GSE4707_EOvC
A_23_P311740	0.00021	0.055599	PARC	NA	GSE4707_EOvC
A_23_P143964	0.00021	0.055599	SH3BP5	9467	GSE4707_EOvC
A_23_P138957	0.00021	0.055706	SNF1LK2	NA	GSE4707_EOvC
A_24_P161773	0.00021	0.055599	NA	NA	GSE4707_EOvC
A_24_P610945	0.00021	0.055599	NA	NA	GSE4707_EOvC
A_32_P105073	0.00021	0.055599	NA	NA	GSE4707_EOvC
A_23_P374862	0.00022	0.05631	CD55	1604	GSE4707_EOvC
A_24_P98723	0.00022	0.056049	LIN7C	55327	GSE4707_EOvC
A_23_P3532	0.00022	0.05631	LITAF	9516	GSE4707_EOvC
A_32_P164649	0.00022	0.05631	SAFB	6294	GSE4707_EOvC
A_24_P49647	0.00023	0.056957	KIAA0565	NA	GSE4707_EOvC
A_23_P13740	0.00023	0.056998	NAV3	89795	GSE4707_EOvC
A_23_P258633	0.00023	0.056998	TH	7054	GSE4707_EOvC
A_23_P127426	0.00023	0.056998	TM7SF2	7108	GSE4707_EOvC
A_23_P250930	0.00024	0.05711	CRBN	51185	GSE4707_EOvC
A_32_P117354	0.00024	0.05711	DKFZP686A01247	NA	GSE4707_EOvC
A_24_P348326	0.00024	0.05711	IL27RA	9466	GSE4707_EOvC
A_32_P94087	0.00024	0.05711	LOC402176	NA	GSE4707_EOvC
A_23_P34007	0.00024	0.05711	PPP1R2P9	80316	GSE4707_EOvC
A_32_P925529	0.00024	0.05711	NA	NA	GSE4707_EOvC
A_23_P96144	0.00025	0.05711	BMPR2	659	GSE4707_EOvC
A_23_P307400	0.00025	0.05711	CCDC45	NA	GSE4707_EOvC
A_23_P9513	0.00025	0.05711	MTA1	9112	GSE4707_EOvC
A_32_P57237	0.00025	0.05711	RPL21	6144	GSE4707_EOvC
A_23_P4592	0.00025	0.05711	SIGLEC6	946	GSE4707_EOvC
A_32_P115015	0.00026	0.05711	CDC42	998	GSE4707_EOvC
A_23_P130974	0.00026	0.05711	KIAA1683	80726	GSE4707_EOvC
A_24_P481783	0.00026	0.05711	LOC390595	NA	GSE4707_EOvC
A_24_P246636	0.00026	0.05711	LOC643940	NA	GSE4707_EOvC
A_23_P103110	0.00026	0.05711	MAFF	23764	GSE4707_EOvC
A_23_P150818	0.00026	0.05711	MBD6	114785	GSE4707_EOvC
A_24_P16337	0.00026	0.05711	NA	NA	GSE4707_EOvC
A_32_P233834	0.00026	0.05711	NA	NA	GSE4707_EOvC
A_32_P68350	0.00026	0.05711	NA	NA	GSE4707_EOvC
A_23_P103486	0.00027	0.05711	CYP2J2	1573	GSE4707_EOvC
A_23_P83328	0.00027	0.05711	ENG	2022	GSE4707_EOvC
A_24_P82880	0.00027	0.05711	TPM4	7171	GSE4707_EOvC
A_24_P195286	0.00027	0.05711	NA	NA	GSE4707_EOvC
A_24_P503710	0.00027	0.05711	NA	NA	GSE4707_EOvC
A_32_P206618	0.00027	0.05711	NA	NA	GSE4707_EOvC
A_23_P45851	0.00028	0.05711	HIAT1	NA	GSE4707_EOvC
A_24_P86537	0.00028	0.05711	HSPB1	3315	GSE4707_EOvC
A_32_P152673	0.00028	0.05711	PABPC1	26986	GSE4707_EOvC
A_23_P385938	0.00028	0.05711	PAN3	255967	GSE4707_EOvC
A_23_P60146	0.00028	0.05711	PDGFRL	5157	GSE4707_EOvC
A_24_P357518	0.00028	0.05711	RPL21	6144	GSE4707_EOvC
A_23_P157580	0.00028	0.05711	SDCBP	6386	GSE4707_EOvC
A_23_P3627	0.00028	0.05711	SPG7	6687	GSE4707_EOvC
A_23_P218086	0.00028	0.05711	TPCN1	53373	GSE4707_EOvC
A_23_P76690	0.00028	0.05711	UCHL3	7347	GSE4707_EOvC
A_23_P363414	0.00028	0.05711	NA	NA	GSE4707_EOvC
A_32_P42236	0.00028	0.05711	NA	NA	GSE4707_EOvC
A_24_P184931	0.00029	0.05711	BFAR	51283	GSE4707_EOvC
A_23_P20363	0.00029	0.05711	C8orf70	NA	GSE4707_EOvC
A_32_P199252	0.00029	0.05711	HSP90AA1	3320	GSE4707_EOvC
A_24_P185368	0.00029	0.057177	ZSCAN4	201516	GSE4707_EOvC
A_32_P46817	0.00029	0.05784	NA	NA	GSE4707_EOvC
A_24_P161604	3.00E-04	0.057979	LOC654152	NA	GSE4707_EOvC
A_32_P203154	3.00E-04	0.058254	RPL21	6144	GSE4707_EOvC
A_23_P200477	0.00031	0.058799	ACBD3	64746	GSE4707_EOvC
A_23_P108948	0.00031	0.058799	DSU	NA	GSE4707_EOvC
A_23_P66454	0.00031	0.058958	GSDML	NA	GSE4707_EOvC
A_24_P15658	0.00031	0.058799	LYSMD3	116068	GSE4707_EOvC
A_23_P212002	0.00031	0.058958	NKTR	4820	GSE4707_EOvC
A_23_P121851	0.00031	0.058958	PCDHB15	56121	GSE4707_EOvC
A_32_P219031	0.00031	0.058958	RPL21	6144	GSE4707_EOvC
A_24_P341106	0.00031	0.058958	NA	NA	GSE4707_EOvC
A_23_P17633	0.00032	0.059418	IFNAR1	3454	GSE4707_EOvC
A_23_P16006	0.00032	0.059418	ZNF600	162966	GSE4707_EOvC
A_24_P119381	0.00032	0.059418	NA	NA	GSE4707_EOvC
A_24_P370484	0.00032	0.059418	NA	NA	GSE4707_EOvC
A_23_P159775	0.00033	0.059758	GABRE	2564	GSE4707_EOvC
A_24_P727868	0.00033	0.060432	NA	NA	GSE4707_EOvC
A_24_P878419	0.00033	0.059758	NA	NA	GSE4707_EOvC
A_32_P110485	0.00033	0.060432	NA	NA	GSE4707_EOvC
A_23_P86100	0.00034	0.06052	KARCA1	NA	GSE4707_EOvC
A_24_P109071	0.00034	0.060682	KIF27	55582	GSE4707_EOvC
A_23_P148484	0.00034	0.060804	RNF12	NA	GSE4707_EOvC
A_23_P77593	0.00034	0.06052	VAC14	55697	GSE4707_EOvC
A_24_P945276	0.00034	0.06052	NA	NA	GSE4707_EOvC
A_32_P64200	0.00035	0.060951	GUCA1B	2979	GSE4707_EOvC
A_23_P158725	0.00035	0.061044	SLC16A3	9123	GSE4707_EOvC
A_24_P162244	0.00035	0.060804	NA	NA	GSE4707_EOvC
A_23_P60296	0.00036	0.061319	OSTF1	26578	GSE4707_EOvC
A_24_P15621	0.00036	0.061314	SLC6A10P	386757	GSE4707_EOvC
A_24_P245838	0.00036	0.061314	NA	NA	GSE4707_EOvC
A_24_P24790	0.00036	0.061319	NA	NA	GSE4707_EOvC
A_32_P10083	0.00036	0.061314	NA	NA	GSE4707_EOvC
A_32_P146826	0.00036	0.061319	NA	NA	GSE4707_EOvC
A_32_P152544	0.00036	0.061314	NA	NA	GSE4707_EOvC
A_24_P414553	0.00037	0.061364	ARRDC3	57561	GSE4707_EOvC
A_24_P286013	0.00037	0.061319	HIP2	NA	GSE4707_EOvC
A_23_P419051	0.00037	0.061613	PAPOLA	10914	GSE4707_EOvC
