probe	pvalue	adj.pvalue	symbol	entrez	group
ILMN_1743205	0	0.000801	ABCA7	10347	GSE35574_PEvC
ILMN_1761058	0	0.000504	ACAD11	84129	GSE35574_PEvC
ILMN_1777296	0	0.000555	ACTB	60	GSE35574_PEvC
ILMN_1762294	0	0.001045	ADAMTSL4	54507	GSE35574_PEvC
ILMN_1761804	0	0.000685	ALDH9A1	223	GSE35574_PEvC
ILMN_1675709	0	5.80E-05	ARFGAP1	55738	GSE35574_PEvC
ILMN_1788192	0	0.000884	ARMCX1	51309	GSE35574_PEvC
ILMN_1699606	0	0.001095	ASB3	51130	GSE35574_PEvC
ILMN_1721432	0	0.000252	B3GAT3	26229	GSE35574_PEvC
ILMN_1711102	0	0.000163	B3GNT2	10678	GSE35574_PEvC
ILMN_1759359	0	0.000319	BTF3L4	91408	GSE35574_PEvC
ILMN_1775743	0	9.20E-05	BTG1	694	GSE35574_PEvC
ILMN_1774600	0	0.000992	C10orf28	NA	GSE35574_PEvC
ILMN_1678652	0	1.00E-04	C10orf61	NA	GSE35574_PEvC
ILMN_1747347	0	0.000404	C17orf60	NA	GSE35574_PEvC
ILMN_1787844	0	0.000261	C19orf10	NA	GSE35574_PEvC
ILMN_1697742	0	0.000657	C3orf38	285237	GSE35574_PEvC
ILMN_1666602	0	0.000287	C6orf166	NA	GSE35574_PEvC
ILMN_1696699	0	0.000344	C6orf60	NA	GSE35574_PEvC
ILMN_1708604	0	0.000488	C7orf28A	NA	GSE35574_PEvC
ILMN_1713322	0	0.000669	C7orf28B	NA	GSE35574_PEvC
ILMN_1802627	0	7.00E-06	C7orf48	NA	GSE35574_PEvC
ILMN_1735220	0	0.000652	CAV2	858	GSE35574_PEvC
ILMN_1686135	0	0.00072	CCDC45	NA	GSE35574_PEvC
ILMN_1681914	0	0.001049	CCNC	892	GSE35574_PEvC
ILMN_1658743	0	9.50E-05	CCNDBP1	23582	GSE35574_PEvC
ILMN_1658579	0	0.000652	CDK5RAP3	80279	GSE35574_PEvC
ILMN_1788022	0	0.000257	CDKAL1	54901	GSE35574_PEvC
ILMN_1715715	0	2.50E-05	CEBPA	1050	GSE35574_PEvC
ILMN_1695645	0	0.000816	CETN2	1069	GSE35574_PEvC
ILMN_1774287	0	0.001101	CFB	629	GSE35574_PEvC
ILMN_1770548	0	0.000644	CLASP2	23122	GSE35574_PEvC
ILMN_1691339	0	0.001101	CLEC1A	51267	GSE35574_PEvC
ILMN_1786532	0	0.000461	CNIH	NA	GSE35574_PEvC
ILMN_1718013	0	0.001095	CPSF3L	NA	GSE35574_PEvC
ILMN_1665235	0	4.00E-06	CRTAP	10491	GSE35574_PEvC
