probe	pvalue	adj.pvalue	symbol	entrez	group
A_23_P115215	1.00E-05	0.005402	VPS72	6944	GSE74341_LOvC
A_21_P0008205	1.00E-05	0.00742	XLOC_010706	NA	GSE74341_LOvC
A_33_P3353330	1.00E-05	0.005402	NA	NA	GSE74341_LOvC
ens|ENST00000391684	1.00E-05	0.005402	NA	NA	GSE74341_LOvC
A_32_P73452	2.00E-05	0.012642	ANO8	57719	GSE74341_LOvC
A_32_P524904	2.00E-05	0.010913	C11orf86	254439	GSE74341_LOvC
A_33_P3396224	2.00E-05	0.011049	C12orf69	NA	GSE74341_LOvC
A_23_P34744	2.00E-05	0.011307	CTSK	1513	GSE74341_LOvC
A_24_P166613	2.00E-05	0.012007	EPDR1	54749	GSE74341_LOvC
A_23_P148088	2.00E-05	0.013405	FGG	2266	GSE74341_LOvC
A_23_P3312	2.00E-05	0.010914	ISLR	3671	GSE74341_LOvC
A_23_P366230	2.00E-05	0.013517	LATS1	9113	GSE74341_LOvC
A_23_P356646	2.00E-05	0.011349	MAFIP	727764	GSE74341_LOvC
A_23_P257129	2.00E-05	0.013173	PAEP	5047	GSE74341_LOvC
A_33_P3364240	2.00E-05	0.013885	PAEP	5047	GSE74341_LOvC
A_23_P42802	2.00E-05	0.011349	PDIA4	9601	GSE74341_LOvC
A_24_P20746	2.00E-05	0.011932	PRR16	51334	GSE74341_LOvC
A_21_P0000469	2.00E-05	0.013405	SNORD11B	100113392	GSE74341_LOvC
A_24_P29445	2.00E-05	0.010913	TMEM14B	81853	GSE74341_LOvC
A_33_P3397525	2.00E-05	0.010913	WNT4	54361	GSE74341_LOvC
linc|TCONS_00026523	2.00E-05	0.011307	XLOC_012847	NA	GSE74341_LOvC
A_23_P359655	2.00E-05	0.010914	ZNF664	144348	GSE74341_LOvC
A_23_P255672	3.00E-05	0.014856	ABLIM2	84448	GSE74341_LOvC
A_23_P19243	3.00E-05	0.014732	AKIRIN2-AS1	NA	GSE74341_LOvC
A_23_P60627	3.00E-05	0.014741	ALOX15B	247	GSE74341_LOvC
A_23_P379034	3.00E-05	0.014402	BAIAP2L2	80115	GSE74341_LOvC
A_23_P99515	3.00E-05	0.014402	C13orf33	NA	GSE74341_LOvC
A_23_P37144	3.00E-05	0.014856	C14orf126	NA	GSE74341_LOvC
A_23_P214208	3.00E-05	0.014402	CNR1	1268	GSE74341_LOvC
A_33_P3362869	3.00E-05	0.014404	DNAJC19	131118	GSE74341_LOvC
A_33_P3292028	3.00E-05	0.014069	DPP9	91039	GSE74341_LOvC
A_33_P3212274	3.00E-05	0.014732	F2R	2149	GSE74341_LOvC
A_33_P3213792	3.00E-05	0.014732	KCNK4	50801	GSE74341_LOvC
A_23_P94397	3.00E-05	0.014732	OMD	4958	GSE74341_LOvC
A_23_P204052	3.00E-05	0.014732	PCBP2	5094	GSE74341_LOvC
A_24_P359545	3.00E-05	0.014732	RBMXL1	494115	GSE74341_LOvC
A_32_P125771	3.00E-05	0.014732	RGS22	26166	GSE74341_LOvC
A_23_P65768	3.00E-05	0.015049	RSL24D1	51187	GSE74341_LOvC
A_32_P191527	3.00E-05	0.014732	SETD8	NA	GSE74341_LOvC
A_33_P3316587	3.00E-05	0.014856	SLC22A18AS	5003	GSE74341_LOvC
A_21_P0011428	3.00E-05	0.014069	SLC9B1	150159	GSE74341_LOvC
A_23_P8981	3.00E-05	0.014553	STAR	6770	GSE74341_LOvC
A_33_P3302245	3.00E-05	0.014402	TMEM59L	25789	GSE74341_LOvC
A_23_P148798	3.00E-05	0.014402	UCHL5	51377	GSE74341_LOvC
A_19_P00315826	3.00E-05	0.014732	XLOC_001148	NA	GSE74341_LOvC
A_21_P0006423	3.00E-05	0.014822	XLOC_007995	NA	GSE74341_LOvC
A_23_P370162	3.00E-05	0.014741	XRRA1	143570	GSE74341_LOvC
A_33_P3229958	3.00E-05	0.015018	NA	NA	GSE74341_LOvC
A_32_P234827	4.00E-05	0.015993	ARMC1	55156	GSE74341_LOvC
A_23_P141715	4.00E-05	0.016068	C18orf10	NA	GSE74341_LOvC
A_23_P380379	4.00E-05	0.015049	CAPS2	84698	GSE74341_LOvC
A_23_P24129	4.00E-05	0.016153	DKK1	22943	GSE74341_LOvC
A_21_P0012049	4.00E-05	0.015106	FBXO25	26260	GSE74341_LOvC
A_23_P374844	4.00E-05	0.015106	GAL	51083	GSE74341_LOvC
A_24_P399980	4.00E-05	0.015049	HEPH	9843	GSE74341_LOvC
A_21_P0014473	4.00E-05	0.015106	LOC100506338	NA	GSE74341_LOvC
A_21_P0003445	4.00E-05	0.015049	LOC100507150	NA	GSE74341_LOvC
A_21_P0003155	4.00E-05	0.015106	LOC151658	NA	GSE74341_LOvC
A_33_P3283460	4.00E-05	0.015106	MIER1	57708	GSE74341_LOvC
A_23_P205867	4.00E-05	0.015049	NR2E3	10002	GSE74341_LOvC
A_23_P1638	4.00E-05	0.015049	RBM4B	83759	GSE74341_LOvC
A_23_P257649	4.00E-05	0.015372	RBP1	5947	GSE74341_LOvC
A_24_P222684	4.00E-05	0.015049	TROVE2	6738	GSE74341_LOvC
linc|TCONS_00022755	4.00E-05	0.016227	XLOC_011038	NA	GSE74341_LOvC
A_23_P77310	4.00E-05	0.015164	ZFP106	NA	GSE74341_LOvC
ens|ENST00000390376|tc|THC2589734	4.00E-05	0.016055	NA	NA	GSE74341_LOvC
A_23_P202988	5.00E-05	0.016978	AASDHPPT	60496	GSE74341_LOvC
A_23_P301021	5.00E-05	0.016978	ASTN1	460	GSE74341_LOvC
A_33_P3407195	5.00E-05	0.016866	BOD1L	NA	GSE74341_LOvC
A_33_P3359223	5.00E-05	0.016978	C9orf173	NA	GSE74341_LOvC
A_23_P44617	5.00E-05	0.016978	COPG	NA	GSE74341_LOvC
A_33_P3349546	5.00E-05	0.016878	DCAF17	80067	GSE74341_LOvC
A_33_P3386932	5.00E-05	0.016878	FAM86A	NA	GSE74341_LOvC
A_21_P0010595	5.00E-05	0.016978	FBXO25	26260	GSE74341_LOvC
A_23_P17190	5.00E-05	0.016978	KBTBD10	NA	GSE74341_LOvC
A_33_P3357678	5.00E-05	0.016978	LCTL	197021	GSE74341_LOvC
A_32_P212897	5.00E-05	0.016978	LOC643406	643406	GSE74341_LOvC
A_33_P3248265	5.00E-05	0.016878	LTB	4050	GSE74341_LOvC
A_32_P701268	5.00E-05	0.016978	MED12L	116931	GSE74341_LOvC
A_33_P3368706	5.00E-05	0.016878	NFYC	4802	GSE74341_LOvC
A_33_P3365524	5.00E-05	0.016866	SETD3	84193	GSE74341_LOvC
A_21_P0000306	5.00E-05	0.016866	SNORA2A	677793	GSE74341_LOvC
A_33_P3265514	5.00E-05	0.016878	TPTE	7179	GSE74341_LOvC
A_23_P68899	5.00E-05	0.017202	TXN2	25828	GSE74341_LOvC
ens|ENST00000508099|linc|TCONS_00008861	5.00E-05	0.016978	XLOC_003629	NA	GSE74341_LOvC
linc|TCONS_l2_00010135	5.00E-05	0.016878	XLOC_l2_005465	NA	GSE74341_LOvC
A_23_P332908	5.00E-05	0.017202	ZFC3H1	196441	GSE74341_LOvC
A_33_P3373200	5.00E-05	0.016866	NA	NA	GSE74341_LOvC
A_33_P3395314	5.00E-05	0.016978	NA	NA	GSE74341_LOvC
A_23_P66635	6.00E-05	0.01789	CCL11	6356	GSE74341_LOvC
A_33_P3309039	6.00E-05	0.01789	CPSF7	79869	GSE74341_LOvC
A_33_P3367396	6.00E-05	0.018057	FAM177B	400823	GSE74341_LOvC
A_23_P16953	6.00E-05	0.017984	HTR2B	3357	GSE74341_LOvC
A_33_P3382748	6.00E-05	0.018057	KDM5A	5927	GSE74341_LOvC
A_33_P3336422	6.00E-05	0.017984	LOC729013	NA	GSE74341_LOvC
A_23_P202143	6.00E-05	0.018769	NOLC1	9221	GSE74341_LOvC
A_23_P82990	6.00E-05	0.01789	OGN	4969	GSE74341_LOvC
A_23_P206830	6.00E-05	0.018496	PAM16	51025	GSE74341_LOvC
A_33_P3232562	6.00E-05	0.017984	RBBP4	5928	GSE74341_LOvC
A_33_P3326349	6.00E-05	0.017984	SMG5	23381	GSE74341_LOvC
A_23_P390704	6.00E-05	0.01848	STK38	11329	GSE74341_LOvC
A_33_P3211213	6.00E-05	0.018222	TSEN34	79042	GSE74341_LOvC
A_23_P21324	6.00E-05	0.018156	TWIST2	117581	GSE74341_LOvC
A_33_P3315475	6.00E-05	0.01789	WHAMM	123720	GSE74341_LOvC
ens|ENST00000435968|ens|ENST00000449573|tc|THC2532253|linc|TCONS_l2_00026411	6.00E-05	0.017705	XLOC_l2_013734	NA	GSE74341_LOvC
A_33_P3232032	7.00E-05	0.018904	C14orf165	NA	GSE74341_LOvC
A_33_P3227400	7.00E-05	0.019133	COL4A4	1286	GSE74341_LOvC
A_23_P329768	7.00E-05	0.019047	GREB1	9687	GSE74341_LOvC
A_21_P0014250	7.00E-05	0.019441	LOC100289455	100289455	GSE74341_LOvC
A_33_P3271480	7.00E-05	0.019441	LOC90784	90784	GSE74341_LOvC
A_33_P3342081	7.00E-05	0.018904	PRDM1	639	GSE74341_LOvC
A_23_P160618	7.00E-05	0.019441	SH2D2A	9047	GSE74341_LOvC
A_23_P102731	7.00E-05	0.020273	SMOX	54498	GSE74341_LOvC
A_23_P78372	7.00E-05	0.020171	THOC1	9984	GSE74341_LOvC
A_33_P3317558	7.00E-05	0.019128	WHAMMP3	339005	GSE74341_LOvC
ens|ENST00000508395|ens|ENST00000512782|linc|TCONS_l2_00023711|linc|TCONS_l2_00023713	7.00E-05	0.018871	XLOC_l2_011987	NA	GSE74341_LOvC
ens|ENST00000457921|tc|THC2532253|tc|THC2534217|linc|TCONS_l2_00027285	7.00E-05	0.018871	XLOC_l2_013734	NA	GSE74341_LOvC
A_33_P3225690	7.00E-05	0.019441	ZNF516	9658	GSE74341_LOvC
A_24_P178175	8.00E-05	0.020657	GGT1	2678	GSE74341_LOvC
A_24_P109432	8.00E-05	0.021221	NBEAL1	65065	GSE74341_LOvC
A_23_P204885	8.00E-05	0.021204	PCDH20	64881	GSE74341_LOvC
A_23_P253571	8.00E-05	0.021221	PHF5A	84844	GSE74341_LOvC
A_24_P941643	8.00E-05	0.020386	PLCB1	23236	GSE74341_LOvC
A_33_P3342285	8.00E-05	0.020657	RAP1A	5906	GSE74341_LOvC
A_23_P114947	8.00E-05	0.02115	RGS2	5997	GSE74341_LOvC
A_33_P3285893	8.00E-05	0.021221	SCRN1	9805	GSE74341_LOvC
A_24_P134727	8.00E-05	0.021449	TFAM	7019	GSE74341_LOvC
A_33_P3333820	8.00E-05	0.020657	UBE2R2	54926	GSE74341_LOvC
A_23_P338410	8.00E-05	0.02115	WFDC9	259240	GSE74341_LOvC
linc|TCONS_00024397	8.00E-05	0.021221	XLOC_011720	NA	GSE74341_LOvC
tc|THC2572360	8.00E-05	0.021221	NA	NA	GSE74341_LOvC
A_21_P0013760	9.00E-05	0.022341	CHTF8	54921	GSE74341_LOvC
A_33_P3211404	9.00E-05	0.022685	FBXL18	80028	GSE74341_LOvC
A_33_P3781228	9.00E-05	0.022206	FLJ26332	NA	GSE74341_LOvC
A_21_P0014796	9.00E-05	0.021871	LOC100652755	NA	GSE74341_LOvC
A_21_P0014799	9.00E-05	0.022886	LOC100652876	NA	GSE74341_LOvC
A_23_P36658	9.00E-05	0.02272	MGST1	4257	GSE74341_LOvC
A_33_P3253682	9.00E-05	0.022886	PPIL3	53938	GSE74341_LOvC
A_24_P282237	9.00E-05	0.022206	PRIM2	5558	GSE74341_LOvC
A_23_P75283	9.00E-05	0.022195	RBP4	5950	GSE74341_LOvC
A_23_P110492	1.00E-04	0.023644	6-Mar	10299	GSE74341_LOvC
A_33_P3224675	1.00E-04	0.022911	CCDC76	NA	GSE74341_LOvC
A_33_P3293164	1.00E-04	0.023211	CHGA	1113	GSE74341_LOvC
A_33_P3234457	1.00E-04	0.023539	FBRSL1	57666	GSE74341_LOvC
A_23_P332584	1.00E-04	0.023416	KIAA1107	23285	GSE74341_LOvC
A_23_P351837	1.00E-04	0.022911	KLHL35	283212	GSE74341_LOvC
A_33_P3642036	1.00E-04	0.023211	LOC100289333	100289333	GSE74341_LOvC
A_23_P301855	1.00E-04	0.023539	LSAMP	4045	GSE74341_LOvC
A_23_P204967	1.00E-04	0.02293	MPHOSPH8	54737	GSE74341_LOvC
A_23_P213754	1.00E-04	0.023644	PAIP2	51247	GSE74341_LOvC
A_33_P3348887	1.00E-04	0.023211	PBX3	5090	GSE74341_LOvC
A_33_P3269636	1.00E-04	0.023539	SBSN	374897	GSE74341_LOvC
A_23_P90565	1.00E-04	0.023211	WDPCP	51057	GSE74341_LOvC
A_33_P3289416	1.00E-04	0.023052	ZNF785	146540	GSE74341_LOvC
A_24_P248606	0.00011	0.024933	ACSL3	2181	GSE74341_LOvC
A_23_P256158	0.00011	0.023802	ADRA2C	152	GSE74341_LOvC
A_23_P21409	0.00011	0.024933	CEP63	80254	GSE74341_LOvC
A_23_P28969	0.00011	0.023976	CHMP4B	128866	GSE74341_LOvC
A_23_P169092	0.00011	0.024158	CYP7B1	9420	GSE74341_LOvC
A_21_P0000238	0.00011	0.024933	SNORD12C	26765	GSE74341_LOvC
A_23_P31389	0.00011	0.024933	TRA2A	29896	GSE74341_LOvC
A_33_P3389113	0.00011	0.024103	TRAF3IP2-AS1	643749	GSE74341_LOvC
A_23_P334218	0.00011	0.024933	WDR67	NA	GSE74341_LOvC
A_21_P0001018	0.00011	0.024158	XLOC_000397	NA	GSE74341_LOvC
A_33_P3365193	0.00012	0.02563	AMY1C	278	GSE74341_LOvC
A_33_P3383796	0.00012	0.024933	GOLGA7B	401647	GSE74341_LOvC
A_23_P58877	0.00012	0.024933	GOPC	57120	GSE74341_LOvC
A_24_P942481	0.00012	0.025204	GPR180	160897	GSE74341_LOvC
A_23_P8328	0.00012	0.025559	HCRTR2	3062	GSE74341_LOvC
A_33_P3376762	0.00012	0.025559	LOC388152	NA	GSE74341_LOvC
A_24_P354689	0.00012	0.025228	SPOCK1	6695	GSE74341_LOvC
A_33_P3257856	0.00012	0.024933	ZNF501	115560	GSE74341_LOvC
A_33_P3208970	0.00012	0.024933	ZNF683	257101	GSE74341_LOvC
A_33_P3535175	0.00012	0.025216	NA	NA	GSE74341_LOvC
A_33_P3228285	0.00013	0.026503	ANKRD13D	338692	GSE74341_LOvC
A_23_P40782	0.00013	0.026503	COMMD2	51122	GSE74341_LOvC
A_23_P386764	0.00013	0.026598	DOLPP1	57171	GSE74341_LOvC
A_24_P349117	0.00013	0.026503	GPR158	57512	GSE74341_LOvC
A_23_P215461	0.00013	0.026503	LIMK1	3984	GSE74341_LOvC
A_19_P00321263	0.00013	0.026503	LOC550112	NA	GSE74341_LOvC
A_33_P3368610	0.00013	0.026598	PPHLN1	51535	GSE74341_LOvC
A_23_P29555	0.00013	0.026503	SEC13	6396	GSE74341_LOvC
A_24_P185029	0.00013	0.026503	SH2B1	25970	GSE74341_LOvC
linc|TCONS_00004036	0.00013	0.026278	XLOC_001875	NA	GSE74341_LOvC
linc|TCONS_00014152	0.00013	0.026503	XLOC_006124	NA	GSE74341_LOvC
A_21_P0009153	0.00013	0.026503	XLOC_012452	NA	GSE74341_LOvC
ens|ENST00000433105|ens|ENST00000444085|tc|THC2707829	0.00013	0.026278	NA	NA	GSE74341_LOvC
A_23_P304489	0.00014	0.026975	FAM19A5	25817	GSE74341_LOvC
A_33_P3331916	0.00014	0.027208	LOC440132	NA	GSE74341_LOvC
A_33_P3248354	0.00014	0.026689	OLFM1	10439	GSE74341_LOvC
A_33_P3237699	0.00014	0.02681	RMND5A	64795	GSE74341_LOvC
A_23_P2920	0.00014	0.02716	SERPINA3	12	GSE74341_LOvC
A_33_P3406449	0.00014	0.027424	SLC15A4	121260	GSE74341_LOvC
A_33_P3318465	0.00014	0.027208	SUMO1	7341	GSE74341_LOvC
A_21_P0006263	0.00014	0.027608	XLOC_007680	NA	GSE74341_LOvC
A_23_P113111	0.00015	0.027608	AR	367	GSE74341_LOvC
A_23_P105664	0.00015	0.027842	CCDC59	29080	GSE74341_LOvC
A_24_P333326	0.00015	0.027608	CTAGE5	NA	GSE74341_LOvC
A_23_P209288	0.00015	0.027697	CUL3	8452	GSE74341_LOvC
A_33_P3221528	0.00015	0.027608	IREB2	3658	GSE74341_LOvC
A_23_P254852	0.00015	0.027608	OTOF	9381	GSE74341_LOvC
A_23_P80336	0.00015	0.027608	TOMM22	56993	GSE74341_LOvC
A_33_P3380883	0.00015	0.027697	XPA	7507	GSE74341_LOvC
tc|THC2611572	0.00015	0.027608	NA	NA	GSE74341_LOvC
A_23_P372144	0.00016	0.02845	C19orf29	NA	GSE74341_LOvC
A_24_P118938	0.00016	0.028908	C20orf112	NA	GSE74341_LOvC
A_33_P3261293	0.00016	0.028839	DKK3	27122	GSE74341_LOvC
A_32_P149298	0.00016	0.028839	KIAA1841	84542	GSE74341_LOvC
A_24_P332230	0.00016	0.02845	LARP7	51574	GSE74341_LOvC
A_21_P0014558	0.00016	0.028859	LOC100506767	NA	GSE74341_LOvC
A_19_P00320846	0.00016	0.028685	LOC550112	NA	GSE74341_LOvC
A_23_P8339	0.00016	0.028859	MRPL18	29074	GSE74341_LOvC
A_23_P111481	0.00016	0.028487	SRRT	51593	GSE74341_LOvC
A_24_P255314	0.00016	0.028834	NA	NA	GSE74341_LOvC
A_33_P3298617	0.00016	0.02845	NA	NA	GSE74341_LOvC
A_33_P3375496	0.00016	0.02845	NA	NA	GSE74341_LOvC
A_33_P3379535	0.00016	0.02845	NA	NA	GSE74341_LOvC
A_24_P343377	0.00017	0.029343	ATP5J2	9551	GSE74341_LOvC
A_24_P384569	0.00017	0.029123	EWSR1	2130	GSE74341_LOvC
A_24_P78161	0.00017	0.029343	PLAA	9373	GSE74341_LOvC
A_33_P3232173	0.00017	0.029123	PSPC1	55269	GSE74341_LOvC
A_33_P3283626	0.00017	0.029123	RNPC3	55599	GSE74341_LOvC
A_23_P433050	0.00017	0.029123	RXFP1	59350	GSE74341_LOvC
linc|TCONS_00008667|linc|TCONS_00009177	0.00017	0.029372	XLOC_004182	NA	GSE74341_LOvC
linc|TCONS_00012216	0.00017	0.029703	XLOC_005774	NA	GSE74341_LOvC
A_24_P186944	0.00017	0.029397	NA	NA	GSE74341_LOvC
A_33_P3336822	0.00017	0.029703	NA	NA	GSE74341_LOvC
A_21_P0011592	0.00018	0.030638	LOC100130581	NA	GSE74341_LOvC
A_21_P0014442	0.00018	0.030638	LOC100507306	NA	GSE74341_LOvC
A_33_P3490794	0.00018	0.029931	LOC145820	NA	GSE74341_LOvC
A_23_P19210	0.00018	0.030638	RPF2	84154	GSE74341_LOvC
A_24_P263703	0.00018	0.030767	NA	NA	GSE74341_LOvC
A_33_P3218531	0.00018	0.030767	NA	NA	GSE74341_LOvC
A_33_P3212650	0.00019	0.031456	HDDC2	51020	GSE74341_LOvC
A_21_P0014530	0.00019	0.031124	LOC100287558	NA	GSE74341_LOvC
A_32_P471485	0.00019	0.031972	RTKN2	219790	GSE74341_LOvC
A_23_P17012	0.00019	0.031755	SCRN3	79634	GSE74341_LOvC
A_23_P252855	2.00E-04	0.032564	BRIX1	55299	GSE74341_LOvC
A_21_P0011175	2.00E-04	0.032564	CASC4	113201	GSE74341_LOvC
A_33_P3217153	2.00E-04	0.032512	GRIA4	2893	GSE74341_LOvC
A_24_P50818	2.00E-04	0.032265	GTF3C3	9330	GSE74341_LOvC
A_21_P0013986	2.00E-04	0.032363	LOC100287063	NA	GSE74341_LOvC
A_33_P3321611	2.00E-04	0.032379	PHACTR4	65979	GSE74341_LOvC
A_24_P6626	2.00E-04	0.032379	TMEM132B	114795	GSE74341_LOvC
linc|TCONS_00024099	2.00E-04	0.032896	XLOC_011448	NA	GSE74341_LOvC
tc|THC2633659	2.00E-04	0.032564	NA	NA	GSE74341_LOvC
A_23_P251259	0.00021	0.032919	GTF2H4	2968	GSE74341_LOvC
A_21_P0000689	0.00021	0.032919	LINC00102	100359394	GSE74341_LOvC
A_32_P150876	0.00021	0.033122	LOC339290	NA	GSE74341_LOvC
A_33_P3318671	0.00021	0.032919	LYPLA2	11313	GSE74341_LOvC
A_23_P52298	0.00021	0.032919	NPM3	10360	GSE74341_LOvC
A_21_P0000141	0.00021	0.033122	RBM4	5936	GSE74341_LOvC
A_23_P49060	0.00021	0.033166	SPINT1	6692	GSE74341_LOvC
A_23_P120557	0.00021	0.032919	TASP1	55617	GSE74341_LOvC
A_33_P3392537	0.00021	0.032919	TK2	7084	GSE74341_LOvC
linc|TCONS_00006132|linc|TCONS_00006131	0.00021	0.033166	XLOC_002733	NA	GSE74341_LOvC
A_33_P3372293	0.00021	0.032896	ZNF81	347344	GSE74341_LOvC
A_33_P3298539	0.00022	0.033877	APOA1	335	GSE74341_LOvC
A_33_P3316522	0.00022	0.033877	DEFB124	245937	GSE74341_LOvC
A_21_P0007908	0.00022	0.033686	LINC00327	100506697	GSE74341_LOvC
A_23_P216894	0.00022	0.033686	MAPKAP1	79109	GSE74341_LOvC
A_24_P319354	0.00022	0.033892	SUMO1	7341	GSE74341_LOvC
A_33_P3363898	0.00022	0.033892	TUBG1	7283	GSE74341_LOvC
A_21_P0006723	0.00022	0.033892	XLOC_008696	NA	GSE74341_LOvC
A_33_P3248787	0.00022	0.033892	NA	NA	GSE74341_LOvC
A_33_P3423315	0.00022	0.033892	NA	NA	GSE74341_LOvC
A_23_P17204	0.00023	0.034089	ANAPC1	64682	GSE74341_LOvC
A_23_P215832	0.00023	0.034089	ATP5J2	9551	GSE74341_LOvC
A_33_P3461948	0.00023	0.034089	CRYGN	155051	GSE74341_LOvC
A_24_P136161	0.00023	0.034089	HNRNPCL1	343069	GSE74341_LOvC
A_23_P104798	0.00023	0.034089	IL18	3606	GSE74341_LOvC
A_21_P0012877	0.00023	0.033892	LOC100288069	100288069	GSE74341_LOvC
A_19_P00319990	0.00023	0.034089	LOC100506948	NA	GSE74341_LOvC
A_21_P0014694	0.00023	0.034089	LOC100509487	NA	GSE74341_LOvC
A_24_P104091	0.00023	0.034089	ORAOV1	220064	GSE74341_LOvC
A_24_P96234	0.00023	0.033892	QTRT1	81890	GSE74341_LOvC
A_33_P3223239	0.00023	0.034089	ST7L	54879	GSE74341_LOvC
tc|THC2531430|linc|TCONS_l2_00000578	0.00023	0.034089	XLOC_l2_000416	NA	GSE74341_LOvC
A_23_P98483	0.00023	0.034089	ZBED5	58486	GSE74341_LOvC
A_23_P353056	0.00024	0.034502	C2CD2L	9854	GSE74341_LOvC
A_21_P0014771	0.00024	0.034461	LOC100509105	NA	GSE74341_LOvC
