A	Coef.EOvsC	Coef.LOvsC	t.EOvsC	t.LOvsC	p.value.EOvsC	p.value.LOvsC	p.value.adj.EOvsC	p.value.adj.LOvsC	F	F.p.value	Res.EOvsC	Res.LOvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
0	-0.027	0.045	-0.26	0.44	0.79997	0.66913	0.932694	0.945965	0.28	0.76216	0	0	NA	NA	NA
0.01	-0.395	0.152	-1.43	0.55	0.17491	0.59151	0.523619	0.928521	2.34	0.13496	0	0	NA	NA	NA
0.13	0.514	0.367	2.31	1.65	0.03721	0.12197	0.296362	0.754879	2.78	0.09831	0	0	NA	NA	NA
0.06	0.051	0.061	0.48	0.58	0.63608	0.57201	0.857601	0.924025	0.19	0.83165	0	0	NA	NA	NA
0.44	-0.332	0.446	-0.79	1.07	0.44066	0.30472	0.745641	0.839091	1.96	0.17908	0	0	NA	NA	NA
0.03	-0.165	-0.271	-0.57	-0.93	0.57842	0.36684	0.826576	0.862429	0.44	0.65414	0	0	NA	NA	NA
0.22	-0.292	-0.198	-1.1	-0.75	0.28987	0.46746	0.633821	0.900007	0.62	0.55235	0	0	NA	NA	NA
0.14	-0.032	0.159	-0.16	0.81	0.87335	0.43403	0.959164	0.889152	0.6	0.56555	0	0	NA	NA	NA
0.33	-0.516	0.292	-1.42	0.8	0.17917	0.43591	0.528277	0.889718	2.84	0.09421	0	0	NA	NA	NA
-0.13	0.059	0.025	0.34	0.14	0.7374	0.88708	0.907794	0.984405	0.06	0.94191	0	0	NA	NA	NA
0.06	-0.394	0.1	-3.12	0.79	0.00794	0.44091	0.1823	0.891054	9.49	0.00276	0	0	NA	NA	NA
0.14	0.018	-0.024	0.06	-0.07	0.95622	0.94297	0.987346	0.992034	0.01	0.99067	0	0	NA	NA	NA
-0.84	-0.696	-0.215	-1.44	-0.45	0.17213	0.66273	0.521325	0.944624	1.13	0.35133	0	0	NA	NA	NA
-0.13	-0.395	-0.125	-0.88	-0.28	0.39329	0.78522	0.712665	0.967289	0.42	0.66436	0	0	NA	NA	NA
0.09	0.231	0.084	1.86	0.67	0.08584	0.51335	0.401952	0.911707	1.81	0.201	0	0	NA	NA	NA
0.07	0.198	0.076	1.79	0.69	0.09568	0.50043	0.421208	0.908676	1.68	0.22454	0	0	NA	NA	NA
-0.02	-0.215	0.327	-0.85	1.3	0.40914	0.21647	0.723975	0.795606	2.63	0.10892	0	0	NA	NA	NA
-0.16	-0.288	-0.006	-1.73	-0.04	0.10622	0.96984	0.439115	0.996052	2.12	0.15888	0	0	NA	NA	NA
0.16	0.142	0.255	1.07	1.93	0.30197	0.07556	0.643865	0.718373	1.86	0.19433	0	0	NA	NA	NA
0.23	-0.299	0.43	-1.28	1.84	0.22294	0.08829	0.573247	0.726289	5.52	0.018	0	0	NA	NA	NA
-0.4	-0.431	-0.155	-2.52	-0.9	0.02547	0.38303	0.262435	0.869332	3.34	0.0667	0	0	NA	NA	NA
-0.06	-0.26	-0.247	-0.95	-0.91	0.35768	0.3805	0.688122	0.868468	0.56	0.58565	0	0	NA	NA	NA
-0.01	-0.445	0.316	-1.04	0.74	0.31593	0.47209	0.654642	0.901468	1.8	0.20312	0	0	NA	NA	NA
-0.19	-0.063	0.349	-0.32	1.75	0.75584	0.10311	0.915058	0.738215	2.74	0.10122	0	0	NA	NA	NA
0	-0.212	-0.102	-0.93	-0.45	0.3676	0.65912	0.695746	0.94373	0.44	0.65417	0	0	NA	NA	NA
-0.31	-0.899	-0.41	-3.78	-1.72	0.00223	0.10849	0.117442	0.742877	7.23	0.0075	0	0	NA	NA	NA
-0.08	-0.031	0.043	-0.37	0.52	0.71683	0.61106	0.898046	0.932768	0.45	0.64667	0	0	NA	NA	NA
0.06	0.023	0.199	0.16	1.39	0.8772	0.18691	0.960749	0.780741	1.24	0.32019	0	0	NA	NA	NA
0.12	-0.258	0.498	-0.57	1.09	0.58123	0.29544	0.8284	0.835711	1.58	0.24156	0	0	NA	NA	NA
0.16	-0.052	-0.183	-0.3	-1.06	0.76836	0.3065	0.919751	0.839929	0.63	0.54956	0	0	NA	NA	NA
0.02	-0.025	0.013	-0.19	0.1	0.85334	0.92417	0.952685	0.98926	0.05	0.95406	0	0	NA	NA	NA
0.02	0.03	-0.031	0.34	-0.36	0.73586	0.72592	0.907195	0.957315	0.28	0.76183	0	0	NA	NA	NA
-0.37	-0.884	-0.196	-4.22	-0.94	0.00096	0.3661	0.086088	0.862276	10.34	0.00196	0	0	NA	NA	NA
-0.18	-0.127	-0.105	-1.52	-1.26	0.15074	0.22845	0.49461	0.801856	1.29	0.30827	0	0	NA	NA	NA
-0.15	0.086	-0.02	0.41	-0.09	0.68878	0.92639	0.883882	0.989417	0.16	0.85493	0	0	NA	NA	NA
0.13	-0.337	0.192	-1.49	0.85	0.15942	0.41139	0.506891	0.88062	3.14	0.07628	0	0	NA	NA	NA
-0.04	-0.024	-0.066	-0.25	-0.69	0.80289	0.5032	0.934155	0.909111	0.25	0.78347	0	0	NA	NA	NA
-0.34	-0.476	0.489	-1.96	2.01	0.07171	0.06494	0.378173	0.704276	8.86	0.00359	0	0	NA	NA	NA
-0.05	-0.2	-0.03	-1.34	-0.2	0.20163	0.84146	0.552296	0.976968	1.12	0.3567	0	0	NA	NA	NA
0.09	-0.452	-0.349	-1.79	-1.39	0.09615	0.18873	0.421906	0.782651	1.71	0.21773	0	0	NA	NA	NA
0.18	0.001	-0.002	0.01	-0.01	0.99423	0.99009	0.999196	0.999143	0	0.99977	0	0	NA	NA	NA
-0.11	-0.367	0.194	-1.02	0.54	0.32708	0.60038	0.663884	0.93118	1.4	0.28169	0	0	NA	NA	NA
-0.43	-0.843	0.865	-2.38	2.44	0.03297	0.02922	0.284755	0.642597	13.09	0.00072	0	0	NA	NA	NA
0.04	0.093	-0.1	0.6	-0.64	0.55978	0.53294	0.817685	0.913948	0.86	0.44429	0	0	NA	NA	NA
0.7	0.497	0.413	1.68	1.39	0.11675	0.18624	0.453795	0.780642	1.56	0.24596	0	0	NA	NA	NA
-0.25	-0.28	0.005	-1.99	0.03	0.06797	0.97315	0.370957	0.996562	2.91	0.08949	0	0	NA	NA	NA
-0.04	0.148	0.083	0.95	0.53	0.36137	0.6052	0.691068	0.931811	0.45	0.64892	0	0	NA	NA	NA
-0.05	-0.059	-0.081	-0.46	-0.63	0.65512	0.54109	0.867868	0.91565	0.21	0.81697	0	0	NA	NA	NA
-0.02	-0.331	-0.207	-2.38	-1.49	0.03307	0.15941	0.284958	0.770032	2.85	0.09349	0	0	NA	NA	NA
-0.01	-0.143	-0.071	-0.87	-0.43	0.39822	0.67245	0.716329	0.946747	0.38	0.68911	0	0	NA	NA	NA
-0.09	-0.024	0.081	-0.25	0.86	0.80538	0.40594	0.935281	0.87962	0.75	0.49053	0	0	NA	NA	NA
-0.04	0.164	-0.077	1.17	-0.55	0.2635	0.59183	0.611304	0.928521	1.72	0.21668	0	0	NA	NA	NA
-0.44	-0.997	-0.352	-1.57	-0.55	0.14015	0.58852	0.481979	0.928012	1.3	0.30411	0	0	NA	NA	NA
0.04	-0.419	-0.314	-2.18	-1.63	0.0479	0.12562	0.326638	0.755552	2.5	0.11946	0	0	NA	NA	NA
0.01	-0.593	-0.291	-2.67	-1.31	0.01906	0.21312	0.239079	0.794336	3.58	0.05706	0	0	NA	NA	NA
-0.21	0.29	0.284	2.27	2.23	0.04031	0.04396	0.305119	0.672576	3.25	0.07086	0	0	NA	NA	NA
0.12	0.032	-0.036	0.31	-0.34	0.76498	0.7397	0.918332	0.960615	0.23	0.79472	0	0	NA	NA	NA
0.1	0.066	-0.004	0.49	-0.03	0.63301	0.9783	0.856039	0.997235	0.18	0.83387	0	0	NA	NA	NA
0.15	0.089	0.049	1.1	0.61	0.29203	0.55157	0.635316	0.917946	0.6	0.56201	0	0	NA	NA	NA
0.08	-0.015	0.112	-0.05	0.41	0.95757	0.68682	0.987549	0.948829	0.14	0.86814	0	0	NA	NA	NA
-0.28	-0.527	-0.181	-4.56	-1.57	0.00051	0.13983	0.071945	0.759612	11.07	0.00148	0	0	NA	NA	NA
-0.07	-0.268	-0.216	-2.39	-1.92	0.03257	0.07696	0.283642	0.718417	3.1	0.07856	0	0	NA	NA	NA
-0.15	-0.087	0.496	-0.2	1.16	0.84143	0.26722	0.948314	0.82088	1.19	0.33468	0	0	NA	NA	NA
0.01	0.638	0.399	2.24	1.4	0.04262	0.18429	0.311257	0.779736	2.53	0.11715	0	0	NA	NA	NA
0.2	0.149	0.203	1.09	1.48	0.2971	0.16221	0.639174	0.770308	1.15	0.34767	0	0	NA	NA	NA
-0.86	-0.797	0.15	-1.26	0.24	0.2277	0.81521	0.578766	0.972941	1.44	0.27158	0	0	NA	NA	NA
-0.14	-0.125	0.298	-0.79	1.87	0.44576	0.08356	0.749198	0.725507	4.16	0.03957	0	0	NA	NA	NA
0.12	0.12	0.045	1.2	0.46	0.24958	0.65643	0.598859	0.943306	0.76	0.48784	0	0	NA	NA	NA
0.12	0.18	0.022	1.07	0.13	0.30237	0.89524	0.643993	0.985493	0.73	0.50028	0	0	NA	NA	NA
-0.24	-0.177	0.147	-0.38	0.32	0.70997	0.75735	0.895279	0.962639	0.27	0.7655	0	0	NA	NA	NA
-0.2	-0.113	0.491	-0.24	1.07	0.81042	0.30547	0.937172	0.839091	1.07	0.36936	0	0	NA	NA	NA
-0.05	-0.048	0.082	-0.41	0.7	0.68904	0.49702	0.883882	0.907013	0.7	0.51252	0	0	NA	NA	NA
-0.58	-0.733	-0.4	-3.78	-2.06	0.0022	0.05908	0.117442	0.70261	7.16	0.00777	0	0	NA	NA	NA
-0.3	-0.512	0.235	-1.1	0.5	0.29218	0.62312	0.63548	0.935325	1.5	0.25931	0	0	NA	NA	NA
-0.1	-0.144	-0.026	-1.05	-0.19	0.31356	0.85357	0.65274	0.978542	0.66	0.53264	0	0	NA	NA	NA
-0.32	-0.564	0.205	-1.02	0.37	0.3275	0.71721	0.664117	0.956079	1.15	0.34662	0	0	NA	NA	NA
-0.07	0.07	0.207	0.5	1.49	0.62443	0.16059	0.850865	0.770227	1.18	0.3374	0	0	NA	NA	NA
0.2	0.937	0.432	2.56	1.18	0.02331	0.25857	0.255941	0.817326	3.33	0.06744	0	0	NA	NA	NA
0.15	0.191	0.18	1.35	1.27	0.20059	0.22561	0.551581	0.801162	1.1	0.36001	0	0	NA	NA	NA
0.04	-0.067	-0.095	-0.67	-0.95	0.51322	0.35757	0.791484	0.859448	0.47	0.63571	0	0	NA	NA	NA
-0.26	-0.53	-0.241	-2.46	-1.12	0.02822	0.28169	0.27095	0.830933	3.07	0.07994	0	0	NA	NA	NA
0.04	0.004	-0.342	0.01	-0.42	0.99582	0.68209	0.999603	0.948192	0.13	0.88038	0	0	NA	NA	NA
0.09	0.586	0.207	2.53	0.9	0.02463	0.38605	0.260187	0.870523	3.4	0.06427	0	0	NA	NA	NA
0.51	0.809	0.45	1.13	0.63	0.27944	0.54108	0.625576	0.91565	0.64	0.54491	0	0	NA	NA	NA
-0.15	0.32	0.281	1.87	1.64	0.08416	0.12494	0.399522	0.755207	2	0.17362	0	0	NA	NA	NA
-0.09	0.35	0.281	1.8	1.45	0.0944	0.17044	0.41958	0.772686	1.77	0.20859	0	0	NA	NA	NA
0.32	0.906	0.697	2.63	2.03	0.02043	0.06332	0.2446	0.703535	3.69	0.05307	0	0	NA	NA	NA
0.06	0.624	0.313	3.39	1.7	0.00468	0.11212	0.151175	0.746876	5.78	0.01565	0	0	NA	NA	NA
-0.01	0.112	0.238	0.21	0.44	0.83906	0.66646	0.947277	0.945117	0.1	0.90714	0	0	NA	NA	NA
-0.06	-0.006	-0.416	-0.02	-1.61	0.98149	0.12986	0.995314	0.757719	1.86	0.19472	0	0	NA	NA	NA
0.05	0.551	0.276	3.96	1.98	0.00158	0.06855	0.103165	0.710346	7.86	0.00559	0	0	NA	NA	NA
0.19	0.509	0.284	2.81	1.57	0.01441	0.13989	0.221173	0.759612	3.96	0.04489	0	0	NA	NA	NA
-0.04	0.059	0.086	0.42	0.61	0.68163	0.55499	0.880631	0.91877	0.19	0.8305	0	0	NA	NA	NA
0.39	1.407	0.997	2.26	1.6	0.04144	0.13341	0.307973	0.759186	2.63	0.10881	0	0	NA	NA	NA
0.06	0.385	0.104	2.1	0.57	0.05561	0.57917	0.344541	0.925969	2.46	0.12357	0	0	NA	NA	NA
0.85	1.254	0.706	3.2	1.8	0.0068	0.09427	0.171861	0.730474	5.12	0.02247	0	0	NA	NA	NA
-0.02	0.107	0.099	1.26	1.17	0.22904	0.26068	0.580292	0.818236	0.96	0.40877	0	0	NA	NA	NA
0.25	0.459	0.036	2.04	0.16	0.06126	0.87585	0.356633	0.982805	2.78	0.09809	0	0	NA	NA	NA
-0.07	-0.098	-0.334	-0.73	-2.5	0.47793	0.0265	0.768792	0.634478	3.42	0.06321	0	0	NA	NA	NA
0.52	0.404	0.11	1.22	0.33	0.24187	0.74298	0.591385	0.960634	0.84	0.45473	0	0	NA	NA	NA
0.01	0.02	-0.115	0.2	-1.13	0.84598	0.27647	0.950066	0.827467	1.14	0.34904	0	0	NA	NA	NA
-0.1	-0.248	-0.167	-2.39	-1.61	0.03227	0.13002	0.283046	0.757719	2.92	0.08907	0	0	NA	NA	NA
-0.02	0.008	-0.107	0.09	-1.17	0.92918	0.26084	0.977927	0.818236	1.09	0.3648	0	0	NA	NA	NA
-0.04	0.051	-0.039	0.41	-0.31	0.69129	0.76112	0.88511	0.963542	0.29	0.75287	0	0	NA	NA	NA
0.22	0.113	-0.044	0.56	-0.22	0.58213	0.83029	0.828884	0.97531	0.36	0.7018	0	0	NA	NA	NA
0.33	-0.218	0.201	-0.4	0.36	0.69887	0.72098	0.889388	0.957065	0.33	0.72797	0	0	NA	NA	NA
0.26	0.19	0.16	0.61	0.51	0.55359	0.6173	0.815428	0.934109	0.21	0.81592	0	0	NA	NA	NA
0.13	0.363	0.309	1.65	1.41	0.12181	0.18163	0.459377	0.779085	1.54	0.25024	0	0	NA	NA	NA
-0.05	0.189	0.125	1.29	0.85	0.21931	0.40915	0.569065	0.880219	0.84	0.45161	0	0	NA	NA	NA
0.17	0.773	0.349	4.55	2.05	0.00052	0.0601	0.072313	0.70261	10.49	0.00185	0	0	NA	NA	NA
0.26	0.283	0.758	0.44	1.18	0.66717	0.2591	0.874002	0.817371	0.73	0.50096	0	0	NA	NA	NA
0.38	0.996	0.195	2.52	0.49	0.02511	0.62921	0.261445	0.936465	3.78	0.0502	0	0	NA	NA	NA
-0.32	0.387	0.329	1.92	1.64	0.07658	0.12528	0.386634	0.755222	2.08	0.164	0	0	NA	NA	NA
0.51	1.54	1.005	4.61	3.01	0.00046	0.00991	0.07025	0.57286	10.76	0.00167	0	0	NA	NA	NA
0.02	0.867	0.33	2.37	0.9	0.03388	0.38438	0.287506	0.869922	2.92	0.08885	0	0	NA	NA	NA
0.2	0.493	-0.016	1.11	-0.04	0.28727	0.97143	0.631278	0.996338	0.92	0.42163	0	0	NA	NA	NA
0.08	0.251	0.154	0.84	0.51	0.41719	0.61692	0.729878	0.933995	0.35	0.70951	0	0	NA	NA	NA
-0.28	0.349	0.109	1.54	0.48	0.14657	0.63641	0.490453	0.938685	1.29	0.3078	0	0	NA	NA	NA
0.45	0.982	0.053	2.75	0.15	0.01634	0.8837	0.229006	0.983966	5.15	0.02213	0	0	NA	NA	NA
-0.05	0.143	0.106	0.98	0.72	0.34591	0.48112	0.678637	0.903786	0.5	0.61667	0	0	NA	NA	NA
-0.1	0.318	0.17	1.71	0.91	0.11087	0.37835	0.445708	0.867508	1.46	0.26724	0	0	NA	NA	NA
0.31	0.517	0.477	0.86	0.79	0.40615	0.44254	0.722519	0.891728	0.44	0.65325	0	0	NA	NA	NA
0.15	0.458	-0.144	1.56	-0.49	0.14327	0.63362	0.486069	0.937711	2.53	0.11703	0	0	NA	NA	NA
0.31	0.157	0.596	0.51	1.92	0.62052	0.0768	0.848788	0.718373	2.07	0.16546	0	0	NA	NA	NA
-0.04	0.054	0.059	0.58	0.63	0.57482	0.54077	0.824781	0.91565	0.23	0.79446	0	0	NA	NA	NA
0.12	0.068	-0.087	0.5	-0.64	0.6255	0.53116	0.851603	0.913649	0.74	0.49679	0	0	NA	NA	NA
0.11	0.019	-0.163	0.14	-1.15	0.89391	0.27148	0.966108	0.824025	1.09	0.36424	0	0	NA	NA	NA
0.06	0.043	-0.151	0.29	-1.02	0.7792	0.32647	0.92449	0.846708	1.04	0.37915	0	0	NA	NA	NA
0.24	0.403	0.983	0.42	1.03	0.67819	0.31986	0.879169	0.844983	0.55	0.58942	0	0	NA	NA	NA
-0.42	0.45	0.299	2.39	1.59	0.03227	0.13571	0.283046	0.759282	2.91	0.08971	0	0	NA	NA	NA
0	0.03	-0.137	0.26	-1.17	0.79953	0.26329	0.93246	0.81965	1.28	0.31056	0	0	NA	NA	NA
0.07	0.063	-0.117	0.43	-0.81	0.6729	0.43455	0.876663	0.889327	0.88	0.43613	0	0	NA	NA	NA
0.53	-0.058	0.166	-0.1	0.28	0.92267	0.7823	0.97583	0.966748	0.09	0.91719	0	0	NA	NA	NA
-0.18	0.327	0.181	1.43	0.79	0.17533	0.4432	0.524176	0.892223	1.02	0.38552	0	0	NA	NA	NA
-0.66	-1.098	-0.284	-3.51	-0.91	0.00373	0.38065	0.142026	0.868597	6.95	0.00861	0	0	NA	NA	NA
0.11	0.302	0.193	1.91	1.22	0.07784	0.24289	0.388838	0.809662	1.84	0.19639	0	0	NA	NA	NA
-0.51	-0.033	-0.158	-0.11	-0.52	0.91527	0.61427	0.972959	0.933109	0.16	0.85696	0	0	NA	NA	NA
-0.09	0.201	-0.118	0.49	-0.29	0.62874	0.77462	0.853428	0.965251	0.36	0.70753	0	0	NA	NA	NA
-0.06	-0.024	-0.012	-0.1	-0.05	0.91978	0.95857	0.97465	0.99481	0.01	0.99474	0	0	NA	NA	NA
0.27	0.714	0.581	1.46	1.19	0.16625	0.25459	0.514922	0.816193	1.18	0.33879	0	0	NA	NA	NA
-0.13	0.025	0.236	0.07	0.67	0.9448	0.51572	0.983443	0.911707	0.29	0.75417	0	0	NA	NA	NA
0.23	0.107	-0.307	0.55	-1.59	0.58872	0.13631	0.832815	0.759282	2.75	0.10039	0	0	NA	NA	NA
-0.03	-0.203	-0.345	-0.75	-1.28	0.4639	0.22114	0.760876	0.799471	0.83	0.45935	0	0	NA	NA	NA
-0.11	-0.402	-0.416	-1.88	-1.95	0.08175	0.07258	0.395552	0.717761	2.36	0.13233	0	0	NA	NA	NA
0.02	0.005	-0.262	0.04	-2.11	0.96755	0.05412	0.990807	0.698154	3.3	0.06867	0	0	NA	NA	NA
-0.2	-0.735	-0.437	-0.98	-0.58	0.34649	0.57109	0.679111	0.923905	0.48	0.63064	0	0	NA	NA	NA
-0.07	0.164	0.306	0.36	0.67	0.72464	0.51377	0.901731	0.911707	0.23	0.80135	0	0	NA	NA	NA
-0.42	-0.934	-0.692	-4.14	-3.07	0.00112	0.00878	0.09102	0.571601	8.99	0.00339	0	0	NA	NA	NA
0.1	0.087	0.112	0.76	0.98	0.46078	0.34646	0.759068	0.855327	0.51	0.61149	0	0	NA	NA	NA
0.09	-0.021	-0.089	-0.1	-0.43	0.92011	0.67444	0.974872	0.947191	0.11	0.90045	0	0	NA	NA	NA
0.05	0.008	0.38	0.03	1.55	0.97301	0.14495	0.992968	0.760911	1.69	0.22142	0	0	NA	NA	NA
0.19	0.339	0.227	0.81	0.54	0.43344	0.59724	0.740394	0.929888	0.33	0.72296	0	0	NA	NA	NA
0	-0.259	-0.156	-2.39	-1.44	0.03261	0.17285	0.283825	0.773786	2.85	0.09306	0	0	NA	NA	NA
0.12	-0.185	-0.174	-1.21	-1.14	0.2474	0.27397	0.59693	0.825681	0.89	0.4334	0	0	NA	NA	NA
0.04	-0.053	-0.154	-0.42	-1.2	0.68348	0.25192	0.881348	0.815009	0.76	0.48604	0	0	NA	NA	NA
-0.22	-0.33	0.166	-1.37	0.69	0.19398	0.50176	0.544842	0.908676	2.46	0.12357	0	0	NA	NA	NA
0.08	0.191	0.068	0.93	0.33	0.37115	0.74675	0.698092	0.960827	0.45	0.64518	0	0	NA	NA	NA
0.24	-0.4	-0.154	-1.65	-0.64	0.12191	0.53536	0.459377	0.914893	1.42	0.27561	0	0	NA	NA	NA
0.37	-0.621	-0.509	-2.69	-2.2	0.01833	0.04571	0.236445	0.678653	3.98	0.04428	0	0	NA	NA	NA
0.1	0.008	-0.208	0.07	-1.83	0.94221	0.09055	0.982796	0.728032	2.52	0.11796	0	0	NA	NA	NA
-0.03	-0.138	-0.225	-0.75	-1.23	0.46391	0.2394	0.760876	0.807335	0.76	0.48603	0	0	NA	NA	NA
0.34	0.333	-0.007	1.16	-0.03	0.26635	0.97998	0.614426	0.997579	1	0.39464	0	0	NA	NA	NA
-0.3	-0.546	-0.353	-5.22	-3.38	0.00015	0.00484	0.05393	0.546335	13.81	0.00057	0	0	NA	NA	NA
-0.02	0.554	0.372	2.8	1.88	0.01474	0.08193	0.222069	0.725507	4	0.04366	0	0	NA	NA	NA
-0.09	-0.015	-0.06	-0.16	-0.63	0.87562	0.54094	0.96	0.91565	0.22	0.80324	0	0	NA	NA	NA
-0.03	-0.023	0.007	-0.26	0.07	0.80119	0.94137	0.933258	0.991804	0.07	0.93526	0	0	NA	NA	NA
0.08	0.723	1.055	1.37	1.99	0.19449	0.06706	0.545211	0.707152	2.04	0.16921	0	0	NA	NA	NA
0.32	0.354	0.02	1.99	0.11	0.06799	0.9106	0.370957	0.987063	2.68	0.10517	0	0	NA	NA	NA
-0.18	-0.079	0.07	-0.52	0.46	0.61201	0.65239	0.844821	0.942191	0.54	0.59445	0	0	NA	NA	NA
-0.21	0.383	0.161	2.14	0.9	0.05169	0.38306	0.335777	0.869349	2.34	0.13435	0	0	NA	NA	NA
-0.28	-0.948	-1.186	-2.43	-3.04	0.02981	0.00921	0.276116	0.572667	5.03	0.02362	0	0	NA	NA	NA
0.01	0.154	-0.003	0.87	-0.02	0.3994	0.98771	0.717261	0.998825	0.56	0.58445	0	0	NA	NA	NA
0.27	0.398	0.286	2.36	1.69	0.03425	0.11392	0.287877	0.747733	2.89	0.0909	0	0	NA	NA	NA
0.24	-0.02	-0.126	-0.15	-0.99	0.87971	0.34168	0.961593	0.853398	0.6	0.56391	0	0	NA	NA	NA
-0.06	0.178	0.446	0.58	1.46	0.56888	0.16639	0.822261	0.772341	1.11	0.35827	0	0	NA	NA	NA
0.57	0.094	-0.199	0.31	-0.65	0.7648	0.52673	0.918213	0.913555	0.53	0.5991	0	0	NA	NA	NA
-0.02	0.093	0.317	0.41	1.4	0.68754	0.18426	0.883461	0.779736	1.08	0.36819	0	0	NA	NA	NA
0.72	0.46	0.357	1	0.77	0.33712	0.45317	0.67185	0.895894	0.53	0.60015	0	0	NA	NA	NA
-0.07	-0.193	-0.21	-1.53	-1.66	0.14981	0.1206	0.493524	0.752727	1.64	0.23051	0	0	NA	NA	NA
0.66	0.314	0.216	1.19	0.82	0.25433	0.427	0.602658	0.886065	0.73	0.5013	0	0	NA	NA	NA
-0.16	0.249	-0.026	1.36	-0.14	0.19547	0.88903	0.546371	0.984813	1.51	0.25557	0	0	NA	NA	NA
-0.09	0.105	0.138	0.59	0.77	0.56629	0.45348	0.820777	0.895894	0.32	0.73404	0	0	NA	NA	NA
0.03	0.167	0.436	0.37	0.97	0.71404	0.3475	0.897096	0.855327	0.49	0.62075	0	0	NA	NA	NA
0.19	0.36	0.064	1.18	0.21	0.25999	0.83725	0.607698	0.976275	0.83	0.45543	0	0	NA	NA	NA
0.43	0.766	-0.01	1.48	-0.02	0.16215	0.98433	0.51035	0.998204	1.61	0.23681	0	0	NA	NA	NA
0.2	0.524	0.229	2.61	1.14	0.02132	0.27414	0.248049	0.825681	3.47	0.06122	0	0	NA	NA	NA
-0.43	0.381	0.167	0.98	0.43	0.34243	0.67371	0.675631	0.947062	0.49	0.62066	0	0	NA	NA	NA
0.24	0.296	0.193	1.03	0.68	0.32009	0.51124	0.657754	0.911533	0.54	0.59455	0	0	NA	NA	NA
0.31	0.12	0.061	0.64	0.33	0.53486	0.74909	0.804636	0.961285	0.2	0.81835	0	0	NA	NA	NA
0.01	-0.122	-0.004	-1.28	-0.04	0.22136	0.97057	0.571423	0.996249	1.15	0.34533	0	0	NA	NA	NA
0.11	0.25	0.923	0.64	2.36	0.53459	0.03445	0.80462	0.65322	3.1	0.07846	0	0	NA	NA	NA
-0.14	-0.26	-0.16	-2.15	-1.33	0.05049	0.20726	0.333902	0.793738	2.32	0.13627	0	0	NA	NA	NA
-0.11	0.271	0.146	1.58	0.85	0.1365	0.40795	0.478236	0.879996	1.26	0.31641	0	0	NA	NA	NA
0.41	1.072	0.613	3.62	2.07	0.00301	0.05842	0.131864	0.70261	6.55	0.01047	0	0	NA	NA	NA
-0.09	-0.069	-0.229	-0.45	-1.48	0.66327	0.16205	0.872208	0.770308	1.2	0.33214	0	0	NA	NA	NA
0.12	0.415	0.359	1.83	1.58	0.0905	0.13797	0.411348	0.759282	1.9	0.18859	0	0	NA	NA	NA
0	-0.084	-0.165	-0.58	-1.14	0.57311	0.27338	0.824066	0.825224	0.66	0.53537	0	0	NA	NA	NA
0.09	0.062	0.237	0.29	1.12	0.77386	0.28413	0.92248	0.831273	0.7	0.51392	0	0	NA	NA	NA
-0.01	-0.456	-0.422	-1.64	-1.51	0.12526	0.15335	0.463636	0.765234	1.6	0.23776	0	0	NA	NA	NA
0.3	0.169	0.083	0.72	0.35	0.48423	0.7305	0.773203	0.958574	0.26	0.77445	0	0	NA	NA	NA
0.17	0.427	-0.031	1.18	-0.09	0.25872	0.9324	0.606141	0.990652	1.09	0.36314	0	0	NA	NA	NA
-0.08	0.329	-0.108	1.97	-0.64	0.07028	0.53016	0.375494	0.913597	4.12	0.04051	0	0	NA	NA	NA
0.89	0.003	0.58	0.01	1.19	0.99495	0.25476	0.999269	0.816193	1.02	0.38766	0	0	NA	NA	NA
0.07	0.717	0.468	3.58	2.34	0.00323	0.03568	0.13432	0.659117	6.51	0.01072	0	0	NA	NA	NA
0.38	0.365	-0.131	1.6	-0.57	0.13403	0.57577	0.474865	0.925235	2.82	0.09564	0	0	NA	NA	NA
-0.03	-0.049	-0.062	-0.36	-0.46	0.72481	0.65488	0.901777	0.942676	0.11	0.89435	0	0	NA	NA	NA
-0.38	-0.278	-0.328	-0.99	-1.17	0.33759	0.26155	0.672129	0.818627	0.77	0.4814	0	0	NA	NA	NA
0.16	-0.581	0.25	-1.69	0.72	0.11519	0.48133	0.451496	0.903786	3.42	0.06354	0	0	NA	NA	NA
0.12	-0.63	-0.061	-2.07	-0.2	0.05874	0.84344	0.350746	0.97701	2.79	0.09762	0	0	NA	NA	NA
0.09	-0.063	0.018	-0.3	0.09	0.76667	0.93066	0.918902	0.990347	0.09	0.91123	0	0	NA	NA	NA
0.26	0.107	0.11	1.07	1.1	0.30195	0.28972	0.643865	0.833117	0.76	0.48611	0	0	NA	NA	NA
0	-0.037	-0.169	-0.27	-1.24	0.79304	0.23755	0.93039	0.806524	0.89	0.43294	0	0	NA	NA	NA
0.05	-0.049	-0.039	-0.51	-0.41	0.61613	0.68715	0.846804	0.948829	0.14	0.86779	0	0	NA	NA	NA
0.17	-0.411	-0.17	-1.8	-0.74	0.09518	0.47143	0.420738	0.901456	1.66	0.22698	0	0	NA	NA	NA
0	0.096	0.081	0.97	0.82	0.34888	0.42857	0.681236	0.887002	0.53	0.60222	0	0	NA	NA	NA
-0.04	0.448	-0.021	1	-0.05	0.33735	0.96323	0.672006	0.995477	0.76	0.48886	0	0	NA	NA	NA
