probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
201792_at	0.042857568007575	7.34919476817391	0.476540747618272	0.637882427778789	0.999858520244598	-5.69794963450872	AEBP1
201793_x_at	0.0627391225681817	7.10799312043478	0.615208397161275	0.544050224124373	0.999858520244598	-5.62713823519963	SMG7
201794_s_at	0.0585158408030303	8.08877720126087	0.323938150641143	0.748714890824868	0.999858520244598	-5.75542942611071	SMG7
201795_at	-0.0830366222045465	6.9325900633913	-0.820949368321693	0.419536743947837	0.999858520244598	-5.49026611210588	LBR
201796_s_at	0.0489814341893932	7.1229208016087	0.590266339133401	0.560379970249078	0.999858520244598	-5.64116462117058	VARS
201797_s_at	-0.0235618943257576	5.03010848565217	-0.328944220465431	0.744973687924078	0.999858520244598	-5.75388748487169	VARS
201798_s_at	0.332447513863636	10.1554338004348	1.97285901187538	0.0598158107164247	0.999858520244598	-4.10361395597265	MYOF
201799_s_at	0.0708930177121204	8.72028856686956	0.754049943026797	0.457955719055886	0.999858520244598	-5.53887396543388	OSBP
201800_s_at	0.0448788910984853	9.23980422643478	0.711623010782285	0.483372779977041	0.999858520244598	-5.56766475464063	OSBP
201801_s_at	0.00486560596969646	7.5506496903913	0.0322330403999786	0.974545541928405	0.999858520244598	-5.80456131572989	SLC29A1
201802_at	-0.033632192037879	8.39768702882609	-0.368411642264384	0.715708462057846	0.999858520244598	-5.74091164701184	SLC29A1
201803_at	0.000174278378788654	8.96166672330435	0.00181441376730214	0.998566898628083	0.999858520244598	-5.80505221095477	POLR2B
201804_x_at	-0.132605622462122	8.6547214793913	-1.29117060865652	0.20861107519542	0.999858520244598	-5.04265998478736	TBCB
201805_at	-0.0392734436136377	9.01090036404348	-0.660873731925333	0.514817174905186	0.999858520244598	-5.60000595682734	PRKAG1
201806_s_at	-0.0645594874469699	6.16835873052174	-0.582504349543972	0.565512811258321	0.999858520244598	-5.64541484666763	ATXN2L
201807_at	-0.0880168923106069	9.54739932286956	-0.666425773445762	0.51132290501284	0.999858520244598	-5.59657967428376	VPS26A
201808_s_at	0.534596125545455	7.15011526213044	2.021314480813	0.0542226222655306	0.999858520244598	-4.02576306112705	ENG
201812_s_at	0.0169942896287874	9.48738176334783	0.094531050612278	0.925450837519362	0.999858520244598	-5.80081892276484	C4orf46 /// TOMM7
201813_s_at	-0.0811619820530316	7.46432077269565	-0.656097065374572	0.517833961967675	0.999858520244598	-5.60293166770794	TBC1D5
201814_at	-0.0674103451287891	8.00459718169565	-0.766766344129234	0.450495295663647	0.999858520244598	-5.52993576009269	TBC1D5
201815_s_at	0.0252774768787875	7.60711519126087	0.354788019523812	0.72576306106433	0.999858520244598	-5.74555492229393	TBC1D5
201816_s_at	-0.173190844825759	6.62448784613043	-1.2106089522096	0.237514892873624	0.999858520244598	-5.13198613352528	GBAS
201817_at	-0.00304339680303045	7.74777546343478	-0.0415332083546131	0.967205092863765	0.999858520244598	-5.80423615615114	UBE3C
201818_at	-0.00228923877272812	8.67699967382609	-0.0190582593734958	0.984947913511944	0.999858520244598	-5.80488160930158	LPCAT1
201820_at	0.0621370361742419	6.67551905213043	0.587817280881592	0.561996890935987	0.999858520244598	-5.64251154244902	KRT5
201821_s_at	-0.0780987481363636	6.59170326569565	-0.784309587953892	0.440323908376605	0.999858520244598	-5.51737210913657	TIMM17A
201822_at	0.0584434241439391	4.80321445456522	0.629453071045934	0.534838048860353	0.999858520244598	-5.61887581274595	TIMM17A
201823_s_at	-0.178414297757577	7.35561414552174	-1.05076693288829	0.3035489109961	0.999858520244598	-5.29408988241843	RNF14
201824_at	-0.212110474030304	6.22760010608696	-1.80364400429116	0.0835121840459674	0.999858520244598	-4.36485304320952	RNF14
201825_s_at	0.254320711257575	7.95706977665217	1.30925081310518	0.202511636837034	0.999858520244598	-5.02192992870654	SCCPDH
201826_s_at	0.185328970780303	7.75643503669565	1.4091264783364	0.171277075688134	0.999858520244598	-4.90300754700958	SCCPDH
201827_at	-0.0940322241818185	7.98465062230435	-1.02367482099648	0.315921339812558	0.999858520244598	-5.31951713412192	SMARCD2
201828_x_at	-0.104829948	9.77331221708696	-1.60990049572694	0.120140885486635	0.999858520244598	-4.64222628756245	FAM127A
201829_at	0.156205223477273	7.83231033473913	0.995421280835355	0.329194086315394	0.999858520244598	-5.34538910840054	NET1
201830_s_at	0.182646300727273	9.6183812383913	0.607051462503056	0.549362888003281	0.999858520244598	-5.63178719606114	NET1
201831_s_at	-0.0427915407575755	8.19836457982609	-0.557883416822028	0.581951130503411	0.999858520244598	-5.65853487635724	USO1
201832_s_at	-0.0147351729242414	9.86784754278261	-0.120252738383575	0.905256819295522	0.999858520244598	-5.7982016358285	USO1
201833_at	0.06798330675	8.31193001334783	0.589290881891635	0.56102370117478	0.999858520244598	-5.64170174920689	HDAC2
201834_at	0.0631325116439393	6.773236828	0.783405116066928	0.440844870929391	0.999858520244598	-5.51802643377969	PRKAB1
201835_s_at	-0.110703023431819	7.436173912	-1.39391019904106	0.175772962891364	0.999858520244598	-4.92160184957032	PRKAB1
201837_s_at	-0.0679012618863638	7.29675409230435	-0.72872713068426	0.473029328845895	0.999858520244598	-5.55624921786958	SUPT7L
201838_s_at	-0.101190385886364	6.71312430269565	-1.97754178242608	0.0592539250613351	0.999858520244598	-4.09614776092293	SUPT7L
201839_s_at	0.0466539114469695	4.62206152282609	0.645380621476834	0.524637298491525	0.999858520244598	-5.60942112912068	EPCAM
201840_at	-0.0809475752575774	8.33384567856522	-0.971431678232148	0.340761004102022	0.999858520244598	-5.36683567140396	NEDD8
201845_s_at	0.225328574992424	10.3235259258696	1.27485416355558	0.214235958102944	0.999858520244598	-5.06115444399582	RYBP
201847_at	-0.200008872098486	9.24433520417391	-1.39355716011	0.175878372765175	0.999858520244598	-4.92203125220439	LIPA
201848_s_at	-0.210808259007576	6.90859819334783	-1.59213888394376	0.124085618261481	0.999858520244598	-4.66642338997977	BNIP3
201849_at	-0.285235290030304	7.72031932417391	-1.71151100750102	0.0995312366538985	0.999858520244598	-4.4997695383589	BNIP3
201850_at	-0.26188498110606	7.29137373695652	-1.40729954849814	0.171811996284365	0.999858520244598	-4.90524899140836	CAPG
201851_at	0.0526613215075769	8.72409448	0.462080932366983	0.648071995495211	0.999858520244598	-5.70432085478031	SH3GL1
201853_s_at	-0.0533304536969709	8.46439360082609	-0.76269880396271	0.452873647991005	0.999858520244598	-5.5328102297624	CDC25B
201854_s_at	0.0911566601060609	8.66742103830435	0.613567297872971	0.545116899583621	0.999858520244598	-5.62807838629663	ATMIN
201855_s_at	0.0247609709166663	7.55057120643478	0.148922697676359	0.882825156761619	0.999858520244598	-5.79454664706115	ATMIN
201856_s_at	0.110251435348486	7.04105301382609	0.792652106121612	0.435536441766861	0.999858520244598	-5.51130316724196	ZFR
201857_at	-0.0176620402348493	8.93143964830435	-0.117947544927669	0.907064176476685	0.999858520244598	-5.79846174302349	ZFR
201858_s_at	0.147199029037878	8.62375650895652	1.07043790675988	0.294782382336738	0.999858520244598	-5.27525068870338	SRGN
201859_at	0.0727956960378782	9.37261876569565	0.589230562164998	0.561063520285988	0.999858520244598	-5.64173493551816	SRGN
201860_s_at	0.214325651507575	6.59651294195652	1.35920531559467	0.186376364113007	0.999858520244598	-4.96337464505155	PLAT
201861_s_at	0.0312031955000006	6.91771077508696	0.180637553276267	0.858127625558865	0.999858520244598	-5.78959844831438	LRRFIP1
201862_s_at	-0.315406855681819	7.88171359256522	-1.57295841054289	0.12846532329607	0.999858520244598	-4.69231328989358	LRRFIP1
201863_at	-0.00955348608333372	8.91083041247826	-0.0900587677574604	0.928967618682054	0.999858520244598	-5.80121007715909	FAM32A
201864_at	0.0290872701666668	9.69450737804348	0.338248914884562	0.738036985813726	0.999858520244598	-5.75095929511896	GDI1
201865_x_at	0.00521809365909032	8.72780962273913	0.0497877637336558	0.960692376298129	0.999858520244598	-5.80387888456746	NR3C1
201866_s_at	0.116415432742424	7.63060845573913	1.22772609113481	0.231134319082699	0.999858520244598	-5.11342637112168	NR3C1
201867_s_at	-0.0509127137803026	5.77869331234783	-0.633676419354527	0.532122901298165	0.999858520244598	-5.61639101773341	TBL1X
201868_s_at	-0.0198098234772732	5.43794258865217	-0.214103170277421	0.832226141579535	0.999858520244598	-5.78334767340714	TBL1X
201870_at	-0.103869153121213	9.09275848282609	-1.85019950586783	0.0762963151530018	0.999858520244598	-4.29467618888114	TOMM34
201871_s_at	0.0652178419242417	8.51915929604348	0.719062280930136	0.478858044707053	0.999858520244598	-5.56273150040952	UBXN1
201872_s_at	0.0841784883181815	7.20154825447826	0.884149172619214	0.385150428565276	0.999858520244598	-5.44078075406881	ABCE1
201873_s_at	-0.0349632468863642	4.9405496766087	-0.389773511097208	0.700048315331557	0.999858520244598	-5.7332831359991	ABCE1
201876_at	-0.259413164712121	8.48405235756522	-1.70812384884653	0.100166737681849	0.999858520244598	-4.50462696669723	PON2
201877_s_at	-0.166720413681819	6.87361159452174	-1.36640577257597	0.184136067550296	0.999858520244598	-4.95478091033497	PPP2R5C
201878_at	0.132465704878788	6.35810423313043	1.66404022149376	0.108755395107448	0.999858520244598	-4.56716801108615	ARIH1
201879_at	0.0413457907727259	8.13633123865217	0.436592501580855	0.666203775805865	0.999858520244598	-5.71508206616936	ARIH1
201880_at	-0.098091295166666	7.54115383795652	-1.02599208446332	0.314849527892913	0.999858520244598	-5.31736589810629	ARIH1
201882_x_at	-0.0556475211060601	6.698149232	-0.522279351268814	0.606133823004476	0.999858520244598	-5.67653174564745	B4GALT1
201883_s_at	0.0183279346893939	7.81033806143478	0.0953612130266218	0.924798206993711	0.999858520244598	-5.80074423110221	B4GALT1
201884_at	0.0827536392045451	6.96390386830435	0.721022413543421	0.47767256320668	0.999858520244598	-5.56142350587831	CEACAM5
201885_s_at	-0.0146678690075778	10.2367930418696	-0.15575888893634	0.877490421156206	0.999858520244598	-5.79356039004046	CYB5R3
201886_at	-0.10656855325	7.98593563469565	-1.65932974441759	0.109708684927128	0.999858520244598	-4.57377566758894	DCAF11
201887_at	-0.0577452440606065	7.44791352630435	-0.607268696315698	0.549221050820488	0.999858520244598	-5.63166416416323	IL13RA1
201888_s_at	-0.0281943613333334	4.59954621843478	-0.338195660184409	0.738076623776423	0.999858520244598	-5.75097628447006	IL13RA1
201889_at	-0.204015793575758	8.82721247217391	-1.13237419596808	0.268362251960413	0.999858520244598	-5.21388273924181	FAM3C
201890_at	-0.0836583326363635	5.43805238191304	-0.762968368788899	0.452715796760782	0.999858520244598	-5.53262018154228	RRM2
201891_s_at	-0.160619563636364	12.8162500721739	-1.57896978342796	0.127079148042307	0.999858520244598	-4.68422605660512	B2M
201892_s_at	-0.0678741515303038	8.75083656556522	-0.510129427446219	0.6144942320911	0.999858520244598	-5.68240822267385	IMPDH2
201893_x_at	-0.231788495454545	11.9469969973913	-1.07874577057957	0.291134515852221	0.999858520244598	-5.2671993331993	DCN
201895_at	-0.00885358455303138	8.28256193313043	-0.127559236696368	0.899531742787383	0.999858520244598	-5.79734398267381	ARAF
201896_s_at	-0.0136864768257585	6.2177612283913	-0.216523180364048	0.830360222410448	0.999858520244598	-5.78285472157222	PSRC1
201897_s_at	-0.113016452030304	8.31587230795652	-0.992140257870649	0.330759949935936	0.999858520244598	-5.34835064109411	CKS1B
201898_s_at	-0.0554162690606068	9.53107871069565	-0.364246146605424	0.718777257005467	0.999858520244598	-5.74234970569094	UBE2A
201901_s_at	0.174936457393939	8.43529752243478	1.06097938554718	0.298974931793808	0.999858520244598	-5.28434871506475	YY1
201902_s_at	0.0591290832575763	5.8504185103913	0.830091636308402	0.4144469235902	0.999858520244598	-5.48332086243487	YY1
201903_at	-0.0907015934469709	9.48093106186957	-0.766913248726399	0.450409539064591	0.999858520244598	-5.52983167324263	UQCRC1
201904_s_at	-0.119289576840909	7.828717896	-1.2907851756774	0.208742625594804	0.999858520244598	-5.04309920662856	CTDSPL
201905_s_at	-0.0294556401060618	6.80170417021739	-0.455329458703147	0.652853873328994	0.999858520244598	-5.70722969208564	CTDSPL
201906_s_at	-0.153386041409091	7.87591678004348	-1.10184259698897	0.281162761273595	0.999858520244598	-5.24452127364455	CTDSPL
201907_x_at	0.012618170212122	6.5891259976087	0.176048130538347	0.861693093963334	0.999858520244598	-5.79037328276339	DVL3
201908_at	0.0255185125000003	9.78938389652174	0.232012005853857	0.818442250677843	0.999858520244598	-5.77956904138316	DVL3
201909_at	-0.303005679393941	9.18740489104348	-0.523616677598773	0.605216912277557	0.999858520244598	-5.67587667910368	RPS4Y1
201912_s_at	-0.0121034865378786	7.66644779391304	-0.106465042257874	0.916074303585282	0.999858520244598	-5.79968246404777	GSPT1
201913_s_at	-0.188052451159091	8.59344416656522	-1.40686386703129	0.171939758553999	0.999858520244598	-4.90578316573059	COASY
201914_s_at	0.195616924810605	8.19869597652174	1.36293479084192	0.185213347307937	0.999858520244598	-4.95892832117706	SEC63
201915_at	-0.0929681535833331	6.4108977553913	-1.45270363425188	0.158906221708004	0.999858520244598	-4.84882568688194	SEC63
201916_s_at	0.0205784915454532	8.83550249073913	0.150860953543925	0.881312021775832	0.999858520244598	-5.79427150110979	SEC63
201917_s_at	0.129203867863637	7.09648265130435	1.0831890111348	0.289196828848117	0.999858520244598	-5.26287024650538	SLC25A36
201918_at	0.0958210710075757	7.74442622017391	0.911633021847021	0.370783358854223	0.999858520244598	-5.41819271941326	SLC25A36
201919_at	-0.0443672664924243	9.28190834586957	-0.631994317975301	0.533203418396371	0.999858520244598	-5.61738259926237	SLC25A36
201922_at	0.0201426138863628	8.90449984921739	0.151806488621491	0.880574039016821	0.999858520244598	-5.79413598868327	NSA2
201924_at	-0.0137774953030296	11.3819525252174	-0.10070417143053	0.920599156879538	0.999858520244598	-5.80024789831999	AFF1
201925_s_at	-0.0972459976515151	8.88797777156522	-0.555976979390543	0.583233808312621	0.999858520244598	-5.65952780276716	CD55
201926_s_at	0.181333723643938	10.0692550735652	1.10573617706412	0.2795062790166	0.999858520244598	-5.24065578545059	CD55
201927_s_at	0.0384792946666664	4.69309567973913	0.803535162936081	0.429339193058594	0.999858520244598	-5.50329480704858	PKP4
201928_at	0.0241044436590907	5.14153899256522	0.310255034591679	0.758972585062071	0.999858520244598	-5.75952445158376	PKP4
201929_s_at	0.0472104800303034	6.34607122843478	0.320410697076911	0.751354858000549	0.999858520244598	-5.75650186174649	PKP4
201930_at	-0.189477841121212	7.2804513983913	-1.40606587507386	0.172173962965037	0.999858520244598	-4.9067611975473	MCM6
201931_at	-0.204677123431818	8.26185469278261	-1.2761699531066	0.213778093410077	0.999858520244598	-5.05967054628205	ETFA
201932_at	-0.0540731573030312	8.91875018456522	-0.534303103822739	0.59791380521356	0.999858520244598	-5.67058340666926	LRRC41
201933_at	0.0127717706212123	8.15105346904348	0.104739595086462	0.917429253583062	0.999858520244598	-5.79985511379538	CHMP1A
201934_at	0.089387978606061	9.21377452395652	1.05575262588296	0.301309771852605	0.999858520244598	-5.28934492843973	WDR82
201935_s_at	0.0324815842575747	5.95195074043478	0.465847029550754	0.645411240286235	0.999858520244598	-5.70267999728281	EIF4G3
201936_s_at	-0.0139645107424251	5.16445950521739	-0.329711357028769	0.744400942544033	0.999858520244598	-5.75364912616806	EIF4G3
201937_s_at	0.0419557220984847	7.58792161378261	0.388785028597803	0.700770045252558	0.999858520244598	-5.73364549451305	DNPEP
201938_at	-0.192491445871213	8.73169060786956	-1.55053431087862	0.133746574852989	0.999858520244598	-4.72226260703999	CDK2AP1
201939_at	-0.380514977007576	7.55187381486957	-1.67745651338379	0.106078303143128	0.999858520244598	-4.54826843113382	PLK2
201940_at	0.0123059443939389	8.582410611	0.0828044456428277	0.934675159264683	0.999858520244598	-5.80180427428796	CPD
201941_at	0.0433414929696966	8.96635398921739	0.394509348946584	0.696594493104611	0.999858520244598	-5.73153447737161	CPD
201942_s_at	0.204431455909091	7.49569766213043	1.19472394368323	0.243553522868733	0.999858520244598	-5.14900524373469	CPD
201943_s_at	0.0237521139469695	8.08913780891304	0.117283531652861	0.907584882765223	0.999858520244598	-5.79853573436946	CPD
201944_at	0.0370055306060603	12.684220776087	0.24690263661228	0.807026374930479	0.999858520244598	-5.77619735754894	HEXB
201945_at	-0.166825657515152	9.57700438069565	-0.975321592594263	0.338866866071678	0.999858520244598	-5.36339074405984	FURIN
201946_s_at	-0.0307311970454556	7.92394298652174	-0.210906040419622	0.834692787630681	0.999858520244598	-5.78399046220353	CCT2
201947_s_at	-0.120952105250001	8.58543785378261	-0.732064936549276	0.471026019492892	0.999858520244598	-5.55399134439052	CCT2
201948_at	-0.0733148845606061	5.1610784476087	-0.897490455809402	0.378131712555326	0.999858520244598	-5.42989640023905	GNL2
201949_x_at	-0.110146546772728	8.75870747173913	-1.17601069881274	0.250813327875863	0.999858520244598	-5.16880033895061	CAPZB
201950_x_at	-0.0206404691893936	9.36738493782609	-0.181895366748	0.857150977969324	0.999858520244598	-5.78938261979247	CAPZB
201951_at	-0.0647916748712125	4.49584763134783	-1.16961443697527	0.253331190514191	0.999858520244598	-5.17550305983824	ALCAM
201952_at	-0.0906553682500008	6.154066197	-1.41507496970907	0.169544539807351	0.999858520244598	-4.89569254434946	ALCAM
201953_at	-0.0911047012575756	7.66245093347826	-0.680796351026027	0.502339932078869	0.999858520244598	-5.5875833926682	CIB1
201954_at	-0.279583922772727	9.64751832852174	-1.51828771760514	0.141652413942206	0.999858520244598	-4.76472202365512	ARPC1B
201955_at	-0.24518387555303	8.5614132806087	-1.94598914011169	0.0631314360201306	0.999858520244598	-4.14621470235439	CCNC
201956_s_at	0.00537110536363592	8.42963415147826	0.0456256104824612	0.963975931719329	0.999858520244598	-5.8040671012729	GNPAT
201957_at	-0.0448135744393939	7.89901552491304	-0.626952822626266	0.536448922905166	0.999858520244598	-5.62033926634467	PPP1R12B
201958_s_at	0.0615365658712123	5.91369515391304	0.824265295924099	0.417686156263026	0.999858520244598	-5.48775541837065	PPP1R12B
201959_s_at	0.0300113602348474	8.08797006917391	0.299191384852149	0.767299725269562	0.999858520244598	-5.76270741187717	MYCBP2
201960_s_at	0.0484857125454546	8.03355990195652	0.366484078927127	0.717127929860101	0.999858520244598	-5.74157911052878	MYCBP2
201961_s_at	0.0529538474015155	6.64703449947826	0.633489422819007	0.532242962470108	0.999858520244598	-5.61650137595056	RNF41
201962_s_at	0.0203932026742418	6.52882350073913	0.348902830503507	0.730122186121171	0.999858520244598	-5.74750723507998	RNF41
201963_at	-0.17492351214394	6.6225854536087	-1.01382781872234	0.320504254508006	0.999858520244598	-5.32860915564988	ACSL1
201964_at	0.0693566066590908	7.69218750973913	0.757237422621459	0.456078812685643	0.999858520244598	-5.53664686378748	SETX
201965_s_at	0.0550993483030303	6.73401902043478	0.493848606596885	0.625780881097636	0.999858520244598	-5.69007065252268	SETX
201966_at	-0.0602667499848484	8.98362684708696	-1.22818403151273	0.230965409749217	0.999858520244598	-5.11292670471535	NDUFS2
201967_at	0.142811035537879	7.17475343804348	1.44256375321581	0.161718816420305	0.999858520244598	-4.86155554715076	RBM6
201968_s_at	0.0162374237499993	9.97386497734783	0.103819848056682	0.918151611984262	0.999858520244598	-5.79994599297805	PGM1
201969_at	-0.145600221083334	7.30411593126087	-2.119031109218	0.044334150442433	0.999858520244598	-3.86487056064008	NASP
201970_s_at	-0.0537893376439402	8.37445341147826	-0.368574726707772	0.715588413593077	0.999858520244598	-5.74085501649905	NASP
201971_s_at	0.232744949363637	6.56711157913043	1.49903593408955	0.14655137722849	0.999858520244598	-4.7897252746379	ATP6V1A
201972_at	0.0443647077499998	9.62424971304348	0.575189699863532	0.57037169071421	0.999858520244598	-5.64937014661764	ATP6V1A
201973_s_at	-0.0315870774393946	8.78259150895652	-0.204999388132422	0.839254408493586	0.999858520244598	-5.78515266570538	CCZ1 /// CCZ1B
201974_s_at	-0.0260083359318184	7.1078834686087	-0.457491348721442	0.651321005962189	0.999858520244598	-5.70630282714326	CCZ1
201975_at	0.117404167424243	9.00897963113044	0.704061411725186	0.487986794515008	0.999858520244598	-5.57262884794571	CLIP1
201976_s_at	-0.267099837848486	8.19144809604348	-1.86744176618064	0.0737641596147401	0.999858520244598	-4.26835288162263	MYO10
201977_s_at	0.0122453279696965	7.02329453513044	0.187053790973529	0.853148089514678	0.999858520244598	-5.78848186590902	KIAA0141
201978_s_at	0.0670169791439385	7.90814374869565	1.13141966659245	0.268755904366873	0.999858520244598	-5.21485194185954	KIAA0141
201979_s_at	0.117104474287879	6.30203846913043	0.929107745043885	0.361834526739779	0.999858520244598	-5.40349695227074	PPP5C
201980_s_at	-0.07509862244697	7.8426850533913	-0.444330204932228	0.660676792790738	0.999858520244598	-5.71187860792376	RSU1
201981_at	0.0886746965151502	12.7901595108696	0.682462600295391	0.501304128912373	0.999858520244598	-5.58652836435519	PAPPA
201982_s_at	0.240441784545454	12.4792592830435	1.39175929094565	0.176415954540601	0.999858520244598	-4.92421658954842	PAPPA
201983_s_at	0.237090914371212	10.9436918460435	0.707558714876201	0.485849643683544	0.999858520244598	-5.57033921843376	EGFR
201985_at	0.0825812048636364	7.35504583365217	1.10135784219749	0.28136948929241	0.999858520244598	-5.24500167445212	KIAA0196
201987_at	0.079778606863635	8.8712986966087	0.658683518327363	0.516199237912957	0.999858520244598	-5.60134999924435	MED13
201988_s_at	-0.030586638075758	7.77713429095652	-0.297549901635695	0.768537661832136	0.999858520244598	-5.76316989251774	CREBL2
201989_s_at	-0.00747415578030319	8.74964471382609	-0.0915273447922195	0.927812636579269	0.999858520244598	-5.80108372114262	CREBL2
201990_s_at	-0.0393031363409081	7.02085913491304	-0.317681976608598	0.753399172354131	0.999858520244598	-5.75732347985637	CREBL2
201991_s_at	0.0508041755454551	9.13046014982609	0.304797756460659	0.763076409652578	0.999858520244598	-5.76110880992457	KIF5B
201992_s_at	0.0388209250984846	7.18524043652174	0.252653219661946	0.802629205077195	0.999858520244598	-5.77483943216902	KIF5B
201993_x_at	0.122043250666665	8.83203406247826	0.645941322792172	0.524280135489938	0.999858520244598	-5.60908414294292	HNRNPDL
201994_at	-0.0618532490909094	11.5932074686957	-0.503683329315778	0.618951606657141	0.999858520244598	-5.68547108532733	MORF4L2
201995_at	0.129050236477273	6.36828637143478	0.898796330290403	0.377449225148447	0.999858520244598	-5.42882285768795	EXT1
201996_s_at	0.0178339158409091	6.43794698665217	0.211594993356613	0.834161100503697	0.999858520244598	-5.78385276116135	SPEN
201997_s_at	0.12370598994697	8.71877635226087	1.74101428601386	0.0941389104907259	0.999858520244598	-4.45714897018922	SPEN
201998_at	-0.0513528061893949	8.29146648482609	-0.753472259682702	0.458296372411067	0.999858520244598	-5.53927663843282	ST6GAL1
201999_s_at	-0.00653240764394067	9.18311525604348	-0.045797229508295	0.963840526890409	0.999858520244598	-5.80405966501161	DYNLT1
202000_at	-0.120045781318182	7.67838972626087	-1.35738853647664	0.186944988332288	0.999858520244598	-4.96553689048322	NDUFA6
202001_s_at	-0.0707686794848494	8.80334451152174	-0.453106393283351	0.654431740990425	0.999858520244598	-5.70817828922028	NDUFA6
202002_at	0.0390105878333328	5.83721931217391	0.261913122791453	0.795562625483707	0.999858520244598	-5.77258750276251	ACAA2
202003_s_at	-0.0886407673333333	8.01553334913043	-0.537584168018735	0.595680078987711	0.999858520244598	-5.66893728362502	ACAA2
202004_x_at	-0.0090179358560615	9.31232296326087	-0.1594237588395	0.874632892863309	0.999858520244598	-5.79301347539505	SDHC
202005_at	-0.00751317243939525	7.96483453621739	-0.124181790357245	0.902177502746821	0.999858520244598	-5.79774671210674	ST14
202006_at	0.229026981742424	8.7911842623913	1.597506231305	0.122882405813647	0.999858520244598	-4.65913378298905	PTPN12
202007_at	-0.325454886977273	7.636027057	-1.10065203233005	0.281670683999141	0.999858520244598	-5.24570080557626	NID1
202008_s_at	-0.202753832909092	8.64014107243478	-1.17698243286704	0.250432436696312	0.999858520244598	-5.16777921892709	NID1
202009_at	-0.0629497336136367	6.76669504808696	-0.491793437006883	0.627212344231515	0.999858520244598	-5.69102061689023	TWF2
202010_s_at	-0.0140866311893945	8.33672869256522	-0.156912636014607	0.876590650590841	0.999858520244598	-5.79338958320651	PTGR2 /// ZNF410
202011_at	-0.232740619515153	9.11238194973913	-1.72815584197191	0.0964577319444795	0.999858520244598	-4.47579266531603	TJP1
202012_s_at	0.0925445548409093	9.33172156247826	0.708976906337235	0.484984541973898	0.999858520244598	-5.56940765782384	EXT2
202013_s_at	-0.0197331678106065	8.03414038091304	-0.301273176493313	0.765730633679324	0.999858520244598	-5.76211724562586	EXT2
202014_at	0.212664749750001	7.7839595156087	1.69667965956945	0.102339356984316	0.999858520244598	-4.52098403101406	PPP1R15A
202015_x_at	0.00408314687121227	3.62033687804348	0.0916083020764236	0.927748971310005	0.999858520244598	-5.8010766962016	
202016_at	-0.239708547651515	11.3524242326087	-1.72313839587368	0.0973756180754778	0.999858520244598	-4.48303896961015	MEST
202017_at	-0.0713918255909094	7.42458982508696	-0.657635303266398	0.516861402029654	0.999858520244598	-5.60199172581063	EPHX1
202019_s_at	0.0111588913409095	7.49474751517391	0.158809247032333	0.875111912610059	0.999858520244598	-5.79310606558104	LANCL1
202020_s_at	-0.169840236772728	6.70619871682609	-1.88984638078646	0.0705830582032298	0.999858520244598	-4.2338835314408	LANCL1
202021_x_at	0.0109865688636357	11.2267603465217	0.0815095217684258	0.935694360976935	0.999858520244598	-5.80190509828358	EIF1
202022_at	-0.0496571946515154	7.30177546526087	-0.500459044697208	0.621186758640816	0.999858520244598	-5.68698881454501	ALDOC
202023_at	-0.138180931689394	9.03868768813044	-0.807264206467443	0.427228299903474	0.999858520244598	-5.50052704361351	EFNA1
202024_at	0.0681360236515154	7.62518850091304	0.835553707385408	0.41142457766259	0.999858520244598	-5.47913687953301	ASNA1
202025_x_at	0.0810468875303032	7.78081242726087	0.826105651811159	0.416661277963379	0.999858520244598	-5.4863578594138	ACAA1
202026_at	-0.00316857186363664	8.61408379743478	-0.039111821908552	0.969115990688008	0.999858520244598	-5.80432870799492	SDHD
202027_at	0.120963921075757	8.34855315408696	1.14331904630936	0.263878574571171	0.999858520244598	-5.2027175909867	TMEM184B
202028_s_at	-0.0802094466212129	9.26184884352174	-0.420031321040586	0.678097858323513	0.999858520244598	-5.72175244510341	RPL38
202029_x_at	0.0868476606060607	11.4301762956522	0.710056776987015	0.484326411632096	0.999858520244598	-5.56869713197689	RPL38
202030_at	0.102505589113636	7.15625654356522	1.74742558937032	0.0930005626629606	0.999858520244598	-4.4478138789131	BCKDK
202031_s_at	-0.00104373765151471	8.10781317904348	-0.00716390425084741	0.994341690036795	0.999858520244598	-5.80502944523268	WIPI2
202032_s_at	-0.0678026689924258	8.80726283634783	-0.725545600512916	0.474943469615217	0.999858520244598	-5.55839221370356	MAN2A2
202033_s_at	0.0014351891060589	8.23709017904348	0.00877125675841566	0.993072175825322	0.999858520244598	-5.80501730461148	RB1CC1
202034_x_at	0.0231355549848484	5.11991913452174	0.247481583346598	0.806583388750489	0.999858520244598	-5.77606205439817	RB1CC1
202035_s_at	0.0197456649318182	4.03306962186956	0.352330072806279	0.727582510888742	0.999858520244598	-5.74637423287913	SFRP1
202036_s_at	0.0254438039999984	7.47355716217391	0.110421733677563	0.912968198047138	0.999858520244598	-5.7992759136654	SFRP1
202037_s_at	0.0888789760151523	8.46478088347826	0.307567276077314	0.760992863331528	0.999858520244598	-5.76030824673088	SFRP1
202038_at	-0.055240794409092	8.18022280386957	-0.418703492247612	0.679055243195163	0.999858520244598	-5.72227626435558	UBE4A
202039_at	-0.14294519609091	7.24413994178261	-2.0649585847874	0.0495865031787329	0.999858520244598	-3.95453495245604	MYO18A /// TIAF1
