probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
218162_at	-0.616138401863637	8.59191251434783	-3.85427015190794	0.000732598350416106	0.195197741198219	-0.424642652909821	OLFML3
218717_s_at	-0.530253568083334	7.71281023847826	-3.85819188703324	0.000725330360176956	0.195197741198219	-0.416152425487416	LEPREL1
200653_s_at	0.839964978878787	10.1325457411304	3.8158665027274	0.000807667892796978	0.199728430433852	-0.507714635632141	CALM1 /// CALM2 /// CALM3
204328_at	0.29887085576515	7.69580621121739	3.81630072366582	0.000806778199406268	0.199728430433852	-0.506776078495775	TMC6
209563_x_at	0.773481368136362	11.0964404307826	3.81336022227728	0.000812822009452711	0.199728430433852	-0.513131564606493	CALM1 /// CALM2 /// CALM3
210425_x_at	-0.314498523810607	7.8211923053913	-3.8249373166711	0.000789281298047079	0.199728430433852	-0.488104827023163	GOLGA8A /// GOLGA8B /// LOC101930583
210854_x_at	0.755845049704545	8.68877265652174	3.83215825101332	0.000774939403622021	0.199728430433852	-0.472489022497777	SLC6A8
212327_at	0.871025625	9.30471277417391	3.82413646144153	0.000790887921369358	0.199728430433852	-0.489836454873076	LIMCH1
215090_x_at	0.313010385560605	8.57300398765217	3.81417801597587	0.000811136686530216	0.199728430433852	-0.511364094788744	LOC440434
201044_x_at	0.65721252510606	6.92828719408696	3.78380328624415	0.000876100027141118	0.20445995024764	-0.576970775197571	DUSP1
