probe	id	pvalue	symbol	group
7896742	7896742	0.04678	NA	GSE24129_PEvC
7896744	7896744	0.00466	NA	GSE24129_PEvC
7896761	7896761	0.02831	SAMD11	GSE24129_PEvC
7896817	7896817	0.01607	ISG15	GSE24129_PEvC
7896822	7896822	0.02822	AGRN	GSE24129_PEvC
7896908	7896908	0.03566	PUSL1	GSE24129_PEvC
7896937	7896937	0.03316	NA	GSE24129_PEvC
7896985	7896985	0.02536	MIB2	GSE24129_PEvC
7897236	7897236	0.03237	KCNAB2	GSE24129_PEvC
7897280	7897280	0.02265	HES3	GSE24129_PEvC
7897295	7897295	0.03581	TAS1R1	GSE24129_PEvC
7897305	7897305	0.02895	ZBTB48	GSE24129_PEvC
7897368	7897368	0.02798	NA	GSE24129_PEvC
7897378	7897378	0.00705	PER3	GSE24129_PEvC
7897416	7897416	0.04209	SLC45A1	GSE24129_PEvC
7897745	7897745	0.04482	AGTRAP	GSE24129_PEvC
7897753	7897753	0.03121	C1orf167	GSE24129_PEvC
7897849	7897849	0.01453	MIIP	GSE24129_PEvC
7897991	7897991	0.02606	NA	GSE24129_PEvC
7898124	7898124	0.04751	FHAD1	GSE24129_PEvC
7898211	7898211	0.03395	NA	GSE24129_PEvC
7898263	7898263	0.02968	FBLIM1	GSE24129_PEvC
7898300	7898300	0.01887	CLCNKA	GSE24129_PEvC
7898413	7898413	0.04076	PADI1	GSE24129_PEvC
7898431	7898431	0.04179	PADI3	GSE24129_PEvC
7898655	7898655	0.04059	CDA	GSE24129_PEvC
7898673	7898673	0.02063	NA	GSE24129_PEvC
7898679	7898679	0.00483	NBPF3	GSE24129_PEvC
7898707	7898707	0.01198	LDLRAD2	GSE24129_PEvC
7898902	7898902	0.03535	LYPLA2	GSE24129_PEvC
7898910	7898910	0.01031	PNRC2	GSE24129_PEvC
7898916	7898916	0.04519	GRHL3	GSE24129_PEvC
7898939	7898939	0.0111	NIPAL3	GSE24129_PEvC
7898967	7898967	0.01804	NCMAP	GSE24129_PEvC
7899029	7899029	0.03941	MAN1C1	GSE24129_PEvC
7899071	7899071	0.00125	NA	GSE24129_PEvC
7899160	7899160	0.0286	CD52	GSE24129_PEvC
7899192	7899192	0.03232	RPS6KA1	GSE24129_PEvC
7899343	7899343	0.01061	GPR3	GSE24129_PEvC
7899455	7899455	0.02911	PHACTR4	GSE24129_PEvC
7899499	7899499	0.02292	RAB42	GSE24129_PEvC
7899600	7899600	0.02369	NA	GSE24129_PEvC
7899750	7899750	0.00822	FAM167B	GSE24129_PEvC
7899790	7899790	0.01402	TSSK3	GSE24129_PEvC
7899813	7899813	0.01234	RBBP4	GSE24129_PEvC
7899829	7899829	0.00749	S100PBP	GSE24129_PEvC
7899870	7899870	0.01027	ZNF362	GSE24129_PEvC
7899882	7899882	0.02732	ZNF362	GSE24129_PEvC
7899957	7899957	0.02557	ZMYM4	GSE24129_PEvC
7900001	7900001	0.04438	TFAP2E	GSE24129_PEvC
7900087	7900087	0.02623	ADPRHL2	GSE24129_PEvC
7900468	7900468	0.01498	NFYC	GSE24129_PEvC
7900635	7900635	0.00556	FAM183A	GSE24129_PEvC
7900658	7900658	0.01803	TIE1	GSE24129_PEvC
7900957	7900957	0.00312	KLF17	GSE24129_PEvC
7901046	7901046	0.02088	SNORD55	GSE24129_PEvC
7901123	7901123	0.01095	NASP	GSE24129_PEvC
7901135	7901135	0.01233	TMEM69	GSE24129_PEvC
7901385	7901385	0.0323	OSBPL9	GSE24129_PEvC
7901426	7901426	0.00298	ZFYVE9	GSE24129_PEvC
7902023	7902023	0.00736	RAVER2	GSE24129_PEvC
7902043	7902043	0.02265	NA	GSE24129_PEvC
7902203	7902203	0.01066	NA	GSE24129_PEvC
7902441	7902441	0.00186	ST6GALNAC5	GSE24129_PEvC
7902448	7902448	0.0314	NA	GSE24129_PEvC
7902634	7902634	0.03155	RPF1	GSE24129_PEvC
7902687	7902687	0.02307	CYR61	GSE24129_PEvC
7902810	7902810	0.02081	LMO4	GSE24129_PEvC
7902822	7902822	0.00847	PKN2	GSE24129_PEvC
7902913	7902913	0.03515	CDC7	GSE24129_PEvC
7902992	7902992	0.04639	RPAP2	GSE24129_PEvC
7903032	7903032	0.04459	MTF2	GSE24129_PEvC
7903119	7903119	1e-04	ABCD3	GSE24129_PEvC
7903183	7903183	0.00425	NA	GSE24129_PEvC
7903239	7903239	0.00264	AGL	GSE24129_PEvC
7903321	7903321	0.02282	RTCA	GSE24129_PEvC
7903541	7903541	0.00999	STXBP3	GSE24129_PEvC
7903586	7903586	0.04523	TMEM167B	GSE24129_PEvC
7903676	7903676	0.04557	ATXN7L2	GSE24129_PEvC
7903694	7903694	0.0201	GPR61	GSE24129_PEvC
7903908	7903908	0.03973	CEPT1	GSE24129_PEvC
7904036	7904036	0.03709	CAPZA1	GSE24129_PEvC
7904469	7904469	0.03799	NA	GSE24129_PEvC
7904702	7904702	0.00694	NA	GSE24129_PEvC
7904863	7904863	0.00606	NA	GSE24129_PEvC
7904883	7904883	0.04446	CHD1L	GSE24129_PEvC
7904965	7904965	0.00487	PDE4DIP	GSE24129_PEvC
7905067	7905067	0.00984	NA	GSE24129_PEvC
7905233	7905233	0.00448	ADAMTSL4	GSE24129_PEvC
7905283	7905283	0.01387	ANXA9	GSE24129_PEvC
7905428	7905428	0.02697	TUFT1	GSE24129_PEvC
7905444	7905444	0.00117	SNX27	GSE24129_PEvC
7905481	7905481	0.01831	NA	GSE24129_PEvC
7905483	7905483	0.0427	LCE5A	GSE24129_PEvC
7905510	7905510	0.04265	LCE4A	GSE24129_PEvC
7905512	7905512	0.04087	C1orf68	GSE24129_PEvC
7905517	7905517	0.03595	LCE1F	GSE24129_PEvC
7905801	7905801	0.03562	TDRD10	GSE24129_PEvC
7905817	7905817	0.00187	CHRNB2	GSE24129_PEvC
7905881	7905881	0.0015	ADAM15	GSE24129_PEvC
7905927	7905927	0.00752	NA	GSE24129_PEvC
7906021	7906021	0.04055	NA	GSE24129_PEvC
7906496	7906496	0.00433	KCNJ9	GSE24129_PEvC
7906767	7906767	0.00774	NA	GSE24129_PEvC
7906777	7906777	0.02645	FCGR2B	GSE24129_PEvC
7906900	7906900	0.03123	DDR2	GSE24129_PEvC
7906954	7906954	0.019	PBX1	GSE24129_PEvC
7907104	7907104	0.01308	DCAF6	GSE24129_PEvC
7907213	7907213	0.04482	GORAB	GSE24129_PEvC
7907297	7907297	0.03917	FMO4	GSE24129_PEvC
7907430	7907430	0.0259	FASLG	GSE24129_PEvC
7907492	7907492	0.02256	RABGAP1L	GSE24129_PEvC
7907572	7907572	0.00128	PAPPA2	GSE24129_PEvC
7907769	7907769	0.04699	FAM163A	GSE24129_PEvC
7908041	7908041	0.01538	LAMC1	GSE24129_PEvC
7908728	7908728	0.04461	NA	GSE24129_PEvC
7908732	7908732	0.0387	IPO9	GSE24129_PEvC
7909011	7909011	0.03794	MDM4	GSE24129_PEvC
7909088	7909088	0.00468	TMCC2	GSE24129_PEvC
7909127	7909127	0.00692	MFSD4A	GSE24129_PEvC
7909175	7909175	0.00176	SRGAP2	GSE24129_PEvC
7909188	7909188	0.04096	IKBKE	GSE24129_PEvC
7909285	7909285	0.03002	PFKFB2	GSE24129_PEvC
7909689	7909689	0.00139	SMYD2	GSE24129_PEvC
7909745	7909745	0.00026	KCTD3	GSE24129_PEvC
7909789	7909789	0.0291	TGFB2	GSE24129_PEvC
7909801	7909801	0.01736	LYPLAL1	GSE24129_PEvC
7909841	7909841	0.00293	MARK1	GSE24129_PEvC
7910134	7910134	0.00209	MIXL1	GSE24129_PEvC
