probe	pvalue	adj.pvalue	symbol	entrez	group
A_24_P94651	8.00E-05	0.077221	ARIH2	10425	GSE4707_PEvC
A_24_P894776	8.00E-05	0.077221	NA	NA	GSE4707_PEvC
A_32_P108722	8.00E-05	0.080055	NA	NA	GSE4707_PEvC
A_24_P404822	1.00E-04	0.092973	APLN	8862	GSE4707_PEvC
A_23_P31755	1.00E-04	0.09137	CRH	1392	GSE4707_PEvC
A_23_P28263	1.00E-04	0.09137	CTDSP1	58190	GSE4707_PEvC
A_24_P78590	1.00E-04	0.092973	ELF1	1997	GSE4707_PEvC
A_23_P363414	1.00E-04	0.092973	NA	NA	GSE4707_PEvC
A_23_P20363	0.00011	0.095539	C8orf70	NA	GSE4707_PEvC
A_24_P40055	0.00011	0.095896	LENG8	114823	GSE4707_PEvC
A_23_P356755	0.00012	0.095896	CEBPG	1054	GSE4707_PEvC
A_23_P111698	0.00012	0.096289	MAFK	7975	GSE4707_PEvC
A_23_P212002	0.00012	0.095896	NKTR	4820	GSE4707_PEvC
A_23_P359904	0.00012	0.096289	PDDC1	NA	GSE4707_PEvC
A_23_P207461	0.00013	0.09759	CA10	56934	GSE4707_PEvC
A_23_P3532	0.00013	0.09759	LITAF	9516	GSE4707_PEvC
A_32_P233834	0.00013	0.09759	NA	NA	GSE4707_PEvC
A_23_P53257	0.00014	0.09759	AVIL	10677	GSE4707_PEvC
A_24_P678418	0.00014	0.09759	FLJ45244	NA	GSE4707_PEvC
A_32_P205637	0.00014	0.09759	PARD6B	84612	GSE4707_PEvC
A_23_P3627	0.00014	0.09759	SPG7	6687	GSE4707_PEvC
A_23_P393080	0.00015	0.09759	CALML3	810	GSE4707_PEvC
A_23_P259189	0.00015	0.09759	CLIC4	25932	GSE4707_PEvC
A_23_P116533	0.00015	0.098572	SWAP70	23075	GSE4707_PEvC
A_24_P282762	0.00015	0.09759	TLK1	9874	GSE4707_PEvC
A_24_P610945	0.00015	0.09759	NA	NA	GSE4707_PEvC
A_23_P346670	0.00016	0.099199	GPRC5C	55890	GSE4707_PEvC
A_24_P387514	0.00016	0.101051	LRP5L	91355	GSE4707_PEvC
A_23_P257131	0.00017	0.105283	PEX13	5194	GSE4707_PEvC
A_23_P76690	0.00018	0.106677	UCHL3	7347	GSE4707_PEvC
A_32_P134290	0.00018	0.106677	ZCCHC2	54877	GSE4707_PEvC
A_24_P935667	0.00018	0.106673	NA	NA	GSE4707_PEvC
A_23_P215024	0.00019	0.107099	LRRC1	55227	GSE4707_PEvC
A_32_P46817	0.00019	0.106847	NA	NA	GSE4707_PEvC
A_23_P254091	2.00E-04	0.107099	KIF2	NA	GSE4707_PEvC
A_23_P382199	2.00E-04	0.107099	VAPA	9218	GSE4707_PEvC
A_24_P162244	2.00E-04	0.107099	NA	NA	GSE4707_PEvC
A_23_P129031	0.00021	0.107099	ATXN3	4287	GSE4707_PEvC
A_23_P143676	0.00021	0.107099	NA	NA	GSE4707_PEvC
A_32_P152544	0.00021	0.107099	NA	NA	GSE4707_PEvC
A_24_P173754	0.00022	0.107099	C1orf21	81563	GSE4707_PEvC
A_23_P9513	0.00022	0.107099	MTA1	9112	GSE4707_PEvC
A_23_P104201	0.00022	0.107099	YME1L1	10730	GSE4707_PEvC
A_24_P503710	0.00022	0.107099	NA	NA	GSE4707_PEvC
A_23_P392529	0.00023	0.107099	C21orf81	NA	GSE4707_PEvC
A_32_P211080	0.00023	0.107099	LOC440248	NA	GSE4707_PEvC
A_23_P23873	0.00023	0.107099	PAPPA2	60676	GSE4707_PEvC
A_23_P154730	0.00023	0.107099	ZNF133	7692	GSE4707_PEvC
A_32_P110485	0.00023	0.107099	NA	NA	GSE4707_PEvC
A_32_P42406	0.00023	0.107099	NA	NA	GSE4707_PEvC
A_23_P586	0.00024	0.108574	DMAP1	55929	GSE4707_PEvC
A_24_P941505	0.00024	0.108097	FAM120A	23196	GSE4707_PEvC
A_24_P364263	0.00024	0.108574	HRASLS2	54979	GSE4707_PEvC
A_23_P382688	0.00025	0.111381	FAM122B	159090	GSE4707_PEvC
A_24_P415260	0.00025	0.111381	NA	NA	GSE4707_PEvC
A_32_P204376	0.00026	0.111381	ANKRD20A2	441430	GSE4707_PEvC
A_24_P310864	0.00026	0.111978	CCDC24	149473	GSE4707_PEvC
A_24_P286013	0.00026	0.111628	HIP2	NA	GSE4707_PEvC
A_24_P264685	0.00027	0.112671	NA	NA	GSE4707_PEvC
A_24_P930400	0.00027	0.112239	NA	NA	GSE4707_PEvC
A_32_P16975	0.00028	0.114918	ANKS3	124401	GSE4707_PEvC
A_23_P147185	0.00028	0.114848	CANX	821	GSE4707_PEvC
A_23_P65768	3.00E-04	0.117163	C15orf15	NA	GSE4707_PEvC
A_23_P154338	3.00E-04	0.117163	EFHD1	80303	GSE4707_PEvC
A_24_P289665	3.00E-04	0.117163	LOC389332	389332	GSE4707_PEvC
A_23_P346048	3.00E-04	0.117163	LOC440248	NA	GSE4707_PEvC
A_23_P19590	3.00E-04	0.117163	VIL2	NA	GSE4707_PEvC
A_32_P140079	0.00031	0.120053	NA	NA	GSE4707_PEvC
A_23_P66454	0.00032	0.120053	GSDML	NA	GSE4707_PEvC
A_24_P940434	0.00032	0.120053	LOC439914	NA	GSE4707_PEvC
A_23_P250930	0.00033	0.120053	CRBN	51185	GSE4707_PEvC
A_32_P221958	0.00033	0.120053	CTGLF1	NA	GSE4707_PEvC
A_23_P19102	0.00033	0.120053	GALNT10	55568	GSE4707_PEvC
A_23_P257704	0.00033	0.120053	HSPB1	3315	GSE4707_PEvC
A_32_P168886	0.00033	0.120053	WBSCR1	NA	GSE4707_PEvC
A_24_P293358	0.00034	0.121383	C21orf25	NA	GSE4707_PEvC
A_24_P246636	0.00034	0.120053	LOC643940	NA	GSE4707_PEvC
A_24_P200162	0.00035	0.1217	HIGD1A	25994	GSE4707_PEvC
A_32_P46981	0.00035	0.121383	LOC440498	NA	GSE4707_PEvC
A_23_P11353	0.00036	0.12259	ATP6AP2	10159	GSE4707_PEvC
A_23_P10091	0.00036	0.12259	NA	NA	GSE4707_PEvC
A_23_P376627	0.00037	0.12536	D2HGDH	728294	GSE4707_PEvC
A_23_P116414	0.00037	0.124471	HRASLS3	NA	GSE4707_PEvC
A_23_P218086	0.00038	0.125961	TPCN1	53373	GSE4707_PEvC
A_23_P20285	0.00039	0.129164	PDLIM2	64236	GSE4707_PEvC
A_24_P321919	4.00E-04	0.129497	IQGAP1	8826	GSE4707_PEvC
A_32_P63562	4.00E-04	0.129497	MIG7	723788	GSE4707_PEvC
A_24_P270890	4.00E-04	0.129497	SPOP	8405	GSE4707_PEvC
A_32_P42236	4.00E-04	0.129497	NA	NA	GSE4707_PEvC
A_23_P4592	0.00042	0.130884	SIGLEC6	946	GSE4707_PEvC
A_23_P79331	0.00042	0.130884	TMBIM1	64114	GSE4707_PEvC
A_23_P59470	0.00042	0.130884	ZNF467	168544	GSE4707_PEvC
A_24_P245838	0.00042	0.130884	NA	NA	GSE4707_PEvC
A_24_P167877	0.00043	0.130884	LOC440353	NA	GSE4707_PEvC
A_24_P55465	0.00043	0.130884	MTPN	136319	GSE4707_PEvC
A_24_P412512	0.00043	0.13095	NIN	51199	GSE4707_PEvC
A_23_P16006	0.00043	0.13095	ZNF600	162966	GSE4707_PEvC
A_23_P211047	0.00044	0.13095	BACH1	571	GSE4707_PEvC
A_24_P868583	0.00046	0.131103	ANKRD20A2	441430	GSE4707_PEvC
A_23_P354326	0.00047	0.131103	FLJ31713	158263	GSE4707_PEvC
A_23_P158725	0.00047	0.131103	SLC16A3	9123	GSE4707_PEvC
A_32_P104097	0.00047	0.131103	NA	NA	GSE4707_PEvC
A_23_P31816	0.00048	0.131103	DEFA3	1668	GSE4707_PEvC
A_24_P491087	0.00048	0.131103	LOC441244	NA	GSE4707_PEvC
A_32_P117185	0.00048	0.131103	LOC647322	NA	GSE4707_PEvC
A_24_P110564	0.00048	0.131103	NPIP	NA	GSE4707_PEvC
A_24_P315014	0.00048	0.131103	RP11-167P23.2	NA	GSE4707_PEvC
A_24_P148750	0.00048	0.131103	SH3BP5	9467	GSE4707_PEvC
A_32_P55438	0.00048	0.131103	NA	NA	GSE4707_PEvC
A_32_P115015	0.00049	0.131103	CDC42	998	GSE4707_PEvC
A_24_P937536	0.00049	0.131103	DOK3	79930	GSE4707_PEvC
A_23_P54846	0.00049	0.131103	HERPUD1	9709	GSE4707_PEvC
A_24_P481783	0.00049	0.131103	LOC390595	NA	GSE4707_PEvC
A_24_P274615	0.00051	0.131103	ARRDC3	57561	GSE4707_PEvC
A_23_P311050	0.00051	0.131103	FLJ36004	NA	GSE4707_PEvC
A_23_P339954	0.00051	0.131103	LOC440348	NA	GSE4707_PEvC
A_23_P13740	0.00051	0.131103	NAV3	89795	GSE4707_PEvC
A_32_P140823	0.00051	0.131103	NPIP	NA	GSE4707_PEvC
A_23_P19829	0.00051	0.131103	PILRB	29990	GSE4707_PEvC
A_23_P163546	0.00051	0.131103	TAF1C	9013	GSE4707_PEvC
A_32_P155841	0.00051	0.131103	NA	NA	GSE4707_PEvC
A_23_P75028	0.00052	0.131103	REEP3	221035	GSE4707_PEvC
A_23_P142424	0.00052	0.131103	TMEM149	NA	GSE4707_PEvC
A_32_P76247	0.00053	0.131103	HSPB1	3315	GSE4707_PEvC
A_23_P425704	0.00053	0.131103	PPARBP	NA	GSE4707_PEvC
A_24_P658584	0.00053	0.131103	SASH1	23328	GSE4707_PEvC
A_23_P160460	0.00053	0.131103	UAP1	6675	GSE4707_PEvC
A_23_P113393	0.00054	0.131103	APLN	8862	GSE4707_PEvC
A_24_P334361	0.00054	0.132202	FLJ20035	NA	GSE4707_PEvC
A_24_P476913	0.00054	0.131103	NA	NA	GSE4707_PEvC
A_24_P39211	0.00055	0.132202	ING1	3621	GSE4707_PEvC
A_32_P66222	0.00056	0.133679	ANKRD20A2	441430	GSE4707_PEvC
A_24_P162718	0.00056	0.133679	LMNA	4000	GSE4707_PEvC
A_23_P200477	0.00057	0.133679	ACBD3	64746	GSE4707_PEvC
A_23_P163178	0.00057	0.133679	CALM1	801	GSE4707_PEvC
A_24_P453740	0.00057	0.133827	DNAJA5	NA	GSE4707_PEvC
A_23_P150818	0.00057	0.133827	MBD6	114785	GSE4707_PEvC
A_23_P207170	0.00058	0.134192	CSH1	1442	GSE4707_PEvC
A_23_P121499	0.00058	0.133827	WFS1	7466	GSE4707_PEvC
A_23_P255535	0.00059	0.134192	ASMT	438	GSE4707_PEvC
A_23_P169529	0.00059	0.134192	HRB	NA	GSE4707_PEvC
A_24_P315921	0.00059	0.134192	LOC664727	NA	GSE4707_PEvC
A_23_P43273	6.00E-04	0.134192	EXT1	2131	GSE4707_PEvC
A_23_P109881	6.00E-04	0.134192	ITIH4	3700	GSE4707_PEvC
A_23_P103110	6.00E-04	0.134192	MAFF	23764	GSE4707_PEvC
A_23_P170857	0.00061	0.134192	IL1RAP	3556	GSE4707_PEvC
A_24_P24685	0.00061	0.134192	NA	NA	GSE4707_PEvC
A_24_P455100	0.00061	0.134192	NA	NA	GSE4707_PEvC
A_32_P198282	0.00061	0.134192	NA	NA	GSE4707_PEvC
A_23_P22027	0.00063	0.137759	INSIG1	3638	GSE4707_PEvC
A_23_P83328	0.00064	0.13804	ENG	2022	GSE4707_PEvC
A_23_P72643	0.00065	0.140106	ADAM9	8754	GSE4707_PEvC
A_24_P272594	0.00067	0.143048	MAPKBP1	23005	GSE4707_PEvC
A_24_P715865	0.00067	0.143048	NA	NA	GSE4707_PEvC
A_23_P73721	0.00068	0.143048	RRAGB	10325	GSE4707_PEvC
A_24_P176733	0.00069	0.143048	CCDC47	57003	GSE4707_PEvC
A_24_P895836	0.00069	0.143048	NA	NA	GSE4707_PEvC
A_32_P89087	0.00069	0.143048	NA	NA	GSE4707_PEvC
A_23_P53458	0.00071	0.145385	CORO1C	23603	GSE4707_PEvC
A_24_P910030	0.00071	0.145385	LOC644450	644450	GSE4707_PEvC
A_32_P87955	0.00071	0.145385	NA	NA	GSE4707_PEvC
A_23_P59261	0.00072	0.145426	TPBG	7162	GSE4707_PEvC
A_23_P78509	0.00073	0.145426	SFRS16	NA	GSE4707_PEvC
A_24_P211044	0.00074	0.145426	CSH1	1442	GSE4707_PEvC
A_23_P141974	0.00074	0.145426	TPM4	7171	GSE4707_PEvC
A_32_P166480	0.00075	0.145426	C9orf93	NA	GSE4707_PEvC
A_23_P363206	0.00075	0.145426	RBBP6	5930	GSE4707_PEvC
A_23_P433204	0.00075	0.145426	RHOT1	55288	GSE4707_PEvC
A_24_P188377	0.00076	0.145426	CD55	1604	GSE4707_PEvC
A_23_P66900	0.00076	0.145426	CDK5RAP3	80279	GSE4707_PEvC
A_23_P407992	0.00076	0.145426	CRAMP1L	NA	GSE4707_PEvC
A_23_P53891	0.00076	0.145426	KLF5	688	GSE4707_PEvC
A_32_P20982	0.00076	0.145426	LOC440353	NA	GSE4707_PEvC
A_23_P203888	0.00076	0.145426	MMP19	4327	GSE4707_PEvC
A_23_P343250	0.00076	0.145426	ZNF554	115196	GSE4707_PEvC
A_23_P149441	0.00077	0.145426	LOC51152	NA	GSE4707_PEvC
A_23_P389141	0.00077	0.145426	SLFNL1	200172	GSE4707_PEvC
A_32_P501400	0.00077	0.145426	TCP1	6950	GSE4707_PEvC
A_23_P307400	0.00078	0.145426	CCDC45	NA	GSE4707_PEvC
A_23_P378722	0.00078	0.145426	SAT	NA	GSE4707_PEvC
A_24_P395415	0.00078	0.145426	NA	NA	GSE4707_PEvC
A_23_P16976	0.00079	0.145426	ANXA4	307	GSE4707_PEvC
A_24_P86537	0.00079	0.145426	HSPB1	3315	GSE4707_PEvC
A_23_P311740	0.00079	0.145426	PARC	NA	GSE4707_PEvC
A_32_P24295	0.00079	0.145426	NA	NA	GSE4707_PEvC
A_23_P149509	8.00E-04	0.145487	HKR3	NA	GSE4707_PEvC
A_23_P54781	0.00081	0.145873	RBBP6	5930	GSE4707_PEvC
A_23_P424080	0.00081	0.145873	YIPF4	84272	GSE4707_PEvC
A_32_P105073	0.00081	0.145926	NA	NA	GSE4707_PEvC
A_24_P216421	0.00083	0.14795	DTNB	1838	GSE4707_PEvC
A_24_P278008	0.00084	0.14795	DCTN6	10671	GSE4707_PEvC
A_23_P118516	0.00084	0.148528	FAM18B	NA	GSE4707_PEvC
A_23_P64792	0.00084	0.14795	KCNMB4	27345	GSE4707_PEvC
A_23_P167384	0.00084	0.14795	TRIM23	373	GSE4707_PEvC
A_23_P211252	0.00085	0.149401	LSS	4047	GSE4707_PEvC
A_32_P69399	0.00086	0.150108	NA	NA	GSE4707_PEvC
A_24_P379939	0.00087	0.150678	TMEM113	NA	GSE4707_PEvC
A_24_P307306	0.00087	0.150527	NA	NA	GSE4707_PEvC
A_24_P332326	0.00088	0.150678	NA	NA	GSE4707_PEvC
A_23_P156017	0.00089	0.150678	GOLPH3	64083	GSE4707_PEvC
A_23_P93629	0.00089	0.150678	TRIM24	8805	GSE4707_PEvC
A_24_P42071	0.00089	0.150678	NA	NA	GSE4707_PEvC
A_32_P68350	0.00089	0.150678	NA	NA	GSE4707_PEvC
A_23_P114740	9.00E-04	0.150678	CFHR1	3078	GSE4707_PEvC
A_24_P249784	9.00E-04	0.150678	RAB6IP2	NA	GSE4707_PEvC
A_23_P157435	0.00091	0.150678	AZIN1	51582	GSE4707_PEvC
A_24_P272886	0.00091	0.150678	NA	NA	GSE4707_PEvC
A_23_P86570	0.00092	0.150678	ANXA7	310	GSE4707_PEvC
A_24_P414553	0.00092	0.150678	ARRDC3	57561	GSE4707_PEvC
A_23_P165727	0.00092	0.150678	GDF8	NA	GSE4707_PEvC
A_23_P167276	0.00092	0.150678	PAQR3	152559	GSE4707_PEvC
A_23_P140170	0.00092	0.150678	SEC23A	10484	GSE4707_PEvC
A_24_P370484	0.00093	0.150678	NA	NA	GSE4707_PEvC
A_24_P886966	0.00093	0.150678	NA	NA	GSE4707_PEvC
A_23_P311608	0.00094	0.150988	GOSR2	9570	GSE4707_PEvC
A_24_P119381	0.00094	0.150988	NA	NA	GSE4707_PEvC
A_24_P470809	0.00094	0.150988	NA	NA	GSE4707_PEvC
A_23_P432034	0.00095	0.151564	CCDC117	150275	GSE4707_PEvC
A_23_P167017	0.00096	0.151564	POPDC2	64091	GSE4707_PEvC
A_23_P254756	0.00097	0.151564	CD164	8763	GSE4707_PEvC
A_23_P218817	0.00097	0.151564	CPT1B	1375	GSE4707_PEvC
A_24_P314554	0.00097	0.151564	GOLGA2LY1	NA	GSE4707_PEvC
A_23_P111041	0.00097	0.151564	HIST1H2BI	8346	GSE4707_PEvC
A_23_P132936	0.00097	0.151564	SPCS3	60559	GSE4707_PEvC
A_23_P419051	0.00098	0.151564	PAPOLA	10914	GSE4707_PEvC
A_23_P135595	0.00099	0.151604	ING5	84289	GSE4707_PEvC
A_23_P206856	0.00099	0.151604	WDR59	79726	GSE4707_PEvC
A_23_P254111	0.001	0.151604	FBXO9	26268	GSE4707_PEvC
A_23_P97990	0.001	0.151604	HTRA1	5654	GSE4707_PEvC
A_23_P78342	0.001	0.151604	LMAN1	3998	GSE4707_PEvC
A_23_P60146	0.001	0.151604	PDGFRL	5157	GSE4707_PEvC
A_23_P4902	0.001	0.151604	SNRP70	NA	GSE4707_PEvC
A_24_P84608	0.00102	0.153347	LOC646609	NA	GSE4707_PEvC
A_24_P32735	0.00102	0.153347	NA	NA	GSE4707_PEvC
A_24_P832156	0.00103	0.153354	FAM120AOS	158293	GSE4707_PEvC
A_23_P168240	0.00103	0.153354	PRPF4B	8899	GSE4707_PEvC
A_24_P928949	0.00103	0.153354	NA	NA	GSE4707_PEvC
A_32_P120084	0.00105	0.153998	CCDC59	29080	GSE4707_PEvC
A_24_P145134	0.00105	0.153998	OSMR	9180	GSE4707_PEvC
A_24_P152968	0.00106	0.153998	AKR1C1	1645	GSE4707_PEvC
A_23_P210319	0.00106	0.153998	DTNB	1838	GSE4707_PEvC
A_24_P894132	0.00106	0.153998	LOC649290	NA	GSE4707_PEvC
A_24_P9346	0.00106	0.153998	SYNGAP1	8831	GSE4707_PEvC
A_23_P122387	0.00107	0.153998	MRPS18A	55168	GSE4707_PEvC
A_23_P123463	0.00107	0.153998	THEX1	NA	GSE4707_PEvC
A_23_P143964	0.00108	0.153998	SH3BP5	9467	GSE4707_PEvC
A_32_P139842	0.00108	0.153998	NA	NA	GSE4707_PEvC
A_32_P167471	0.00108	0.153998	NA	NA	GSE4707_PEvC
A_23_P207414	0.00109	0.154895	AARSD1	80755	GSE4707_PEvC
A_23_P392942	0.00109	0.154895	MSR1	4481	GSE4707_PEvC
A_32_P64928	0.0011	0.155125	NA	NA	GSE4707_PEvC
A_23_P129486	0.00111	0.156083	SEPX1	NA	GSE4707_PEvC
A_23_P329271	0.00112	0.156083	MC1R	4157	GSE4707_PEvC
A_23_P9932	0.00112	0.156083	PDCD4	27250	GSE4707_PEvC
A_23_P80594	0.00112	0.156083	PLCL2	23228	GSE4707_PEvC
A_23_P19192	0.00113	0.156176	LYPLA1	10434	GSE4707_PEvC
A_23_P34744	0.00114	0.156392	CTSK	1513	GSE4707_PEvC
A_32_P169754	0.00115	0.156392	YBX1	4904	GSE4707_PEvC
A_32_P179807	0.00115	0.156392	NA	NA	GSE4707_PEvC
A_32_P35433	0.00115	0.156392	NA	NA	GSE4707_PEvC
A_23_P210658	0.00116	0.156392	C20orf45	NA	GSE4707_PEvC
A_24_P341106	0.00116	0.156392	NA	NA	GSE4707_PEvC
A_24_P319675	0.00117	0.156392	RAB10	10890	GSE4707_PEvC
A_32_P13151	0.00117	0.156392	NA	NA	GSE4707_PEvC
A_24_P652033	0.00118	0.156392	DPY19L1P1	100129460	GSE4707_PEvC
A_23_P26004	0.00118	0.156392	NA	NA	GSE4707_PEvC
A_24_P930088	0.00118	0.156392	NA	NA	GSE4707_PEvC
A_23_P109201	0.00119	0.156392	C20orf3	NA	GSE4707_PEvC
A_23_P112798	0.00119	0.156392	CRIP2	1397	GSE4707_PEvC
A_23_P135990	0.00119	0.156392	SLCO2A1	6578	GSE4707_PEvC
A_32_P145385	0.00119	0.156392	NA	NA	GSE4707_PEvC
A_32_P150836	0.00119	0.156392	NA	NA	GSE4707_PEvC
A_32_P213002	0.00119	0.156392	NA	NA	GSE4707_PEvC
A_23_P122655	0.0012	0.156392	FLJ13744	NA	GSE4707_PEvC
A_23_P306933	0.0012	0.156392	PPTC7	160760	GSE4707_PEvC
A_23_P103486	0.00121	0.156392	CYP2J2	1573	GSE4707_PEvC
A_32_P216820	0.00121	0.156392	NA	NA	GSE4707_PEvC
A_24_P178167	0.00122	0.157037	NA	NA	GSE4707_PEvC
A_23_P217151	0.00123	0.157885	ZNF673	NA	GSE4707_PEvC
A_23_P136753	0.00123	0.157885	NA	NA	GSE4707_PEvC
A_23_P66798	0.00124	0.157885	KRT19	3880	GSE4707_PEvC
A_24_P219140	0.00124	0.157885	YY1	7528	GSE4707_PEvC
A_24_P344100	0.00125	0.157885	BRF1	2972	GSE4707_PEvC
A_24_P647146	0.00125	0.157885	HDAC7A	NA	GSE4707_PEvC
A_23_P120644	0.00125	0.157885	NA	NA	GSE4707_PEvC
A_23_P159076	0.00126	0.157928	SLC17A8	246213	GSE4707_PEvC
A_23_P32217	0.00126	0.157885	TOPORS	10210	GSE4707_PEvC
A_24_P490911	0.00126	0.157885	NA	NA	GSE4707_PEvC
A_24_P106681	0.00127	0.158607	YWHAG	7532	GSE4707_PEvC
A_24_P724807	0.00127	0.158607	NA	NA	GSE4707_PEvC
A_23_P252855	0.00129	0.16005	BXDC2	NA	GSE4707_PEvC
A_23_P19210	0.0013	0.16005	BXDC1	NA	GSE4707_PEvC
A_24_P224727	0.0013	0.16005	CEBPA	1050	GSE4707_PEvC
A_23_P305100	0.00132	0.16192	KIAA1919	NA	GSE4707_PEvC
A_24_P68088	0.00133	0.162815	TCAM1	NA	GSE4707_PEvC
A_23_P73096	0.00133	0.162493	NA	NA	GSE4707_PEvC
A_24_P21752	0.00134	0.162815	TBRG1	84897	GSE4707_PEvC
A_23_P206945	0.00135	0.16301	ACOX1	51	GSE4707_PEvC
A_24_P109071	0.00136	0.16301	KIF27	55582	GSE4707_PEvC
A_24_P20200	0.00136	0.16301	PLEKHB2	55041	GSE4707_PEvC
A_24_P216765	0.00136	0.16301	TOMM20	9804	GSE4707_PEvC
A_23_P39131	0.00137	0.16301	GLTSCR2	NA	GSE4707_PEvC
A_23_P406957	0.00137	0.16301	WDR85	NA	GSE4707_PEvC
A_24_P49747	0.00137	0.16301	NA	NA	GSE4707_PEvC
A_24_P272352	0.00139	0.16301	LOC649125	NA	GSE4707_PEvC
A_32_P178945	0.00139	0.16301	YOD1	55432	GSE4707_PEvC
A_23_P74595	0.0014	0.16301	CSDE1	7812	GSE4707_PEvC
A_23_P87401	0.0014	0.16301	GDPD5	81544	GSE4707_PEvC
A_24_P101651	0.0014	0.16301	NA	NA	GSE4707_PEvC
A_24_P33385	0.0014	0.16301	NA	NA	GSE4707_PEvC
A_24_P519638	0.00141	0.16301	LHX4	89884	GSE4707_PEvC
A_24_P161773	0.00141	0.16301	NA	NA	GSE4707_PEvC
A_23_P391725	0.00142	0.16301	DR1	1810	GSE4707_PEvC
A_24_P185421	0.00142	0.16301	FLJ10781	NA	GSE4707_PEvC
A_23_P48166	0.00142	0.16301	PTK9	NA	GSE4707_PEvC
A_24_P940426	0.00142	0.16301	QKI	9444	GSE4707_PEvC
A_23_P366468	0.00142	0.16301	NA	NA	GSE4707_PEvC
A_24_P1919	0.00143	0.16301	NF1	4763	GSE4707_PEvC
A_24_P910262	0.00143	0.16301	NA	NA	GSE4707_PEvC
A_32_P10083	0.00143	0.16301	NA	NA	GSE4707_PEvC
A_23_P163258	0.00144	0.163474	PARP6	56965	GSE4707_PEvC
A_23_P252403	0.00145	0.163474	COMMD10	51397	GSE4707_PEvC
A_32_P8813	0.00145	0.163474	LOC283663	NA	GSE4707_PEvC
A_23_P165582	0.00145	0.163474	PLCL1	5334	GSE4707_PEvC
A_24_P170103	0.00145	0.163474	NA	NA	GSE4707_PEvC
A_23_P165494	0.00146	0.163486	GORASP2	26003	GSE4707_PEvC
A_32_P228784	0.00146	0.163486	PPP4R2	151987	GSE4707_PEvC
A_23_P88963	0.00148	0.164488	ALDOA	226	GSE4707_PEvC
A_24_P415618	0.00148	0.164488	MLXIP	22877	GSE4707_PEvC
A_23_P346969	0.00149	0.164488	PIK3CB	5291	GSE4707_PEvC
A_23_P83414	0.00149	0.164488	PPP1CB	5500	GSE4707_PEvC
A_23_P154256	0.00149	0.164488	RBED1	NA	GSE4707_PEvC
A_23_P116743	0.0015	0.164488	LOC338799	NA	GSE4707_PEvC
A_23_P162795	0.0015	0.164635	SUGT1	10910	GSE4707_PEvC
A_32_P127492	0.00151	0.165051	NA	NA	GSE4707_PEvC
