probe	pvalue	adj.pvalue	symbol	entrez	group
ILMN_1788149	1.00E-05	0.0082	NEK11	79858	GSE35574_PEvC
ILMN_1813645	1.00E-05	0.008532	NEK11	79858	GSE35574_PEvC
ILMN_1815639	1.00E-05	0.008249	PERQ1	NA	GSE35574_PEvC
ILMN_1814074	1.00E-05	0.007094	PHKA2	5256	GSE35574_PEvC
ILMN_1711748	1.00E-05	0.009815	PLTP	5360	GSE35574_PEvC
ILMN_1797534	1.00E-05	0.011836	RIOK1	83732	GSE35574_PEvC
ILMN_1720703	1.00E-05	0.011497	SLC25A3	5250	GSE35574_PEvC
ILMN_1745778	1.00E-05	0.011497	SLC45A4	57210	GSE35574_PEvC
ILMN_1655740	1.00E-05	0.008251	SNAI2	6591	GSE35574_PEvC
ILMN_1866954	1.00E-05	0.009815	NA	NA	GSE35574_PEvC
ILMN_1788022	2.00E-05	0.013582	CDKAL1	54901	GSE35574_PEvC
ILMN_1724363	2.00E-05	0.014396	CSNK1E	1454	GSE35574_PEvC
ILMN_1656501	2.00E-05	0.012739	DUSP5	1847	GSE35574_PEvC
ILMN_1678170	2.00E-05	0.015003	MME	4311	GSE35574_PEvC
ILMN_1781966	2.00E-05	0.015003	OSBP2	23762	GSE35574_PEvC
ILMN_1670633	2.00E-05	0.015003	RPL38	6169	GSE35574_PEvC
ILMN_1795317	2.00E-05	0.014396	SCAND1	51282	GSE35574_PEvC
ILMN_1728432	2.00E-05	0.014462	SEMA4C	54910	GSE35574_PEvC
ILMN_1687519	2.00E-05	0.012739	SNAP23	8773	GSE35574_PEvC
ILMN_1715705	2.00E-05	0.013539	SSNA1	8636	GSE35574_PEvC
ILMN_1681245	2.00E-05	0.014396	ST14	6768	GSE35574_PEvC
ILMN_1758679	2.00E-05	0.014396	TMEM168	64418	GSE35574_PEvC
ILMN_1667510	3.00E-05	0.019325	C12orf65	91574	GSE35574_PEvC
ILMN_1688580	3.00E-05	0.019325	CAMP	820	GSE35574_PEvC
ILMN_1757350	3.00E-05	0.018186	CTNNB1	1499	GSE35574_PEvC
ILMN_1803856	3.00E-05	0.019325	DKFZp586I1420	NA	GSE35574_PEvC
ILMN_1712112	3.00E-05	0.01874	DSCR1	NA	GSE35574_PEvC
ILMN_1685000	3.00E-05	0.019311	EPS8L1	54869	GSE35574_PEvC
ILMN_1784709	3.00E-05	0.017577	GNPDA1	10007	GSE35574_PEvC
ILMN_1675584	3.00E-05	0.018338	HTRA4	203100	GSE35574_PEvC
ILMN_1771182	3.00E-05	0.017577	LOC643430	NA	GSE35574_PEvC
ILMN_1783684	3.00E-05	0.017577	LOC648695	NA	GSE35574_PEvC
ILMN_1668247	3.00E-05	0.018866	LTC4S	4056	GSE35574_PEvC
ILMN_1788955	3.00E-05	0.017577	PDLIM1	9124	GSE35574_PEvC
ILMN_1786021	3.00E-05	0.019325	PRKAB2	5565	GSE35574_PEvC
ILMN_1665994	3.00E-05	0.01874	SILV	NA	GSE35574_PEvC
ILMN_1660186	3.00E-05	0.017577	SYF2	25949	GSE35574_PEvC
ILMN_1754579	3.00E-05	0.017577	SYNE2	23224	GSE35574_PEvC
ILMN_1654737	3.00E-05	0.01874	TRIM32	22954	GSE35574_PEvC
ILMN_1813073	3.00E-05	0.017577	UBE2Z	65264	GSE35574_PEvC
ILMN_1738514	4.00E-05	0.021835	C7orf47	NA	GSE35574_PEvC
ILMN_1717163	4.00E-05	0.021835	F13A1	2162	GSE35574_PEvC
ILMN_1739441	4.00E-05	0.02002	GANAB	23193	GSE35574_PEvC
ILMN_1797728	4.00E-05	0.020099	HMGCS1	3157	GSE35574_PEvC
ILMN_1776088	4.00E-05	0.022339	NAT9	26151	GSE35574_PEvC
ILMN_1757384	4.00E-05	0.019751	RAN	5901	GSE35574_PEvC
ILMN_1786750	4.00E-05	0.019908	TAF5L	27097	GSE35574_PEvC
ILMN_1804033	4.00E-05	0.019576	TRIP10	9322	GSE35574_PEvC
ILMN_1800750	4.00E-05	0.019576	ZNF692	55657	GSE35574_PEvC
ILMN_1761058	5.00E-05	0.02377	ACAD11	84129	GSE35574_PEvC
ILMN_1704550	5.00E-05	0.02377	AZIN1	51582	GSE35574_PEvC
ILMN_1746396	5.00E-05	0.022339	CTNNB1	1499	GSE35574_PEvC
ILMN_1797425	5.00E-05	0.02377	DDX55	57696	GSE35574_PEvC
ILMN_1715241	5.00E-05	0.02377	HDAC9	9734	GSE35574_PEvC
ILMN_1714741	5.00E-05	0.02377	LOC346887	NA	GSE35574_PEvC
ILMN_1678522	5.00E-05	0.022339	LOC644934	NA	GSE35574_PEvC
ILMN_1812827	5.00E-05	0.022339	LOC649667	NA	GSE35574_PEvC
ILMN_1725981	5.00E-05	0.022964	LOC654189	NA	GSE35574_PEvC
ILMN_1758798	5.00E-05	0.022964	LOC728734	NA	GSE35574_PEvC
ILMN_1800276	5.00E-05	0.022339	LOC728913	NA	GSE35574_PEvC
ILMN_1717219	5.00E-05	0.022339	MGC12966	NA	GSE35574_PEvC
ILMN_1792002	5.00E-05	0.02377	PAPPA2	60676	GSE35574_PEvC
ILMN_1667519	5.00E-05	0.02377	RRAS2	22800	GSE35574_PEvC
ILMN_1674421	5.00E-05	0.023222	TM9SF4	9777	GSE35574_PEvC
ILMN_1692168	5.00E-05	0.022964	UBE2Z	65264	GSE35574_PEvC
ILMN_1663173	6.00E-05	0.024273	LOC442582	NA	GSE35574_PEvC
ILMN_1800131	6.00E-05	0.024591	LOC652826	NA	GSE35574_PEvC
ILMN_1793033	6.00E-05	0.024275	RBM28	55131	GSE35574_PEvC
ILMN_1706217	6.00E-05	0.025257	TLR4	7099	GSE35574_PEvC
ILMN_1664537	6.00E-05	0.025257	USP11	8237	GSE35574_PEvC
ILMN_1660868	6.00E-05	0.024511	ZBTB8OS	339487	GSE35574_PEvC
ILMN_1897247	6.00E-05	0.024273	NA	NA	GSE35574_PEvC
ILMN_1675709	7.00E-05	0.027233	ARFGAP1	55738	GSE35574_PEvC
ILMN_1768973	7.00E-05	0.026195	HIST2H2AC	8338	GSE35574_PEvC
ILMN_1731349	7.00E-05	0.02687	HOXA13	3209	GSE35574_PEvC
ILMN_1759155	7.00E-05	0.027245	IFIT1L	NA	GSE35574_PEvC
ILMN_1793384	7.00E-05	0.026195	JAK1	3716	GSE35574_PEvC
ILMN_1700203	7.00E-05	0.026195	KIAA1984	NA	GSE35574_PEvC
ILMN_1674254	7.00E-05	0.026435	OS9	10956	GSE35574_PEvC
ILMN_1742922	7.00E-05	0.026576	PRIM2A	NA	GSE35574_PEvC
ILMN_1687887	7.00E-05	0.027428	PSMC4	5704	GSE35574_PEvC
ILMN_1806349	7.00E-05	0.02687	SLC6A8	6535	GSE35574_PEvC
ILMN_1764087	7.00E-05	0.02687	SYPL1	6856	GSE35574_PEvC
ILMN_1826776	7.00E-05	0.02687	NA	NA	GSE35574_PEvC
ILMN_1712522	8.00E-05	0.027724	CEACAM6	4680	GSE35574_PEvC
ILMN_1753243	8.00E-05	0.027907	DNAJB11	51726	GSE35574_PEvC
ILMN_1768127	8.00E-05	0.027729	EBNA1BP2	10969	GSE35574_PEvC
ILMN_1685470	8.00E-05	0.027866	LEP	3952	GSE35574_PEvC
ILMN_1718063	8.00E-05	0.027642	LIPA	3988	GSE35574_PEvC
ILMN_1689257	8.00E-05	0.027642	MAEA	10296	GSE35574_PEvC
ILMN_1691809	8.00E-05	0.029282	PSMA1	5682	GSE35574_PEvC
ILMN_1726783	8.00E-05	0.027729	RNASEH1	246243	GSE35574_PEvC
ILMN_1653501	8.00E-05	0.028887	SEMA3B	7869	GSE35574_PEvC
ILMN_1785644	9.00E-05	0.029689	C20orf29	NA	GSE35574_PEvC
ILMN_1682812	9.00E-05	0.030764	C21orf33	8209	GSE35574_PEvC
ILMN_1705814	9.00E-05	0.030239	KRT80	144501	GSE35574_PEvC
ILMN_1712452	9.00E-05	0.030764	MPHOSPH1	NA	GSE35574_PEvC
ILMN_1704870	9.00E-05	0.030239	PGLYRP1	8993	GSE35574_PEvC
ILMN_1674302	9.00E-05	0.030239	PPAT	5471	GSE35574_PEvC
ILMN_1843369	9.00E-05	0.030539	NA	NA	GSE35574_PEvC
ILMN_1716790	1.00E-04	0.031501	APBB2	323	GSE35574_PEvC
ILMN_1680799	1.00E-04	0.033748	LOC642366	642366	GSE35574_PEvC
ILMN_1755138	1.00E-04	0.031501	NEK8	284086	GSE35574_PEvC
ILMN_1734652	0.00011	0.034564	ARHGAP27	201176	GSE35574_PEvC
ILMN_1805519	0.00011	0.033965	CD24	100133941	GSE35574_PEvC
ILMN_1791580	0.00011	0.034564	FXYD3	5349	GSE35574_PEvC
ILMN_1703894	0.00011	0.034564	GIYD2	NA	GSE35574_PEvC
ILMN_1695435	0.00011	0.034564	LOC653610	NA	GSE35574_PEvC
ILMN_1651936	0.00011	0.034564	SETD8	NA	GSE35574_PEvC
ILMN_1803045	0.00011	0.034564	TUBGCP5	114791	GSE35574_PEvC
ILMN_1777296	0.00012	0.035696	ACTB	60	GSE35574_PEvC
ILMN_1664993	0.00012	0.035695	GIYD2	NA	GSE35574_PEvC
ILMN_1746457	0.00012	0.036329	GTF3C2	2976	GSE35574_PEvC
ILMN_1678165	0.00012	0.036838	LSM7	51690	GSE35574_PEvC
ILMN_1704250	0.00012	0.03696	RPS13	6207	GSE35574_PEvC
ILMN_1762294	0.00013	0.038382	ADAMTSL4	54507	GSE35574_PEvC
ILMN_1653774	0.00013	0.037694	LOC200312	NA	GSE35574_PEvC
ILMN_1701267	0.00013	0.038382	LOC283755	NA	GSE35574_PEvC
ILMN_1730679	0.00013	0.037203	TNPO3	23534	GSE35574_PEvC
ILMN_1691188	0.00013	0.038885	UIMC1	51720	GSE35574_PEvC
ILMN_1652431	0.00014	0.038885	CA1	759	GSE35574_PEvC
ILMN_1670844	0.00014	0.03946	OPN3	23596	GSE35574_PEvC
ILMN_1712455	0.00014	0.038885	RBM4	5936	GSE35574_PEvC
ILMN_1657554	0.00014	0.040097	TSPYL2	64061	GSE35574_PEvC
ILMN_1862070	0.00014	0.039866	NA	NA	GSE35574_PEvC
ILMN_1866884	0.00014	0.038885	NA	NA	GSE35574_PEvC
ILMN_1911721	0.00014	0.038885	NA	NA	GSE35574_PEvC
ILMN_1672797	0.00015	0.040139	BCL6B	255877	GSE35574_PEvC
ILMN_1681914	0.00015	0.040139	CCNC	892	GSE35574_PEvC
ILMN_1808707	0.00015	0.040139	FSCN1	6624	GSE35574_PEvC
ILMN_1654465	0.00015	0.040139	GPI	2821	GSE35574_PEvC
ILMN_1667711	0.00015	0.040139	HRASLS3	NA	GSE35574_PEvC
ILMN_1795839	0.00015	0.040139	SCCPDH	51097	GSE35574_PEvC
ILMN_1743655	0.00015	0.040529	TMED9	54732	GSE35574_PEvC
ILMN_1883317	0.00015	0.040139	NA	NA	GSE35574_PEvC
ILMN_1745788	0.00016	0.041425	CX3CR1	1524	GSE35574_PEvC
ILMN_1657409	0.00016	0.041425	dJ222E13.2	NA	GSE35574_PEvC
ILMN_1676247	0.00016	0.041206	JPH2	57158	GSE35574_PEvC
ILMN_1796130	0.00016	0.041425	LOC221710	NA	GSE35574_PEvC
ILMN_1776105	0.00016	0.042225	PSPH	5723	GSE35574_PEvC
ILMN_1813870	0.00016	0.041206	TCL6	27004	GSE35574_PEvC
ILMN_1685235	0.00016	0.042053	TSFM	10102	GSE35574_PEvC
ILMN_1669928	0.00017	0.042386	ARHGEF16	27237	GSE35574_PEvC
ILMN_1787844	0.00017	0.042481	C19orf10	NA	GSE35574_PEvC
ILMN_1782788	0.00017	0.042225	CSDA	NA	GSE35574_PEvC
ILMN_1710078	0.00017	0.042225	GPR178	NA	GSE35574_PEvC
ILMN_1681092	0.00017	0.043473	LOC651316	NA	GSE35574_PEvC
ILMN_1716336	0.00018	0.043473	CKAP5	9793	GSE35574_PEvC
ILMN_1706015	0.00018	0.043473	FAM43A	131583	GSE35574_PEvC
ILMN_1674337	0.00018	0.044043	FKBP2	2286	GSE35574_PEvC
ILMN_1756443	0.00018	0.043745	INHA	3623	GSE35574_PEvC
ILMN_1689747	0.00018	0.044043	NOL8	55035	GSE35574_PEvC
ILMN_1750108	0.00018	0.044043	SEC22C	9117	GSE35574_PEvC
ILMN_1804673	0.00018	0.043977	SLC16A4	9122	GSE35574_PEvC
ILMN_1835717	0.00018	0.044043	NA	NA	GSE35574_PEvC
ILMN_1774600	0.00019	0.046015	C10orf28	NA	GSE35574_PEvC
ILMN_1813120	0.00019	0.044894	MAP4K3	8491	GSE35574_PEvC
ILMN_1663149	0.00019	0.044747	SRP54	6729	GSE35574_PEvC
ILMN_1711102	2.00E-04	0.046685	B3GNT2	10678	GSE35574_PEvC
ILMN_1672357	2.00E-04	0.046685	MIZF	NA	GSE35574_PEvC
ILMN_1760441	2.00E-04	0.046373	MRPS5	64969	GSE35574_PEvC
ILMN_1810864	2.00E-04	0.046685	PMP22	5376	GSE35574_PEvC
ILMN_1747598	2.00E-04	0.046685	PPP1R11	6992	GSE35574_PEvC
ILMN_1703886	2.00E-04	0.046685	SLC16A2	6567	GSE35574_PEvC
ILMN_1651826	0.00021	0.048428	BASP1	10409	GSE35574_PEvC
ILMN_1696043	0.00022	0.049626	C14orf58	NA	GSE35574_PEvC
ILMN_1755383	0.00022	0.049708	LRRC1	55227	GSE35574_PEvC
ILMN_1732725	0.00022	0.0492	SAPS3	NA	GSE35574_PEvC
ILMN_1711608	0.00022	0.048932	SSBP2	23635	GSE35574_PEvC
ILMN_1721134	0.00022	0.04949	TGM1	7051	GSE35574_PEvC
ILMN_1736911	0.00022	0.048932	TMOD1	7111	GSE35574_PEvC
ILMN_1788192	0.00023	0.050005	ARMCX1	51309	GSE35574_PEvC
ILMN_1655930	0.00023	0.050005	ELL2	22936	GSE35574_PEvC
ILMN_1707631	0.00023	0.050005	MED10	84246	GSE35574_PEvC
ILMN_1687392	0.00023	0.050005	NRK	203447	GSE35574_PEvC
ILMN_1749044	0.00023	0.050005	PVRL4	NA	GSE35574_PEvC
ILMN_1818621	0.00023	0.050005	NA	NA	GSE35574_PEvC
ILMN_1762825	0.00024	0.050005	CANX	821	GSE35574_PEvC
ILMN_1688034	0.00024	0.050005	COIL	8161	GSE35574_PEvC
ILMN_1736752	0.00024	0.050005	COMTD1	118881	GSE35574_PEvC
ILMN_1656931	0.00024	0.050005	GIMAP6	474344	GSE35574_PEvC
ILMN_1669669	0.00024	0.050005	KCMF1	56888	GSE35574_PEvC
ILMN_1690909	0.00024	0.050005	LOC440498	NA	GSE35574_PEvC
ILMN_1687521	0.00024	0.050005	LOC653037	NA	GSE35574_PEvC
ILMN_1660723	0.00024	0.050005	RDH13	112724	GSE35574_PEvC
ILMN_1870434	0.00024	0.050753	NA	NA	GSE35574_PEvC
ILMN_1696699	0.00025	0.050858	C6orf60	NA	GSE35574_PEvC
ILMN_1774287	0.00025	0.050858	CFB	629	GSE35574_PEvC
ILMN_1671473	0.00025	0.050858	EHD3	30845	GSE35574_PEvC
ILMN_1725661	0.00025	0.050858	LOC728358	NA	GSE35574_PEvC
ILMN_1703102	0.00025	0.050829	LOC731777	NA	GSE35574_PEvC
ILMN_1803632	0.00025	0.050858	NDUFA12	55967	GSE35574_PEvC
ILMN_1711928	0.00026	0.052924	FLJ20920	NA	GSE35574_PEvC
ILMN_1773183	0.00026	0.052924	LOC116412	NA	GSE35574_PEvC
ILMN_1883559	0.00026	0.052924	NA	NA	GSE35574_PEvC
ILMN_1773040	0.00027	0.052941	PCDHB18	NA	GSE35574_PEvC
ILMN_1741632	0.00027	0.052941	RAB3IL1	5866	GSE35574_PEvC
ILMN_1759863	0.00027	0.053262	RTDR1	NA	GSE35574_PEvC
ILMN_1684620	0.00027	0.053015	SPAG4	6676	GSE35574_PEvC
ILMN_1658312	0.00028	0.053983	CD37	951	GSE35574_PEvC
ILMN_1753347	0.00028	0.053983	DEFA4	1669	GSE35574_PEvC
ILMN_1752665	0.00028	0.054833	ELMO3	79767	GSE35574_PEvC
ILMN_1730670	0.00028	0.054225	FSTL3	10272	GSE35574_PEvC
ILMN_1726743	0.00028	0.053957	MRPS30	10884	GSE35574_PEvC
ILMN_1688231	0.00028	0.053957	TREM1	54210	GSE35574_PEvC
ILMN_1788377	0.00029	0.055789	COL27A1	85301	GSE35574_PEvC
ILMN_1779663	0.00029	0.055471	CXorf34	NA	GSE35574_PEvC
ILMN_1815874	0.00029	0.055789	NANS	54187	GSE35574_PEvC
ILMN_1760027	0.00029	0.055471	WAS	7454	GSE35574_PEvC
ILMN_1750800	3.00E-04	0.055906	ACO1	48	GSE35574_PEvC
ILMN_1703617	3.00E-04	0.055906	AHSA1	10598	GSE35574_PEvC
ILMN_1691916	3.00E-04	0.055861	KIAA1919	NA	GSE35574_PEvC
ILMN_1709033	3.00E-04	0.055906	LOC650509	NA	GSE35574_PEvC
ILMN_1689445	3.00E-04	0.055906	POLR2H	5437	GSE35574_PEvC
ILMN_1787093	3.00E-04	0.055906	SRCRB4D	NA	GSE35574_PEvC
ILMN_1765326	0.00031	0.056424	DGKD	8527	GSE35574_PEvC
ILMN_1774272	0.00031	0.056639	ESRRA	2101	GSE35574_PEvC
ILMN_1887174	0.00031	0.057597	NA	NA	GSE35574_PEvC
ILMN_1775743	0.00032	0.057931	BTG1	694	GSE35574_PEvC
ILMN_1680367	0.00032	0.058105	C10orf90	118611	GSE35574_PEvC
ILMN_1891698	0.00032	0.058621	NA	NA	GSE35574_PEvC
ILMN_1810810	0.00033	0.059863	EEF1A1	1915	GSE35574_PEvC
ILMN_1806106	0.00033	0.059176	GNL3	26354	GSE35574_PEvC
ILMN_1764362	0.00033	0.058676	LYAR	55646	GSE35574_PEvC
ILMN_1658460	0.00034	0.060831	FUSIP1	NA	GSE35574_PEvC
ILMN_1658044	0.00034	0.060831	LOC648814	NA	GSE35574_PEvC
ILMN_1709795	0.00034	0.060933	RAC2	5880	GSE35574_PEvC
ILMN_1672969	0.00035	0.06199	C3orf52	79669	GSE35574_PEvC
ILMN_1860175	0.00035	0.061773	NA	NA	GSE35574_PEvC
ILMN_1902493	0.00035	0.061773	NA	NA	GSE35574_PEvC
ILMN_1684278	0.00036	0.062261	SNORD38A	94162	GSE35574_PEvC
ILMN_1756705	0.00037	0.063704	CHTF18	63922	GSE35574_PEvC
ILMN_1813893	0.00037	0.063105	DDX43	55510	GSE35574_PEvC
ILMN_1811392	0.00037	0.063105	HMHA1	NA	GSE35574_PEvC
ILMN_1682793	0.00037	0.063704	LOC727957	NA	GSE35574_PEvC
ILMN_1677843	0.00037	0.063105	RAB24	53917	GSE35574_PEvC
ILMN_1720181	0.00038	0.063704	CLSTN1	22883	GSE35574_PEvC
ILMN_1739199	0.00038	0.063704	FLJ00038	NA	GSE35574_PEvC
ILMN_1776963	0.00038	0.063704	LMAN2	10960	GSE35574_PEvC
ILMN_1697665	0.00038	0.063704	LOC653972	NA	GSE35574_PEvC
ILMN_1679357	0.00038	0.063704	LOC728358	NA	GSE35574_PEvC
ILMN_1782890	0.00038	0.063704	SLC25A3	5250	GSE35574_PEvC
ILMN_1698987	0.00038	0.063704	THOC4	NA	GSE35574_PEvC
ILMN_1707084	0.00038	0.063704	UBE2D4	51619	GSE35574_PEvC
ILMN_1743519	0.00039	0.063704	ADORA2A	135	GSE35574_PEvC
ILMN_1768399	0.00039	0.063704	ARFIP1	27236	GSE35574_PEvC
ILMN_1678308	0.00039	0.063704	ATP6V1F	9296	GSE35574_PEvC
ILMN_1805638	0.00039	0.063704	CFHR2	3080	GSE35574_PEvC
ILMN_1716461	0.00039	0.063704	LGI4	163175	GSE35574_PEvC
ILMN_1661366	0.00039	0.063848	LOC643576	643576	GSE35574_PEvC
ILMN_1773389	0.00039	0.063924	PLTP	5360	GSE35574_PEvC
ILMN_1772981	4.00E-04	0.063924	EPN1	29924	GSE35574_PEvC
ILMN_1710917	4.00E-04	0.063924	WTIP	126374	GSE35574_PEvC
ILMN_1778803	4.00E-04	0.06473	ZFAND6	54469	GSE35574_PEvC
ILMN_1767144	4.00E-04	0.063924	ZNF767	NA	GSE35574_PEvC
ILMN_1701386	0.00041	0.065591	ALS2CR2	NA	GSE35574_PEvC
ILMN_1800837	0.00041	0.065438	CFDP1	10428	GSE35574_PEvC
ILMN_1747112	0.00041	0.065684	LOC440895	440895	GSE35574_PEvC
ILMN_1727004	0.00042	0.065876	MRPL14	64928	GSE35574_PEvC
ILMN_1671696	0.00042	0.066478	PSMF1	9491	GSE35574_PEvC
ILMN_1664231	0.00042	0.066471	TIMM23	100287932	GSE35574_PEvC
ILMN_1894072	0.00042	0.066478	NA	NA	GSE35574_PEvC
ILMN_1790271	0.00043	0.067029	EEF1B2	1933	GSE35574_PEvC
ILMN_1651406	0.00043	0.066478	PPP1R14B	26472	GSE35574_PEvC
ILMN_1723586	0.00043	0.06722	TMEM4	NA	GSE35574_PEvC
ILMN_1721432	0.00044	0.067945	B3GAT3	26229	GSE35574_PEvC
ILMN_1806149	0.00044	0.068028	C16orf74	404550	GSE35574_PEvC
ILMN_1785528	0.00044	0.068158	LOC653635	NA	GSE35574_PEvC
ILMN_1814465	0.00045	0.068699	UBE2G1	7326	GSE35574_PEvC
ILMN_1897676	0.00045	0.068222	NA	NA	GSE35574_PEvC
ILMN_1900645	0.00045	0.068222	NA	NA	GSE35574_PEvC
ILMN_1790962	0.00046	0.0696	FLJ45909	NA	GSE35574_PEvC
ILMN_1725079	0.00046	0.069586	TSPAN31	6302	GSE35574_PEvC
ILMN_1786229	0.00046	0.069675	WIPF2	147179	GSE35574_PEvC
ILMN_1836550	0.00046	0.069713	NA	NA	GSE35574_PEvC
ILMN_1712009	0.00047	0.070605	MIB2	142678	GSE35574_PEvC
ILMN_1685582	0.00047	0.070284	MYT1L	23040	GSE35574_PEvC
ILMN_1707070	0.00047	0.070284	PCOLCE	5118	GSE35574_PEvC
ILMN_1695991	0.00048	0.071543	COLQ	8292	GSE35574_PEvC
ILMN_1800796	0.00048	0.071717	RPL37	6167	GSE35574_PEvC
ILMN_1810856	0.00049	0.071998	HDAC5	10014	GSE35574_PEvC
ILMN_1800855	0.00049	0.072511	PPTC7	160760	GSE35574_PEvC
ILMN_1751901	0.00049	0.071717	TMEM163	81615	GSE35574_PEvC
ILMN_1653165	5.00E-04	0.072511	AAMP	14	GSE35574_PEvC
ILMN_1664367	5.00E-04	0.072511	COQ6	51004	GSE35574_PEvC
ILMN_1808391	5.00E-04	0.072511	DUSP4	1846	GSE35574_PEvC
ILMN_1673380	5.00E-04	0.072511	GNG12	55970	GSE35574_PEvC
ILMN_1697845	5.00E-04	0.072511	GNRH2	2797	GSE35574_PEvC
ILMN_1676721	5.00E-04	0.072511	NF2	4771	GSE35574_PEvC
ILMN_1807925	0.00051	0.072524	GNG2	54331	GSE35574_PEvC
ILMN_1679042	0.00051	0.072833	LOC645937	645937	GSE35574_PEvC
ILMN_1753002	0.00051	0.072524	RAB2B	84932	GSE35574_PEvC
ILMN_1863738	0.00051	0.073085	NA	NA	GSE35574_PEvC
ILMN_1737650	0.00052	0.073625	DIO2	1734	GSE35574_PEvC
ILMN_1669607	0.00052	0.073348	PHKG2	5261	GSE35574_PEvC
ILMN_1766165	0.00052	0.073625	SNCA	6622	GSE35574_PEvC
ILMN_1827011	0.00052	0.073511	NA	NA	GSE35574_PEvC
ILMN_1694325	0.00053	0.074817	NFIX	4784	GSE35574_PEvC
ILMN_1747347	0.00054	0.074817	C17orf60	NA	GSE35574_PEvC
ILMN_1703108	0.00054	0.075429	UBE2L6	9246	GSE35574_PEvC
ILMN_1804841	0.00054	0.074817	WWOX	51741	GSE35574_PEvC
ILMN_1660554	0.00055	0.075829	LOC727901	NA	GSE35574_PEvC
ILMN_1775183	0.00056	0.077073	CBX8	57332	GSE35574_PEvC
ILMN_1707534	0.00056	0.077531	NKRF	55922	GSE35574_PEvC
ILMN_1696463	0.00056	0.077531	SPI1	6688	GSE35574_PEvC
ILMN_1651872	0.00056	0.077231	UBIAD1	29914	GSE35574_PEvC
ILMN_1676891	0.00057	0.077751	CDC2L6	NA	GSE35574_PEvC
ILMN_1683682	0.00057	0.077751	DAGLA	747	GSE35574_PEvC
ILMN_1671292	0.00057	0.077531	LOC390705	390705	GSE35574_PEvC
