probe	id	pvalue	symbol	group
A_24_P119519	1177	0.03337	LIG3	GSE4707_PEvC
A_24_P195125	1192	0.00916	SPDYE7P	GSE4707_PEvC
A_23_P409663	1195	0.02585	NA	GSE4707_PEvC
A_24_P238616	1196	0.00811	NA	GSE4707_PEvC
A_32_P528311	1201	0.03815	RTN4RL2	GSE4707_PEvC
A_23_P8797	1206	0.02219	PMS2P5	GSE4707_PEvC
A_23_P155907	1212	0.04093	METAP1	GSE4707_PEvC
A_24_P933037	1228	0.02786	NA	GSE4707_PEvC
A_32_P187875	1250	0.04027	NA	GSE4707_PEvC
A_32_P68350	1262	0.00089	NA	GSE4707_PEvC
A_32_P221569	1263	0.04771	NA	GSE4707_PEvC
A_23_P50477	1277	0.04635	BCL2L12	GSE4707_PEvC
A_23_P500244	1307	0.02724	TRPV1	GSE4707_PEvC
A_24_P361480	1314	0.02865	TANC2	GSE4707_PEvC
A_24_P610945	1318	0.00015	NA	GSE4707_PEvC
A_32_P109933	1335	0.00152	NA	GSE4707_PEvC
A_23_P42063	1343	0.04533	NA	GSE4707_PEvC
A_23_P403955	1345	0.00319	TARDBP	GSE4707_PEvC
A_23_P218237	1354	0.04347	LCAT	GSE4707_PEvC
A_32_P165113	1358	0.01353	WDR92	GSE4707_PEvC
A_32_P213822	1374	0.03902	NA	GSE4707_PEvC
A_32_P164494	1377	0.00606	NA	GSE4707_PEvC
A_24_P410809	1385	0.04521	USP34	GSE4707_PEvC
A_23_P213615	1418	0.04273	ADAMTS2	GSE4707_PEvC
A_32_P174156	1424	0.04282	NA	GSE4707_PEvC
A_24_P941279	1428	0.00513	NA	GSE4707_PEvC
A_32_P40327	1429	0.03264	NA	GSE4707_PEvC
A_23_P502882	1430	0.00292	CBFA2T2	GSE4707_PEvC
A_32_P222993	1432	0.0311	NA	GSE4707_PEvC
A_32_P126846	1445	0.01587	NEIL2	GSE4707_PEvC
A_23_P62807	1461	0.03013	SCCPDH	GSE4707_PEvC
A_24_P169903	1474	0.04223	NA	GSE4707_PEvC
A_23_P27767	1488	0.00389	ZNF444	GSE4707_PEvC
A_24_P49647	1501	0.02265	CCDC144A	GSE4707_PEvC
A_23_P258633	1502	0.00276	TH	GSE4707_PEvC
A_24_P943922	1503	0.01637	CACHD1	GSE4707_PEvC
A_32_P92295	1521	0.04617	RPL13A	GSE4707_PEvC
A_24_P677734	1526	0.0219	OIP5-AS1	GSE4707_PEvC
A_23_P29621	1556	0.04865	GLYCTK	GSE4707_PEvC
A_23_P165090	1573	0.00168	NDUFS7	GSE4707_PEvC
A_32_P185718	1632	0.01246	NA	GSE4707_PEvC
A_23_P164210	1637	0.00412	TBC1D3F	GSE4707_PEvC
A_24_P929985	1649	0.01659	NA	GSE4707_PEvC
A_24_P762613	1657	0.02446	DNM3OS	GSE4707_PEvC
A_24_P318967	1675	0.00967	PDXK	GSE4707_PEvC
A_23_P127322	1689	0.02182	NODAL	GSE4707_PEvC
A_24_P67681	1694	0.0084	NA	GSE4707_PEvC
A_23_P128974	1698	0.00822	BATF	GSE4707_PEvC
A_23_P201706	1713	0.03501	S100A2	GSE4707_PEvC
A_23_P150919	1715	0.01003	ORAI1	GSE4707_PEvC
A_23_P166400	1731	0.00819	RASL10A	GSE4707_PEvC
A_32_P6972	1742	6e-05	NA	GSE4707_PEvC
A_24_P83944	1747	0.00861	ZNF586	GSE4707_PEvC
A_23_P356646	1757	0.01766	TEKT4P2	GSE4707_PEvC
A_24_P132383	1768	0.03405	GIMAP8	GSE4707_PEvC
A_23_P371865	1773	0.02458	CDYL2	GSE4707_PEvC
A_23_P214091	1830	0.02172	LYPLA1	GSE4707_PEvC
A_24_P115762	1838	0.03068	CTSC	GSE4707_PEvC
A_23_P67271	1851	0.0358	PKN1	GSE4707_PEvC
A_24_P21727	1853	0.00588	C11orf57	GSE4707_PEvC
A_23_P258978	1864	0.00355	GOLGA1	GSE4707_PEvC
A_23_P28120	1865	0.01673	SIX2	GSE4707_PEvC
A_32_P39866	1866	0.00748	NA	GSE4707_PEvC
A_23_P313560	1868	0.04435	NCOA3	GSE4707_PEvC
A_23_P149042	1876	0.00204	PYCR2	GSE4707_PEvC
A_32_P194062	1877	0.02506	TYR	GSE4707_PEvC
A_32_P31963	1878	2e-05	NA	GSE4707_PEvC
A_23_P103496	1883	0.04891	GBP4	GSE4707_PEvC
A_23_P118002	1887	0.03803	UQCRC2	GSE4707_PEvC
A_32_P181564	1889	0.00931	NA	GSE4707_PEvC
A_23_P12373	1891	0.04642	NA	GSE4707_PEvC
A_23_P105423	1894	0.04685	NA	GSE4707_PEvC
A_32_P66222	1911	0.00056	ANKRD20A2	GSE4707_PEvC
A_23_P81131	1915	0.02136	CORIN	GSE4707_PEvC
A_24_P167877	1916	0.00043	NPIPB12	GSE4707_PEvC
A_23_P55961	1921	0.0079	TULP2	GSE4707_PEvC
A_32_P123852	1924	0.04879	NA	GSE4707_PEvC
A_23_P304171	1929	0.03632	NA	GSE4707_PEvC
A_23_P22723	1975	0.02216	ATP2B3	GSE4707_PEvC
A_23_P85941	1983	0.0444	ALX3	GSE4707_PEvC
A_23_P74330	1987	0.03207	LINC00626	GSE4707_PEvC
A_24_P132787	2006	0.03508	RAB18	GSE4707_PEvC
A_24_P86537	2008	0.00079	HSPB1	GSE4707_PEvC
A_32_P166480	2013	0.00075	CCDC171	GSE4707_PEvC
A_32_P177024	2041	0.01639	SBDS	GSE4707_PEvC
A_24_P376707	2052	0.00161	HDGF	GSE4707_PEvC
A_24_P172304	2057	0.00491	ADAMTS13	GSE4707_PEvC
A_23_P364355	2058	0.00198	NA	GSE4707_PEvC
A_23_P67198	2061	0.00421	CPAMD8	GSE4707_PEvC
A_23_P44037	2066	0.04397	ACTG1	GSE4707_PEvC
A_23_P399112	2088	0.02352	MYADM	GSE4707_PEvC
A_23_P163336	2092	0.04856	CA12	GSE4707_PEvC
A_24_P252310	2098	0.02874	FAM131B	GSE4707_PEvC
A_24_P402588	2105	0.01046	BCL11A	GSE4707_PEvC
A_23_P23227	2111	0.00847	PKN2	GSE4707_PEvC
A_23_P139509	2125	0.02026	ERGIC2	GSE4707_PEvC
A_24_P911928	2136	0.0132	NA	GSE4707_PEvC
A_23_P150818	2140	0.00057	MBD6	GSE4707_PEvC
A_23_P125056	2147	0.04749	ADGRB1	GSE4707_PEvC
A_24_P418590	2148	0.03468	NA	GSE4707_PEvC
A_23_P138168	2159	0.04761	CNN3	GSE4707_PEvC
A_24_P148026	2189	0.04717	NA	GSE4707_PEvC
A_23_P79069	2211	0.02947	RASAL3	GSE4707_PEvC
A_24_P22562	2216	0.01721	FAM215A	GSE4707_PEvC
A_23_P368624	2220	0.02748	CHRNB2	GSE4707_PEvC
A_23_P90577	2227	0.0456	ABCG8	GSE4707_PEvC
A_24_P319715	2239	0.01774	PDIA6	GSE4707_PEvC
A_24_P126262	2244	0.00198	BAGE4	GSE4707_PEvC
A_24_P92451	2247	0.0019	FAM230B	GSE4707_PEvC
A_24_P924739	2262	0.03356	NA	GSE4707_PEvC
A_24_P347880	2275	0.00586	ALOXE3	GSE4707_PEvC
A_23_P64792	2281	0.00084	KCNMB4	GSE4707_PEvC
A_32_P29016	2288	0.03746	NA	GSE4707_PEvC
A_24_P759955	2289	0.0104	NA	GSE4707_PEvC
A_24_P93703	2291	0.00428	TMEM198B	GSE4707_PEvC
A_24_P920170	2294	0.03897	NA	GSE4707_PEvC
A_23_P310560	2295	0.02358	NUDT16	GSE4707_PEvC
A_32_P103614	2307	0.04094	NA	GSE4707_PEvC
A_24_P291074	2315	0.04871	NA	GSE4707_PEvC
A_23_P250462	2323	0.04419	ATP6AP1	GSE4707_PEvC
A_24_P419087	2336	0.00181	AVIL	GSE4707_PEvC
A_23_P348737	2338	0.01724	NR2F1	GSE4707_PEvC
A_24_P860417	2343	0.03055	NA	GSE4707_PEvC
