probe	id	pvalue	symbol	group
1	ILMN_1343291	0.02268	EEF1A1	GSE60438_PEvC
2	ILMN_1343295	4e-05	GAPDH	GSE60438_PEvC
7	ILMN_1651228	0.00256	RPS28	GSE60438_PEvC
14	ILMN_1651238	0.04677	TRPV1	GSE60438_PEvC
20	ILMN_1651262	0.00035	HNRPAB	GSE60438_PEvC
23	ILMN_1651279	2e-04	LOC645349	GSE60438_PEvC
28	ILMN_1651288	0.02481	LOC339760	GSE60438_PEvC
44	ILMN_1651346	0.00166	TICAM2	GSE60438_PEvC
47	ILMN_1651354	0.00082	SPP1	GSE60438_PEvC
52	ILMN_1651370	0.00933	USP21	GSE60438_PEvC
55	ILMN_1651380	0.01012	LOC644783	GSE60438_PEvC
58	ILMN_1651395	0.03807	LOC644897	GSE60438_PEvC
61	ILMN_1651404	0.03864	LILRA6	GSE60438_PEvC
65	ILMN_1651428	0.00822	SYTL2	GSE60438_PEvC
76	ILMN_1651464	0.02146	FBXL10	GSE60438_PEvC
77	ILMN_1651466	0.00659	ALOX5	GSE60438_PEvC
88	ILMN_1651501	0	ABCD4	GSE60438_PEvC
96	ILMN_1651535	0.0148	LOC653788	GSE60438_PEvC
102	ILMN_1651554	0.03385	RGS5	GSE60438_PEvC
106	ILMN_1651567	0.00178	WHSC1	GSE60438_PEvC
107	ILMN_1651568	0.00031	MUC13	GSE60438_PEvC
109	ILMN_1651574	0.01555	AQP3	GSE60438_PEvC
112	ILMN_1651584	0.01651	LOC643576	GSE60438_PEvC
116	ILMN_1651606	0.0082	LOC653210	GSE60438_PEvC
120	ILMN_1651617	0.00454	CTNNB1	GSE60438_PEvC
125	ILMN_1651641	0.00541	LOC643069	GSE60438_PEvC
128	ILMN_1651652	0.00252	RTN3	GSE60438_PEvC
135	ILMN_1651680	0.02488	LOC649150	GSE60438_PEvC
139	ILMN_1651690	0.04067	PGBD4	GSE60438_PEvC
140	ILMN_1651692	0.00599	STK10	GSE60438_PEvC
142	ILMN_1651699	6e-05	EPS8	GSE60438_PEvC
152	ILMN_1651735	0.03861	TGOLN2	GSE60438_PEvC
165	ILMN_1651788	0.01387	MAP3K11	GSE60438_PEvC
168	ILMN_1651799	0.02906	SLC38A2	GSE60438_PEvC
170	ILMN_1651806	0.00896	LOC653801	GSE60438_PEvC
175	ILMN_1651828	0.01268	CCT3	GSE60438_PEvC
185	ILMN_1651899	0.01145	LOC653314	GSE60438_PEvC
189	ILMN_1651905	0.01199	ZNF187	GSE60438_PEvC
199	ILMN_1651958	0.02051	MGP	GSE60438_PEvC
200	ILMN_1651964	0.04288	ABCC5	GSE60438_PEvC
207	ILMN_1652003	0.02107	LOC653503	GSE60438_PEvC
210	ILMN_1652015	0.02907	LOC647451	GSE60438_PEvC
212	ILMN_1652022	0.02706	DHX57	GSE60438_PEvC
213	ILMN_1652023	0.0074	LOC442715	GSE60438_PEvC
217	ILMN_1652065	0.04249	KCNMB1	GSE60438_PEvC
218	ILMN_1652066	0.04151	SNED1	GSE60438_PEvC
220	ILMN_1652073	5e-04	LOC653658	GSE60438_PEvC
224	ILMN_1652085	0.0043	MPHOSPH10	GSE60438_PEvC
230	ILMN_1652123	4e-05	HMGN1	GSE60438_PEvC
236	ILMN_1652151	0.00158	LOC644829	GSE60438_PEvC
237	ILMN_1652155	0.00014	LOC651243	GSE60438_PEvC
243	ILMN_1652170	0.03399	LOC649159	GSE60438_PEvC
245	ILMN_1652175	0.02214	LOC643323	GSE60438_PEvC
254	ILMN_1652206	0.04239	LOC642628	GSE60438_PEvC
255	ILMN_1652207	0.00012	COX4I1	GSE60438_PEvC
256	ILMN_1652209	1e-05	LOC441969	GSE60438_PEvC
257	ILMN_1652215	0.00437	LOC644310	GSE60438_PEvC
258	ILMN_1652218	0.00412	LOC440080	GSE60438_PEvC
264	ILMN_1652242	0.02478	LOC643206	GSE60438_PEvC
265	ILMN_1652243	0.00624	FLJ32784	GSE60438_PEvC
266	ILMN_1652244	0.00781	POPDC3	GSE60438_PEvC
268	ILMN_1652248	0.02722	LOC653319	GSE60438_PEvC
269	ILMN_1652249	0.01376	PPP2R4	GSE60438_PEvC
274	ILMN_1652280	0.04311	FBXO32	GSE60438_PEvC
278	ILMN_1652297	0.00435	LOC642468	GSE60438_PEvC
295	ILMN_1652371	0.03832	KIAA1324L	GSE60438_PEvC
298	ILMN_1652379	0.04858	SUCLG2	GSE60438_PEvC
305	ILMN_1652412	0.00096	PHKB	GSE60438_PEvC
307	ILMN_1652417	6e-05	DC36	GSE60438_PEvC
309	ILMN_1652429	0.00042	LOC652913	GSE60438_PEvC
311	ILMN_1652431	0.02424	CA1	GSE60438_PEvC
312	ILMN_1652434	0.03194	MTHFD2L	GSE60438_PEvC
314	ILMN_1652439	2e-04	LOC644398	GSE60438_PEvC
315	ILMN_1652445	0.00504	RAC1	GSE60438_PEvC
316	ILMN_1652450	0.03171	LOC647509	GSE60438_PEvC
321	ILMN_1652465	2e-05	SLC26A4	GSE60438_PEvC
324	ILMN_1652472	0.00379	BRAF	GSE60438_PEvC
325	ILMN_1652486	0.00064	THAP7	GSE60438_PEvC
326	ILMN_1652487	0.00012	RIOK1	GSE60438_PEvC
333	ILMN_1652521	0.00603	MTMR9	GSE60438_PEvC
336	ILMN_1652533	0.04778	DKFZp434K191	GSE60438_PEvC
348	ILMN_1652611	0.04916	LOC642538	GSE60438_PEvC
355	ILMN_1652649	0.01056	LOC643722	GSE60438_PEvC
356	ILMN_1652650	0.04072	SH3KBP1	GSE60438_PEvC
357	ILMN_1652660	0.00055	LOC647357	GSE60438_PEvC
367	ILMN_1652693	0.0108	SHH	GSE60438_PEvC
373	ILMN_1652716	0.01042	THEX1	GSE60438_PEvC
376	ILMN_1652722	0.04866	C14orf2	GSE60438_PEvC
381	ILMN_1652736	0.00023	RPS6KA3	GSE60438_PEvC
389	ILMN_1652756	0.03655	LOC643878	GSE60438_PEvC
390	ILMN_1652758	0.00482	LOC647579	GSE60438_PEvC
391	ILMN_1652761	0.04832	LOC642619	GSE60438_PEvC
394	ILMN_1652768	0.01395	LOC440589	GSE60438_PEvC
395	ILMN_1652777	0.04301	CDC42EP2	GSE60438_PEvC
400	ILMN_1652790	1e-05	CLK1	GSE60438_PEvC
407	ILMN_1652825	0.02903	IL10RA	GSE60438_PEvC
409	ILMN_1652837	0.04345	LOC644010	GSE60438_PEvC
413	ILMN_1652857	0.00231	SLC15A1	GSE60438_PEvC
417	ILMN_1652872	0.02762	UBOX5	GSE60438_PEvC
421	ILMN_1652890	0.02393	LOC653349	GSE60438_PEvC
422	ILMN_1652906	0.00967	GBGT1	GSE60438_PEvC
423	ILMN_1652907	0.00163	CDC5L	GSE60438_PEvC
424	ILMN_1652913	0.02685	EZH2	GSE60438_PEvC
429	ILMN_1652931	0.0172	LOC644672	GSE60438_PEvC
432	ILMN_1652940	0.01498	MGC16703	GSE60438_PEvC
435	ILMN_1652955	0.02244	LOC648622	GSE60438_PEvC
446	ILMN_1652992	1e-05	PRDM2	GSE60438_PEvC
448	ILMN_1652998	0.01061	HIST1H2BL	GSE60438_PEvC
456	ILMN_1653039	0.00511	LOC642934	GSE60438_PEvC
460	ILMN_1653047	0.00745	DHX40	GSE60438_PEvC
461	ILMN_1653055	0.00514	SOX3	GSE60438_PEvC
466	ILMN_1653092	0.04409	LOC643275	GSE60438_PEvC
467	ILMN_1653098	0.04534	SLC30A4	GSE60438_PEvC
472	ILMN_1653120	0.02052	ST6GAL1	GSE60438_PEvC
475	ILMN_1653129	0.00166	CSTF2	GSE60438_PEvC
479	ILMN_1653143	0.04459	ECD	GSE60438_PEvC
480	ILMN_1653146	0.01656	MSH4	GSE60438_PEvC
490	ILMN_1653182	0.00302	PMS2L1	GSE60438_PEvC
494	ILMN_1653198	0.00282	LOC643695	GSE60438_PEvC
495	ILMN_1653200	0.00984	SLC22A17	GSE60438_PEvC
498	ILMN_1653205	0.02677	C8orf59	GSE60438_PEvC
500	ILMN_1653209	0.00266	ZWINT	GSE60438_PEvC
507	ILMN_1653266	0.02103	DNAJB14	GSE60438_PEvC
511	ILMN_1653278	0.0359	MUC20	GSE60438_PEvC
515	ILMN_1653292	0.04414	PFKFB4	GSE60438_PEvC
517	ILMN_1653314	0.00842	LOC642576	GSE60438_PEvC
522	ILMN_1653340	0.00099	RECQL5	GSE60438_PEvC
526	ILMN_1653355	0.00174	POTE14	GSE60438_PEvC
530	ILMN_1653369	0.00442	FLJ39739	GSE60438_PEvC
531	ILMN_1653372	0.02239	ATP8B3	GSE60438_PEvC
534	ILMN_1653385	5e-05	KIF3A	GSE60438_PEvC
535	ILMN_1653386	0.00067	SULT6B1	GSE60438_PEvC
539	ILMN_1653404	0.00226	NKIRAS2	GSE60438_PEvC
540	ILMN_1653410	0.0082	LOC647274	GSE60438_PEvC
544	ILMN_1653428	0.02182	LOC643394	GSE60438_PEvC
546	ILMN_1653432	0.00214	HNRPDL	GSE60438_PEvC
549	ILMN_1653438	4e-05	PHF14	GSE60438_PEvC
551	ILMN_1653447	0.0055	PSORS1C2	GSE60438_PEvC
554	ILMN_1653459	0.00968	IL11RA	GSE60438_PEvC
562	ILMN_1653480	0.04518	KENAE	GSE60438_PEvC
565	ILMN_1653498	0.02505	IGSF6	GSE60438_PEvC
568	ILMN_1653504	0.01042	EDG1	GSE60438_PEvC
570	ILMN_1653514	0.00126	RBBP4	GSE60438_PEvC
571	ILMN_1653524	0.02373	SIKE	GSE60438_PEvC
572	ILMN_1653527	0.00782	LOC643506	GSE60438_PEvC
575	ILMN_1653562	0.02091	LOC653727	GSE60438_PEvC
577	ILMN_1653567	0.03876	LOC196120	GSE60438_PEvC
587	ILMN_1653601	0.00073	LOC646144	GSE60438_PEvC
589	ILMN_1653607	0.03039	LOC649622	GSE60438_PEvC
593	ILMN_1653618	0.01464	ZZZ3	GSE60438_PEvC
603	ILMN_1653666	0.00015	KLHL7	GSE60438_PEvC
612	ILMN_1653712	0.01217	UAP1L1	GSE60438_PEvC
614	ILMN_1653718	0.00231	ZFAND2B	GSE60438_PEvC
617	ILMN_1653728	0.01176	ERBB4	GSE60438_PEvC
619	ILMN_1653738	0.0145	FLJ25037	GSE60438_PEvC
625	ILMN_1653760	0.01752	LOC651430	GSE60438_PEvC
627	ILMN_1653762	0.00111	VMP	GSE60438_PEvC
635	ILMN_1653793	3e-05	PDPK1	GSE60438_PEvC
638	ILMN_1653799	0.00072	LOC653673	GSE60438_PEvC
644	ILMN_1653824	0.01071	LAMC2	GSE60438_PEvC
649	ILMN_1653834	0.00158	OGFOD1	GSE60438_PEvC
659	ILMN_1653878	0.00586	CACNB2	GSE60438_PEvC
662	ILMN_1653904	0.00024	TXNRD2	GSE60438_PEvC
674	ILMN_1654010	0.02744	AGPAT3	GSE60438_PEvC
676	ILMN_1654016	0.02233	MRLC2	GSE60438_PEvC
678	ILMN_1654032	0.00493	ZYG11BL	GSE60438_PEvC
679	ILMN_1654043	0.02283	LOC653539	GSE60438_PEvC
682	ILMN_1654060	0.01781	MKNK2	GSE60438_PEvC
684	ILMN_1654064	0.00027	LOC644334	GSE60438_PEvC
685	ILMN_1654065	0.01677	ATOH8	GSE60438_PEvC
687	ILMN_1654072	0.01579	CX3CL1	GSE60438_PEvC
695	ILMN_1654129	0.00356	C1orf80	GSE60438_PEvC
701	ILMN_1654170	0.01897	LOC653547	GSE60438_PEvC
703	ILMN_1654185	0.02753	LOC391347	GSE60438_PEvC
708	ILMN_1654210	0.01711	CD1C	GSE60438_PEvC
713	ILMN_1654240	0.00073	LOC653664	GSE60438_PEvC
724	ILMN_1654313	0.00113	LOC400987	GSE60438_PEvC
725	ILMN_1654317	0.01151	LOC643224	GSE60438_PEvC
726	ILMN_1654318	0.00662	PTPN23	GSE60438_PEvC
734	ILMN_1654340	0.02437	LOC652314	GSE60438_PEvC
737	ILMN_1654357	0.02424	ZNF24	GSE60438_PEvC
745	ILMN_1654392	0.00646	KIAA0323	GSE60438_PEvC
758	ILMN_1654427	0.01512	LOC653217	GSE60438_PEvC
760	ILMN_1654430	0.04043	LOC649484	GSE60438_PEvC
762	ILMN_1654441	0.02454	OAT	GSE60438_PEvC
767	ILMN_1654459	0.0342	SPANX-N1	GSE60438_PEvC
769	ILMN_1654468	0.00703	ACRV1	GSE60438_PEvC
770	ILMN_1654473	0.04285	ZP1	GSE60438_PEvC
776	ILMN_1654497	0.00876	ATAD1	GSE60438_PEvC
783	ILMN_1654540	0.0253	LOC653614	GSE60438_PEvC
791	ILMN_1654566	0.00178	HSPA1L	GSE60438_PEvC
793	ILMN_1654571	0.0202	FCHO1	GSE60438_PEvC
795	ILMN_1654586	0.00087	RASA3	GSE60438_PEvC
797	ILMN_1654594	0.03315	SLC34A2	GSE60438_PEvC
799	ILMN_1654602	0	SDHAL2	GSE60438_PEvC
806	ILMN_1654630	0.00657	FLJ10404	GSE60438_PEvC
807	ILMN_1654632	0.00042	R7BP	GSE60438_PEvC
816	ILMN_1654673	0.02962	LOC442208	GSE60438_PEvC
821	ILMN_1654691	5e-05	FKBP3	GSE60438_PEvC
834	ILMN_1654766	0.00382	LOC653330	GSE60438_PEvC
838	ILMN_1654778	0.02831	LSP1	GSE60438_PEvC
839	ILMN_1654779	0.00768	LOC645355	GSE60438_PEvC
845	ILMN_1654851	0.00011	C2orf17	GSE60438_PEvC
850	ILMN_1654861	0.00483	ACO2	GSE60438_PEvC
851	ILMN_1654864	0.00625	C1orf58	GSE60438_PEvC
852	ILMN_1654866	0	RANBP2	GSE60438_PEvC
857	ILMN_1654893	0.01077	SCAMP2	GSE60438_PEvC
861	ILMN_1654915	0.00031	LOC646786	GSE60438_PEvC
863	ILMN_1654920	1e-05	HNRPH3	GSE60438_PEvC
864	ILMN_1654922	0.01938	LOC642718	GSE60438_PEvC
867	ILMN_1654945	0.00174	DNMT3A	GSE60438_PEvC
871	ILMN_1654966	0.00469	SCARA3	GSE60438_PEvC
873	ILMN_1654979	0.00252	LOC647649	GSE60438_PEvC
875	ILMN_1654987	0.03522	HCG2P7	GSE60438_PEvC
878	ILMN_1655011	0.02965	SERF1B	GSE60438_PEvC
885	ILMN_1655052	0.00556	TRNT1	GSE60438_PEvC
890	ILMN_1655093	0.03151	ING5	GSE60438_PEvC
901	ILMN_1655151	0.04282	LOC650642	GSE60438_PEvC
910	ILMN_1655171	0.00311	PCDHGC5	GSE60438_PEvC
912	ILMN_1655190	2e-05	LOC649044	GSE60438_PEvC
918	ILMN_1655206	0.01613	ZBTB34	GSE60438_PEvC
922	ILMN_1655225	0.00444	C19orf25	GSE60438_PEvC
929	ILMN_1655250	0.00031	LOC643429	GSE60438_PEvC
941	ILMN_1655316	0.00506	PSMC6	GSE60438_PEvC
945	ILMN_1655340	0.02456	LOC51255	GSE60438_PEvC
954	ILMN_1655387	0.03752	PRDM16	GSE60438_PEvC
955	ILMN_1655403	0.00278	LOC653783	GSE60438_PEvC
956	ILMN_1655404	0.01603	FLJ40722	GSE60438_PEvC
965	ILMN_1655428	0.00175	LOC442711	GSE60438_PEvC
966	ILMN_1655429	0.00536	TNFAIP1	GSE60438_PEvC
967	ILMN_1655433	0.0084	BCKDHB	GSE60438_PEvC
968	ILMN_1655444	0.00992	SERF1A	GSE60438_PEvC
974	ILMN_1655469	7e-05	TSPAN3	GSE60438_PEvC
978	ILMN_1655485	0.02766	C1orf124	GSE60438_PEvC
983	ILMN_1655504	0.00506	IFT81	GSE60438_PEvC
989	ILMN_1655525	0.01864	FLCN	GSE60438_PEvC
1006	ILMN_1655610	0.02281	RET	GSE60438_PEvC
1012	ILMN_1655622	0.02828	PRKRIR	GSE60438_PEvC
1017	ILMN_1655632	0.01318	DVL1	GSE60438_PEvC
1020	ILMN_1655642	0.02858	KIAA1794	GSE60438_PEvC
1032	ILMN_1655710	3e-04	LOC642989	GSE60438_PEvC
1034	ILMN_1655713	0.02448	OR2M7	GSE60438_PEvC
1037	ILMN_1655722	0.00664	C1orf178	GSE60438_PEvC
1038	ILMN_1655733	0.00026	RFC2	GSE60438_PEvC
1039	ILMN_1655734	0.00274	BXDC5	GSE60438_PEvC
1040	ILMN_1655740	0.04281	SNAI2	GSE60438_PEvC
1042	ILMN_1655754	0	LOC402066	GSE60438_PEvC
1045	ILMN_1655765	0.00957	MRPS21	GSE60438_PEvC
1046	ILMN_1655766	0.03506	DP58	GSE60438_PEvC
1051	ILMN_1655788	0.01838	LOC284323	GSE60438_PEvC
1057	ILMN_1655827	0.00499	COPS2	GSE60438_PEvC
1063	ILMN_1655864	0.02464	LOC653853	GSE60438_PEvC
1064	ILMN_1655867	0.04105	HRASLS	GSE60438_PEvC
1065	ILMN_1655868	0.0023	ANP32C	GSE60438_PEvC
1066	ILMN_1655871	0.00333	LOC647384	GSE60438_PEvC
1077	ILMN_1655913	0.01447	NUCB2	GSE60438_PEvC
1081	ILMN_1655924	0.00057	TRNT1	GSE60438_PEvC
1083	ILMN_1655932	0.01464	RPE	GSE60438_PEvC
1085	ILMN_1655938	0.01538	LOC650721	GSE60438_PEvC
1089	ILMN_1655950	0.00069	ZHX1	GSE60438_PEvC
1093	ILMN_1655974	0.03592	PDE6B	GSE60438_PEvC
1094	ILMN_1655980	0.01497	LOC401280	GSE60438_PEvC
1097	ILMN_1655987	0.01283	STAB1	GSE60438_PEvC
1100	ILMN_1656015	0.02636	LOC643483	GSE60438_PEvC
1101	ILMN_1656016	0.00019	DHX9	GSE60438_PEvC
1104	ILMN_1656021	0.01236	DAZ1	GSE60438_PEvC
1106	ILMN_1656033	0.04548	PCDHA2	GSE60438_PEvC
1113	ILMN_1656066	0.03249	TNPO2	GSE60438_PEvC
1128	ILMN_1656132	0.01804	PNLDC1	GSE60438_PEvC
1130	ILMN_1656136	4e-05	STAU	GSE60438_PEvC
1134	ILMN_1656145	0.00995	GOT1	GSE60438_PEvC
1144	ILMN_1656184	0.04854	LOC375133	GSE60438_PEvC
1151	ILMN_1656194	0.00313	TSPAN10	GSE60438_PEvC
1159	ILMN_1656225	0.00181	DUPD1	GSE60438_PEvC
1165	ILMN_1656251	0.00463	LOC401778	GSE60438_PEvC
1171	ILMN_1656285	3e-04	METTL7A	GSE60438_PEvC
1176	ILMN_1656297	0.04793	C21orf57	GSE60438_PEvC
1180	ILMN_1656310	0.01086	INDO	GSE60438_PEvC
1181	ILMN_1656315	0.0029	DMD	GSE60438_PEvC
1186	ILMN_1656327	0.03638	GLT1D1	GSE60438_PEvC
1198	ILMN_1656373	0.02926	BNC2	GSE60438_PEvC
1199	ILMN_1656376	0.00602	LOC648256	GSE60438_PEvC
1201	ILMN_1656379	0.03012	LOC643093	GSE60438_PEvC
1205	ILMN_1656386	0.00055	SEC24D	GSE60438_PEvC
1210	ILMN_1656402	0.00121	LOC440434	GSE60438_PEvC
1213	ILMN_1656409	0.02778	SALF	GSE60438_PEvC
1215	ILMN_1656413	0.02189	ZMPSTE24	GSE60438_PEvC
1221	ILMN_1656424	0.02134	LOC645472	GSE60438_PEvC
1228	ILMN_1656463	3e-04	LOC653709	GSE60438_PEvC
1229	ILMN_1656472	0.0466	GRAP	GSE60438_PEvC
1232	ILMN_1656486	0	DNAJC10	GSE60438_PEvC
1235	ILMN_1656495	0.02517	LOC652520	GSE60438_PEvC
1241	ILMN_1656521	0.00282	CGI-96	GSE60438_PEvC
1242	ILMN_1656525	0.00729	SPG21	GSE60438_PEvC
1244	ILMN_1656530	0.02656	LOC642788	GSE60438_PEvC
1251	ILMN_1656554	0.00064	OR4M2	GSE60438_PEvC
1256	ILMN_1656574	0.00173	PCGF6	GSE60438_PEvC
1271	ILMN_1656628	8e-05	WDR4	GSE60438_PEvC
1279	ILMN_1656656	0.02927	LOC90639	GSE60438_PEvC
1284	ILMN_1656678	0.04873	SUZ12P	GSE60438_PEvC
1295	ILMN_1656724	0.03905	OR5AT1	GSE60438_PEvC
1296	ILMN_1656732	0.02716	LOC653146	GSE60438_PEvC
1297	ILMN_1656743	0.00594	MIA2	GSE60438_PEvC
1301	ILMN_1656767	0.02744	LOC647946	GSE60438_PEvC
1302	ILMN_1656772	0.03479	LOC642334	GSE60438_PEvC
1304	ILMN_1656791	0.00062	RPS6	GSE60438_PEvC
1309	ILMN_1656807	0.0483	RPL27	GSE60438_PEvC
1313	ILMN_1656822	0.02299	DNM2	GSE60438_PEvC
1326	ILMN_1656869	0.02045	LOC654346	GSE60438_PEvC
1331	ILMN_1656886	0.02218	F25965	GSE60438_PEvC
1332	ILMN_1656898	0.00343	LOC653324	GSE60438_PEvC
1333	ILMN_1656900	0.01565	LOC648394	GSE60438_PEvC
1337	ILMN_1656909	0.00559	RGPD5	GSE60438_PEvC
1343	ILMN_1656925	0.00114	LOC401180	GSE60438_PEvC
1347	ILMN_1656938	0.00945	SLC37A2	GSE60438_PEvC
1349	ILMN_1656940	0.00616	ABLIM3	GSE60438_PEvC
1354	ILMN_1656962	0.00105	LOC401019	GSE60438_PEvC
1356	ILMN_1656977	0.0257	HIBCH	GSE60438_PEvC
1367	ILMN_1657022	0.00018	LOC389850	GSE60438_PEvC
1370	ILMN_1657041	0.00314	LOC645165	GSE60438_PEvC
1374	ILMN_1657056	2e-05	LOC649993	GSE60438_PEvC
1378	ILMN_1657077	0.0067	SOCS6	GSE60438_PEvC
1387	ILMN_1657129	0.02832	SCAP2	GSE60438_PEvC
1390	ILMN_1657144	0.00774	C1orf69	GSE60438_PEvC
1393	ILMN_1657148	0.00414	C19orf23	GSE60438_PEvC
1395	ILMN_1657153	8e-05	ACTR3	GSE60438_PEvC
1402	ILMN_1657204	0.03855	SAE1	GSE60438_PEvC
1403	ILMN_1657210	0.00704	LOC645167	GSE60438_PEvC
1405	ILMN_1657230	0.01317	MYRIP	GSE60438_PEvC
1414	ILMN_1657266	0.00072	LOC649350	GSE60438_PEvC
1419	ILMN_1657283	0.01064	ALKBH5	GSE60438_PEvC
1421	ILMN_1657286	1e-05	LOC653373	GSE60438_PEvC
1424	ILMN_1657302	0.02912	SULT1A1	GSE60438_PEvC
1429	ILMN_1657340	0.00168	LOC653484	GSE60438_PEvC
1432	ILMN_1657348	0.00369	LOC645625	GSE60438_PEvC
1433	ILMN_1657349	0.01084	LOC647649	GSE60438_PEvC
1434	ILMN_1657358	0.00077	CD200R2	GSE60438_PEvC
1444	ILMN_1657406	0.00178	NUP50	GSE60438_PEvC
1447	ILMN_1657423	0.02635	SPG21	GSE60438_PEvC
1449	ILMN_1657435	0.00359	MT1M	GSE60438_PEvC
1456	ILMN_1657455	0.01807	CEACAM4	GSE60438_PEvC
1460	ILMN_1657476	0.04	LOC340228	GSE60438_PEvC
1461	ILMN_1657478	0.00011	MAGEL2	GSE60438_PEvC
1465	ILMN_1657497	0.02459	KIAA0319	GSE60438_PEvC
1467	ILMN_1657509	0.01427	TSEN54	GSE60438_PEvC
1483	ILMN_1657607	0.0062	NRG1	GSE60438_PEvC
1487	ILMN_1657619	1e-05	DNAJB14	GSE60438_PEvC
1488	ILMN_1657624	0.00488	NSFL1C	GSE60438_PEvC
1505	ILMN_1657697	0.00045	SAR1A	GSE60438_PEvC
1512	ILMN_1657728	0.00365	LOC643831	GSE60438_PEvC
1513	ILMN_1657729	0.01811	ZNF539	GSE60438_PEvC
1517	ILMN_1657750	0.01082	CNNM1	GSE60438_PEvC
1521	ILMN_1657769	0.00219	EIF5	GSE60438_PEvC
1523	ILMN_1657790	0.00012	SFRS11	GSE60438_PEvC
1525	ILMN_1657797	0.01234	FIBP	GSE60438_PEvC
1527	ILMN_1657810	0.01941	PPM1M	GSE60438_PEvC
1541	ILMN_1657860	0.03862	C1orf151	GSE60438_PEvC
1553	ILMN_1657892	0.02859	TLR8	GSE60438_PEvC
1554	ILMN_1657893	0.01805	TXNRD2	GSE60438_PEvC
1556	ILMN_1657913	0.00072	C1orf84	GSE60438_PEvC
1558	ILMN_1657932	0.00863	LOC642724	GSE60438_PEvC
1570	ILMN_1657983	0.00731	TERF2IP	GSE60438_PEvC
1572	ILMN_1657991	0.03201	LOC391722	GSE60438_PEvC
1574	ILMN_1657996	0.0066	LOC642035	GSE60438_PEvC
1575	ILMN_1658010	0.00034	FSHPRH1	GSE60438_PEvC
1576	ILMN_1658015	6e-04	MBNL2	GSE60438_PEvC
1578	ILMN_1658017	0.01911	SPN	GSE60438_PEvC
1581	ILMN_1658022	0.03793	LOC641820	GSE60438_PEvC
1595	ILMN_1658074	0.0064	ZCCHC13	GSE60438_PEvC
1597	ILMN_1658081	0.01579	FRMPD2	GSE60438_PEvC
1599	ILMN_1658093	0.00368	LOC652470	GSE60438_PEvC
1607	ILMN_1658121	0.03435	PFC	GSE60438_PEvC
1609	ILMN_1658143	0.00744	RFC3	GSE60438_PEvC
1611	ILMN_1658145	0.04915	GRLF1	GSE60438_PEvC
1616	ILMN_1658163	0.00803	NR4A3	GSE60438_PEvC
1620	ILMN_1658182	0.00384	RKHD2	GSE60438_PEvC
1621	ILMN_1658187	0.02236	KIAA1026	GSE60438_PEvC
1622	ILMN_1658190	0.04253	LOC642151	GSE60438_PEvC
1631	ILMN_1658232	0.02977	FBXL10	GSE60438_PEvC
1640	ILMN_1658265	0.01169	GPR135	GSE60438_PEvC
1645	ILMN_1658283	0.00339	LOC642770	GSE60438_PEvC
1648	ILMN_1658299	0.00023	CCR2	GSE60438_PEvC
1670	ILMN_1658396	0.00068	FLJ23577	GSE60438_PEvC
1676	ILMN_1658413	0.00134	HYDIN	GSE60438_PEvC
1678	ILMN_1658416	0.0479	MRPS18C	GSE60438_PEvC
1682	ILMN_1658426	0.04155	WNT10A	GSE60438_PEvC
1684	ILMN_1658437	0.00048	SFXN4	GSE60438_PEvC
1685	ILMN_1658439	0.00033	LOC643079	GSE60438_PEvC
1688	ILMN_1658460	0.00162	FUSIP1	GSE60438_PEvC
1692	ILMN_1658469	0.03008	TP53AP1	GSE60438_PEvC
1693	ILMN_1658472	0.00039	APH1A	GSE60438_PEvC
1698	ILMN_1658485	0.01181	LOC644612	GSE60438_PEvC
1700	ILMN_1658491	0.00308	LOC642578	GSE60438_PEvC
1707	ILMN_1658513	6e-05	IQSEC2	GSE60438_PEvC
1708	ILMN_1658519	5e-05	SLC13A3	GSE60438_PEvC
1710	ILMN_1658531	0.00042	LOC653949	GSE60438_PEvC
1711	ILMN_1658537	0.0095	LOC649622	GSE60438_PEvC
