probe	pvalue	adj.pvalue	symbol	entrez	group
A_23_P110492	0	0.000861	6-Mar	10299	GSE74341_PEvC
A_23_P202988	0	0.000207	AASDHPPT	60496	GSE74341_PEvC
A_24_P248606	0	0.000965	ACSL3	2181	GSE74341_PEvC
A_23_P19243	0	0.000744	AKIRIN2-AS1	NA	GSE74341_PEvC
A_23_P17204	0	0.000896	ANAPC1	64682	GSE74341_PEvC
A_23_P97123	0	0.000551	ANKRD36BP1	84832	GSE74341_PEvC
A_24_P381962	0	0.000965	AP1G1	164	GSE74341_PEvC
A_23_P136635	0	0.000965	AP3B1	8546	GSE74341_PEvC
A_33_P3349289	0	0.000896	ARGFXP2	503640	GSE74341_PEvC
A_23_P10081	0	0.000953	ARL13B	200894	GSE74341_PEvC
A_33_P3319943	0	0.000744	ATRX	546	GSE74341_PEvC
A_33_P3369969	0	0.000556	ATXN1L	342371	GSE74341_PEvC
A_33_P3217123	0	0.000667	BCL2L12	83596	GSE74341_PEvC
A_33_P3329769	0	0.000697	BEND6	221336	GSE74341_PEvC
A_23_P37144	0	0.000591	C14orf126	NA	GSE74341_PEvC
A_33_P3232032	0	0.000944	C14orf165	NA	GSE74341_PEvC
A_23_P97328	0	0.000896	C1orf35	79169	GSE74341_PEvC
A_33_P3369452	0	0.000984	C22orf25	NA	GSE74341_PEvC
A_33_P3344564	0	0.000475	C5orf42	65250	GSE74341_PEvC
A_33_P3370310	0	0.000802	C8orf83	NA	GSE74341_PEvC
A_33_P3359223	0	0.000613	C9orf173	NA	GSE74341_PEvC
A_33_P3325131	0	0.000896	CANX	821	GSE74341_PEvC
A_23_P380379	0	0.000475	CAPS2	84698	GSE74341_PEvC
A_23_P86975	0	0.000965	CARD18	59082	GSE74341_PEvC
A_24_P236522	0	0.000551	CD2BP2	10421	GSE74341_PEvC
A_23_P169470	0	0.000272	CDK9	1025	GSE74341_PEvC
A_23_P318396	0	0.000722	CELF1	10658	GSE74341_PEvC
ens|ENST00000440612|ens|ENST00000402550	0	0.000535	CGREF1	10669	GSE74341_PEvC
A_23_P22548	0	0.000802	CHM	1121	GSE74341_PEvC
A_33_P3217584	0	0.000744	CHRNA4	1137	GSE74341_PEvC
A_21_P0013760	0	0.000705	CHTF8	54921	GSE74341_PEvC
A_23_P127995	0	0.000613	CLNS1A	1207	GSE74341_PEvC
A_33_P3315320	0	0.000965	CNTD1	124817	GSE74341_PEvC
A_23_P40782	0	0.000744	COMMD2	51122	GSE74341_PEvC
A_23_P44617	0	0.000207	COPG	NA	GSE74341_PEvC
A_33_P3461948	0	0.000861	CRYGN	155051	GSE74341_PEvC
A_24_P333326	0	0.000771	CTAGE5	NA	GSE74341_PEvC
A_23_P28815	0	0.000671	CYP24A1	1591	GSE74341_PEvC
A_23_P162719	0	0.000861	DIAPH3	81624	GSE74341_PEvC
A_33_P3369317	0	0.000613	DNAJB5	25822	GSE74341_PEvC
A_23_P419239	0	0.000965	ETNK1	55500	GSE74341_PEvC
A_32_P30649	0	0.001007	ETV5	2119	GSE74341_PEvC
A_23_P81121	0	0.000965	EXOSC9	5393	GSE74341_PEvC
A_23_P117298	0	0.000551	F7	2155	GSE74341_PEvC
A_23_P160546	0	0.000551	FAM63A	NA	GSE74341_PEvC
A_32_P196854	0	0.000613	FAM76A	199870	GSE74341_PEvC
A_33_P3234457	0	0.000896	FBRSL1	57666	GSE74341_PEvC
A_33_P3335740	0	0.000526	FLJ10038	55056	GSE74341_PEvC
A_19_P00811533	0	0.000304	FLJ32224	NA	GSE74341_PEvC
A_33_P3210218	0	0.00044	GALNT1	2589	GSE74341_PEvC
A_24_P19228	0	0.000776	GAMT	2593	GSE74341_PEvC
A_32_P205241	0	0.000613	GJA3	2700	GSE74341_PEvC
A_33_P3383796	0	0.000676	GOLGA7B	401647	GSE74341_PEvC
A_23_P58877	0	0.000755	GOPC	57120	GSE74341_PEvC
A_23_P217704	0	0.000724	GYG2	8908	GSE74341_PEvC
A_23_P8328	0	0.000667	HCRTR2	3062	GSE74341_PEvC
A_23_P84922	0	0.00085	HDAC8	55869	GSE74341_PEvC
A_33_P3212650	0	0.000896	HDDC2	51020	GSE74341_PEvC
A_24_P138713	0	0.001081	HEATR3	55027	GSE74341_PEvC
A_23_P168490	0	0.001048	HERPUD2	64224	GSE74341_PEvC
A_33_P3217480	0	0.000776	HIRIP3	8479	GSE74341_PEvC
A_32_P109572	0	0.000736	HNRNPL	3191	GSE74341_PEvC
A_23_P216080	0	1.10E-05	HOOK3	84376	GSE74341_PEvC
A_23_P96872	0	0.000761	HSPB11	51668	GSE74341_PEvC
A_23_P126757	0	0.000281	INTS3	65123	GSE74341_PEvC
A_32_P118372	0	0.000869	INTU	27152	GSE74341_PEvC
A_23_P332584	0	0.000913	KIAA1107	23285	GSE74341_PEvC
A_24_P97145	0	0.000736	KIDINS220	57498	GSE74341_PEvC
A_33_P3317815	0	0.000345	KRAS	3845	GSE74341_PEvC
A_23_P366230	0	0.000722	LATS1	9113	GSE74341_PEvC
A_33_P3364268	0	0.000551	LBH	81606	GSE74341_PEvC
A_33_P3357678	0	0.00049	LCTL	197021	GSE74341_PEvC
A_21_P0007908	0	0.000526	LINC00327	100506697	GSE74341_PEvC
A_33_P3266923	0	0.000736	LMTK2	22853	GSE74341_PEvC
A_33_P3229863	0	0.000744	LOC100128714	NA	GSE74341_PEvC
A_21_P0000666	0	0.000618	LOC100129361	NA	GSE74341_PEvC
A_33_P3391387	0	0.000781	LOC100268168	100268168	GSE74341_PEvC
A_21_P0000764	0	0.000896	LOC100505768	NA	GSE74341_PEvC
A_21_P0014600	0	0.000314	LOC100506051	NA	GSE74341_PEvC
A_21_P0014473	0	0.000548	LOC100506338	NA	GSE74341_PEvC
A_21_P0006460	0	0.000984	LOC100506992	NA	GSE74341_PEvC
A_21_P0014786	0	0.000535	LOC100507663	100507663	GSE74341_PEvC
A_21_P0014194	0	0.000932	LOC100507673	NA	GSE74341_PEvC
A_21_P0014771	0	0.000896	LOC100509105	NA	GSE74341_PEvC
A_21_P0014796	0	0.000722	LOC100652755	NA	GSE74341_PEvC
A_21_P0014851	0	0.001027	LOC100652779	NA	GSE74341_PEvC
A_21_P0003155	0	0.000436	LOC151658	NA	GSE74341_PEvC
A_21_P0000885	0	0.00049	LOC284408	NA	GSE74341_PEvC
A_33_P3351894	0	0.000966	LOC284889	NA	GSE74341_PEvC
A_19_P00321264	0	0.000197	LOC550112	NA	GSE74341_PEvC
A_24_P500422	0	0.000629	LOC730101	730101	GSE74341_PEvC
A_19_P00322792	0	0.000591	LOC92249	NA	GSE74341_PEvC
A_33_P3230090	0	0.000551	LUZP6	767558	GSE74341_PEvC
A_33_P3318671	0	0.000475	LYPLA2	11313	GSE74341_PEvC
A_23_P356646	0	0.000296	MAFIP	727764	GSE74341_PEvC
A_23_P356152	0	0.00049	MAPK8	5599	GSE74341_PEvC
A_33_P3250289	0	0.000755	MAPK8	5599	GSE74341_PEvC
A_23_P8339	0	0.000965	MRPL18	29074	GSE74341_PEvC
A_24_P229234	0	0.000965	MYO16	23026	GSE74341_PEvC
A_33_P3368706	0	0.000106	NFYC	4802	GSE74341_PEvC
A_23_P202143	0	0.000607	NOLC1	9221	GSE74341_PEvC
A_23_P52298	0	0.00036	NPM3	10360	GSE74341_PEvC
A_23_P75204	0	0.000896	NSMCE4A	54780	GSE74341_PEvC
A_23_P93082	0	0.000607	NUS1	116150	GSE74341_PEvC
A_24_P104091	0	0.000896	ORAOV1	220064	GSE74341_PEvC
A_33_P3348887	0	0.00049	PBX3	5090	GSE74341_PEvC
A_23_P204052	0	0.000755	PCBP2	5094	GSE74341_PEvC
A_23_P42802	0	0.000744	PDIA4	9601	GSE74341_PEvC
A_23_P21618	0	0.000761	PDZRN3	23024	GSE74341_PEvC
A_23_P166023	0	0.000627	PFDN4	5203	GSE74341_PEvC
A_33_P3345743	0	0.000903	PFN1P2	767846	GSE74341_PEvC
A_33_P3321611	0	0.000861	PHACTR4	65979	GSE74341_PEvC
A_24_P941643	0	0.000802	PLCB1	23236	GSE74341_PEvC
A_33_P3212982	0	0.000896	PLEKHM1	9842	GSE74341_PEvC
A_23_P368154	0	0.000724	PODN	127435	GSE74341_PEvC
A_33_P3299834	0	0.000613	POLR2E	5434	GSE74341_PEvC
A_23_P139028	0	0.000896	POU2F3	25833	GSE74341_PEvC
A_33_P3368610	0	0.000551	PPHLN1	51535	GSE74341_PEvC
A_23_P82299	0	0.000896	PPP1R35	221908	GSE74341_PEvC
A_33_P3465440	0	0.000697	PRO1596	29013	GSE74341_PEvC
A_33_P3396444	0	0.001011	PTGR1	22949	GSE74341_PEvC
A_24_P96234	0	0.000755	QTRT1	81890	GSE74341_PEvC
A_33_P3295523	0	0.000746	RAC3	5881	GSE74341_PEvC
A_23_P326691	0	5.70E-05	RBBP4	5928	GSE74341_PEvC
A_33_P3232562	0	0.000281	RBBP4	5928	GSE74341_PEvC
A_33_P3217103	0	0.001043	RBFOX2	23543	GSE74341_PEvC
A_33_P3340294	0	0.000917	RBM33	155435	GSE74341_PEvC
A_21_P0000141	0	0.000551	RBM4	5936	GSE74341_PEvC
A_33_P3237699	0	0.001044	RMND5A	64795	GSE74341_PEvC
A_33_P3213857	0	0.000755	RNASEH2B	79621	GSE74341_PEvC
A_23_P89755	0	0.000655	RNF138	51444	GSE74341_PEvC
A_23_P217666	0	0.00105	RPL10	6134	GSE74341_PEvC
A_24_P6305	0	0.000629	RPL10	6134	GSE74341_PEvC
A_24_P754803	0	0.000896	RPL10	6134	GSE74341_PEvC
A_23_P341325	0	0.000744	RPL10L	140801	GSE74341_PEvC
A_23_P253200	0	0.000809	RPL15	6138	GSE74341_PEvC
A_33_P3278137	0	0.000917	RPL31P11	641311	GSE74341_PEvC
A_23_P151321	0	0.000766	RPL6	6128	GSE74341_PEvC
A_23_P1206	0	7.90E-05	RPS24	6229	GSE74341_PEvC
A_32_P471485	0	0.000551	RTKN2	219790	GSE74341_PEvC
A_33_P3220818	0	0.000187	SAFB	6294	GSE74341_PEvC
A_23_P27894	0	0.000296	SAFB2	9667	GSE74341_PEvC
A_23_P126057	0	0.000953	SCP2	6342	GSE74341_PEvC
A_33_P3285893	0	0.000802	SCRN1	9805	GSE74341_PEvC
A_23_P17012	0	0.00049	SCRN3	79634	GSE74341_PEvC
A_32_P191527	0	0.000896	SETD8	NA	GSE74341_PEvC
A_23_P135914	0	6.40E-05	SF3B3	23450	GSE74341_PEvC
A_24_P185029	0	0.000629	SH2B1	25970	GSE74341_PEvC
A_23_P367676	0	0.000526	SIN3A	25942	GSE74341_PEvC
A_23_P7101	0	0.000896	SLBP	7884	GSE74341_PEvC
A_23_P139820	0	0.000994	SLC11A2	4891	GSE74341_PEvC
A_21_P0011428	0	0.00014	SLC9B1	150159	GSE74341_PEvC
A_33_P3326349	0	0.000965	SMG5	23381	GSE74341_PEvC
A_33_P3241741	0	0.000761	SNORA23	677808	GSE74341_PEvC
A_21_P0000306	0	0.000197	SNORA2A	677793	GSE74341_PEvC
A_21_P0000265	0	0.00036	SNORA3	NA	GSE74341_PEvC
A_21_P0000331	0	0.000965	SNORA44	677825	GSE74341_PEvC
A_21_P0000236	0	0.000785	SNORA64	26784	GSE74341_PEvC
A_21_P0000239	0	0.000785	SNORD101	594837	GSE74341_PEvC
A_21_P0000469	0	6.40E-05	SNORD11B	100113392	GSE74341_PEvC
A_21_P0000470	0	0.000551	SNORD12B	100113393	GSE74341_PEvC
A_21_P0000238	0	0.000551	SNORD12C	26765	GSE74341_PEvC
A_21_P0000497	0	0.000997	SNORD1B	677849	GSE74341_PEvC
A_21_P0000254	0	0.000996	SNORD31	9298	GSE74341_PEvC
A_21_P0000374	0	0.000526	SNORD59B	692090	GSE74341_PEvC
A_33_P3356406	0	0.001044	SOS1	6654	GSE74341_PEvC
A_33_P3273459	0	0.000526	SPATA21	374955	GSE74341_PEvC
A_33_P3284686	0	0.001081	SSBP3	23648	GSE74341_PEvC
A_23_P63289	0	0.000953	SSU72	29101	GSE74341_PEvC
A_21_P0013130	0	0.000984	STK19	8859	GSE74341_PEvC
A_23_P104734	0	0	STT3A	3703	GSE74341_PEvC
ens|ENST00000394243|tc|THC2678964	0	0.000736	SYNPO	11346	GSE74341_PEvC
A_33_P3293869	0	0.000965	TIAL1	7073	GSE74341_PEvC
A_33_P3407675	0	0.000755	TIPRL	261726	GSE74341_PEvC
A_23_P70127	0	0.000207	TMED9	54732	GSE74341_PEvC
A_24_P47467	0	0.000556	TMEM109	79073	GSE74341_PEvC
A_24_P29445	0	0.000105	TMEM14B	81853	GSE74341_PEvC
A_23_P382705	0	0.000967	TMTC2	160335	GSE74341_PEvC
A_23_P80336	0	0.000613	TOMM22	56993	GSE74341_PEvC
A_33_P3399373	0	0.000896	TPRA1	131601	GSE74341_PEvC
A_23_P31389	0	0.000197	TRA2A	29896	GSE74341_PEvC
A_33_P3389113	0	0.000422	TRAF3IP2-AS1	643749	GSE74341_PEvC
A_24_P222684	0	0.000264	TROVE2	6738	GSE74341_PEvC
A_33_P3211213	0	0.000744	TSEN34	79042	GSE74341_PEvC
A_24_P160104	0	0.000551	TUBA8	51807	GSE74341_PEvC
A_33_P3363898	0	0.000613	TUBG1	7283	GSE74341_PEvC
A_23_P251562	0	0.000722	TUSC2	11334	GSE74341_PEvC
A_23_P68899	0	0.001081	TXN2	25828	GSE74341_PEvC
A_33_P3302796	0	0.000965	U2AF2	11338	GSE74341_PEvC
A_23_P148798	0	0.000591	UCHL5	51377	GSE74341_PEvC
A_33_P3392823	0	0.000535	USE1	55850	GSE74341_PEvC
A_23_P115215	0	6.40E-05	VPS72	6944	GSE74341_PEvC
A_23_P63929	0	0.000551	WDR11	55717	GSE74341_PEvC
A_23_P334218	0	0.000607	WDR67	NA	GSE74341_PEvC
A_33_P3317558	0	0.000551	WHAMMP3	339005	GSE74341_PEvC
A_33_P3231187	0	0.000281	XIAP	331	GSE74341_PEvC
ens|ENST00000422548|tc|THC2713298|linc|TCONS_00000672	0	0.000896	XLOC_001083	NA	GSE74341_PEvC
linc|TCONS_00003668	0	0.000735	XLOC_001459	NA	GSE74341_PEvC
A_21_P0006423	0	0.000744	XLOC_007995	NA	GSE74341_PEvC
A_21_P0006723	0	0.00049	XLOC_008696	NA	GSE74341_PEvC
A_21_P0008205	0	0.000105	XLOC_010706	NA	GSE74341_PEvC
linc|TCONS_00026523	0	0.000551	XLOC_012847	NA	GSE74341_PEvC
A_21_P0009662	0	0.000917	XLOC_013038	NA	GSE74341_PEvC
linc|TCONS_l2_00010135	0	0.00014	XLOC_l2_005465	NA	GSE74341_PEvC
A_21_P0012274	0	0.000785	XLOC_l2_009441	NA	GSE74341_PEvC
tc|THC2510064|linc|TCONS_l2_00028766	0	0.00036	XLOC_l2_014821	NA	GSE74341_PEvC
A_33_P3380883	0	0.00036	XPA	7507	GSE74341_PEvC
A_23_P104762	0	0.000551	YAP1	10413	GSE74341_PEvC
A_23_P120414	0	0.000952	YWHAB	7529	GSE74341_PEvC
A_32_P198923	0	0.000755	YWHAZ	7534	GSE74341_PEvC
A_23_P156156	0	0.000722	ZCCHC9	84240	GSE74341_PEvC
A_23_P380951	0	0.000952	ZNF420	147923	GSE74341_PEvC
A_33_P3257856	0	0.000993	ZNF501	115560	GSE74341_PEvC
A_23_P160200	0	0.000965	ZNF643	NA	GSE74341_PEvC
