probe	pvalue	adj.pvalue	symbol	entrez	group
A_23_P343398	0	0.001686	CCR7	1236	GSE47187_PEvC
A_23_P51039	0	0.001607	INHA	3623	GSE47187_PEvC
NA	0	0.001686	NA	NA	GSE47187_PEvC
NA	0	0	NA	NA	GSE47187_PEvC
NA	0	0.001686	NA	NA	GSE47187_PEvC
NA	0	1.20E-05	NA	NA	GSE47187_PEvC
NA	0	0.000305	NA	NA	GSE47187_PEvC
NA	0	0.002099	NA	NA	GSE47187_PEvC
NA	0	0.00018	NA	NA	GSE47187_PEvC
NA	0	8.00E-06	NA	NA	GSE47187_PEvC
NA	0	0.001325	NA	NA	GSE47187_PEvC
NA	0	9.00E-06	NA	NA	GSE47187_PEvC
NA	0	0.002063	NA	NA	GSE47187_PEvC
NA	0	9.00E-06	NA	NA	GSE47187_PEvC
NA	0	0.001495	NA	NA	GSE47187_PEvC
NA	0	0.000397	NA	NA	GSE47187_PEvC
NA	0	0.001607	NA	NA	GSE47187_PEvC
NA	0	0.000153	NA	NA	GSE47187_PEvC
NA	0	0	NA	NA	GSE47187_PEvC
NA	0	2.30E-05	NA	NA	GSE47187_PEvC
NA	0	0.001607	NA	NA	GSE47187_PEvC
NA	0	0.00013	NA	NA	GSE47187_PEvC
NA	0	0.001262	NA	NA	GSE47187_PEvC
NA	0	0.000653	NA	NA	GSE47187_PEvC
NA	0	8.00E-06	NA	NA	GSE47187_PEvC
NA	0	0.000397	NA	NA	GSE47187_PEvC
NA	0	0.001374	NA	NA	GSE47187_PEvC
NA	0	0.001385	NA	NA	GSE47187_PEvC
NA	0	0.000625	NA	NA	GSE47187_PEvC
NA	0	0.00013	NA	NA	GSE47187_PEvC
NA	0	0.000166	NA	NA	GSE47187_PEvC
NA	0	0.000153	NA	NA	GSE47187_PEvC
A_23_P406385	1.00E-05	0.004153	FBXL16	146330	GSE47187_PEvC
NA	1.00E-05	0.0042	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.004975	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.004445	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.003934	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.003706	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.004153	NA	NA	GSE47187_PEvC
NA	1.00E-05	0.004493	NA	NA	GSE47187_PEvC
A_23_P7313	1.00E-05	0.004153	SPP1	6696	GSE47187_PEvC
NA	2.00E-05	0.007033	NA	NA	GSE47187_PEvC
NA	2.00E-05	0.006821	NA	NA	GSE47187_PEvC
A_23_P23873	2.00E-05	0.007033	PAPPA2	60676	GSE47187_PEvC
NA	3.00E-05	0.008652	NA	NA	GSE47187_PEvC
NA	3.00E-05	0.009668	NA	NA	GSE47187_PEvC
NA	3.00E-05	0.008652	NA	NA	GSE47187_PEvC
NA	3.00E-05	0.008865	NA	NA	GSE47187_PEvC
NA	3.00E-05	0.008865	NA	NA	GSE47187_PEvC
A_24_P238118	3.00E-05	0.008865	TMEM155	132332	GSE47187_PEvC
NA	4.00E-05	0.011885	NA	NA	GSE47187_PEvC
NA	4.00E-05	0.01027	NA	NA	GSE47187_PEvC
NA	4.00E-05	0.01027	NA	NA	GSE47187_PEvC
NA	5.00E-05	0.012386	NA	NA	GSE47187_PEvC
NA	5.00E-05	0.01276	NA	NA	GSE47187_PEvC
A_23_P129169	7.00E-05	0.016774	CYP11A1	1583	GSE47187_PEvC
A_23_P156218	7.00E-05	0.017106	GZMK	3003	GSE47187_PEvC
A_23_P48327	7.00E-05	0.016774	KCTD4	386618	GSE47187_PEvC
NA	7.00E-05	0.016774	NA	NA	GSE47187_PEvC
NA	7.00E-05	0.016774	NA	NA	GSE47187_PEvC
NA	8.00E-05	0.018534	NA	NA	GSE47187_PEvC
NA	8.00E-05	0.018534	NA	NA	GSE47187_PEvC
NA	8.00E-05	0.018534	NA	NA	GSE47187_PEvC
A_24_P416177	9.00E-05	0.020365	ADCY7	113	GSE47187_PEvC
NA	9.00E-05	0.019353	NA	NA	GSE47187_PEvC
NA	9.00E-05	0.020365	NA	NA	GSE47187_PEvC
A_23_P59388	1.00E-04	0.021218	DST	667	GSE47187_PEvC
A_23_P135061	0.00011	0.021218	CORO2A	7464	GSE47187_PEvC
A_24_P90216	0.00011	0.021218	LGR4	55366	GSE47187_PEvC
A_23_P75769	0.00011	0.021218	MS4A4A	51338	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021266	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00011	0.021218	NA	NA	GSE47187_PEvC
NA	0.00012	0.021966	NA	NA	GSE47187_PEvC
NA	0.00012	0.021966	NA	NA	GSE47187_PEvC
A_24_P397903	0.00013	0.023632	NA	NA	GSE47187_PEvC
NA	0.00014	0.02413	NA	NA	GSE47187_PEvC
NA	0.00015	0.025377	NA	NA	GSE47187_PEvC
NA	0.00015	0.025377	NA	NA	GSE47187_PEvC
NA	0.00015	0.025524	NA	NA	GSE47187_PEvC
A_23_P85800	0.00016	0.026365	CD52	1043	GSE47187_PEvC
NA	0.00016	0.026365	NA	NA	GSE47187_PEvC
NA	0.00017	0.027271	NA	NA	GSE47187_PEvC
NA	0.00017	0.027781	NA	NA	GSE47187_PEvC
NA	0.00017	0.027717	NA	NA	GSE47187_PEvC
NA	0.00017	0.027717	NA	NA	GSE47187_PEvC
